,0,50,100,150,200,250,300,350,400,450,500,550,600,650
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14384498882876628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20691380811147897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29763514416313175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42813323987193935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6158482110660264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8858667904100825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23076923076923078,0.3939393939393939,0.5806451612903226,0.38461538461538464,0.5714285714285714,0.0
1.2742749857031335,0.0,0.0,0.0,0.3888888888888889,0.8648648648648649,0.9722222222222222,1.2,1.1987179487179487,0.85,0.0,0.0,0.0,0.0,0.0
1.8329807108324356,0.0,0.0,0.0,0.575,0.15384615384615385,0.1724137931034483,0.40531914893617016,0.29411764705882354,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
2.636650898730358,0.0,0.0,0.41025641025641024,0.1,0.0,0.2727272727272727,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.79269019073225,0.0,0.22857142857142856,0.6363636363636364,0.0,0.06666666666666667,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.455594781168517,0.0,0.6222222222222222,0.07142857142857142,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.847599703514611,0.325,0.2857142857142857,0.0,0.07317073170731707,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.288378916846883,0.6,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.23776739188721,0.14285714285714285,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.357214690901213,0.0,0.06,0.27906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.59818286283781,0.0,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.32930238571752,0.06060606060606061,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.51927961775606,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
