Name,Disc.Y,Disc.M,Disc.D,r_Disc.D,RAh,RAm,RAs,DE-,DEd,DEm,DEs,f_DEs,Obs,tFirst,tLast,tNext,z,r_z,Dist,e_Dist,r_Dist,VExt
SDSS-II SN 14250,2006,09,17,2007SDSS6.C...0000:,00,51,17.382,-,00,36,18.87,,6,-1078,398,372,0.395,2011ApJ...738..162S,1687,118,2011ApJ...738..162S,0.149
SDSS-II SN 14268,2006,09,22,2010ApJ...713.1026D,03,28,47.862,+,00,23,28.04,,7,-1032,1162,462,0.259,2010ApJ...713.1026D,1026,72,2011ApJ...738..162S,0.355
SDSS-II SN 14305,2006,09,19,2011ApJ...738..162S,20,47,52.56,-,00,35,36.5892,,11,-43,1384,307,0.307,2011ApJ...738..162S,1311,92,2011ApJ...738..162S,0.195
SDSS-II SN 14317,2006,09,29,2007SDSS6.C...0000:,21,02,16.981,+,00,19,50.08,,23,-1131,1029,297,0.181,2011ApJ...738..162S,771,69,2011ApJ...738..162S,0.24
SDSS-II SN 14327,2006,09,19,2007SDSS6.C...0000:,00,09,22.98,-,00,11,24.5,,10,-1064,764,381,0.42093,2016SDSSD.C...0000:,1798,126,2016SDSSD.C...0000:,0.159
SDSS-II SN 14330,2006,09,29,2007SDSS6.C...0000:,00,28,30.18,-,00,04,06.258,,10,-1090,359,359,0.25283,2016SDSSD.C...0000:,1078,76,2016SDSSD.C...0000:,0.055999999999999994
SDSS-II SN 14333,2006,09,28,2007SDSS6.C...0000:,01,05,08.496,-,00,00,45.34,,4,-1087,374,374,0.271,2011ApJ...738..162S,1156,92,2011ApJ...738..162S,0.077
SDSS-II SN 14343,2006,09,19,2016SDSSD.C...0000:,00,02,49.718,-,00,57,14.57,,14,-1064,414,377,0.34305,2016SDSSD.C...0000:,1464,103,2016SDSSD.C...0000:,0.10099999999999999
SDSS-II SN 14346,2006,09,28,2007SDSS6.C...0000:,00,28,35.7264,-,01,00,13.392,,14,-1089,409,360,0.132,2011ApJ...738..162S,560,39,2011ApJ...738..162S,0.053
SDSS-II SN 14347,2006,09,17,2010ApJ...713.1026D,01,07,55.396,-,01,01,01.45,,10,-1076,740,385,0.298,2011ApJ...738..162S,1272,89,2011ApJ...738..162S,0.131
SDSS-II SN 14361,2006,09,11,2010ApJ...713.1026D,02,54,03.716,-,00,06,18.87,,9,-660,1140,403,0.375,2010ApJ...713.1026D,1624,114,2011ApJ...738..162S,0.20199999999999999
SDSS-II SN 14389,2006,09,17,2015NEDR....1M...1S,01,48,09.269,+,00,17,45.91,,6,-713,763,763,0.2325,2011ApJ...738..162S,992,70,2011ApJ...738..162S,0.10099999999999999
SDSS-II SN 14403,2006,09,28,2007SDSS6.C...0000:,01,07,21.17,+,00,39,07.1,,20,-1087,1461,395,0.293,2010ApJ...713.1026D,1250,88,2010ApJ...713.1026D,0.079
SDSS-II SN 14438,2006,09,20,2007SDSS6.C...0000:,22,40,15.659,-,01,04,09.51,,13,-770,728,729,0.282,2010ApJ...713.1026D,1203,84,2010ApJ...713.1026D,0.149
SDSS-II SN 14445,2006,09,27,1990MNRAS.243..692M,22,43,51.036,-,00,45,14.18,,16,-778,1775,734,0.23701,2016SDSSD.C...0000:,1010,71,2016SDSSD.C...0000:,0.17
SDSS-II SN 14470,2006,09,27,2007SDSS6.C...0000:,02,56,51.591,-,00,21,06.2,,8,-676,386,387,0.179,2010ApJ...713.1026D,764,54,2010ApJ...713.1026D,0.17600000000000002
SDSS-II SN 14505,2006,09,16,2007SDSS6.C...0000:,02,12,45.48,-,01,05,21.228,,10,-1066,767,64,0.345,2011ApJ...738..162S,1474,103,2011ApJ...738..162S,0.069
SDSS-II SN 14524,2006,10,02,2010ApJ...713.1026D,02,46,15.082,-,00,47,51.94,,9,-1070,1877,767,0.2719,2011ApJ...738..162S,1161,92,2011ApJ...738..162S,0.084
SDSS-II SN 14525,2006,10,02,2010ApJ...713.1026D,01,07,31.872,+,00,28,38.8,,11,-1091,1457,370,0.1546,2011ApJ...738..162S,658,46,2011ApJ...738..162S,0.083
SDSS-II SN 14531,2006,09,27,2010ApJ...713.1026D,00,10,29.828,+,00,29,04.69,,20,-1072,734,370,0.413,2011ApJ...738..162S,1764,124,2011ApJ...738..162S,0.077
SDSS-II SN 14617,2006,09,27,2010ApJ...713.1026D,03,33,27.534,+,01,01,12.96,,14,-1035,797,455,0.265,2011ApJ...738..162S,1133,79,2011ApJ...738..162S,0.29600000000000004
SDSS-II SN 14624,2006,09,19,2007SDSS6.C...0000:,21,33,45.915,+,00,20,45.28,,543,-1102,1801,310,0.361,2011ApJ...738..162S,1541,108,2011ApJ...738..162S,0.13
SDSS-II SN 14638,2006,09,19,2007SDSS6.C...0000:,23,54,14.366,-,00,07,29.09,,14,-1064,716,34,0.331,2010ApJ...713.1026D,1412,99,2010ApJ...713.1026D,0.075
SDSS-II SN 14708,2006,09,28,2007SDSS6.C...0000:,01,01,15.498,-,00,27,53.57,,10,-1087,395,374,0.337,2010ApJ...713.1026D,1439,101,2010ApJ...713.1026D,0.09699999999999999
SDSS-II SN 14750,2006,09,29,2007SDSS6.C...0000:,02,18,04.564,+,00,39,11.04,,10,-1040,756,404,0.2149,2011ApJ...738..162S,917,64,2011ApJ...738..162S,0.11800000000000001
SDSS-II SN 1478,2005,09,09,2007SDSS6.C...0000:,02,11,07.512,+,00,08,49.603,,4,-655,1166,1167,0.20196,2016SDSSD.C...0000:,861,60,2016SDSSD.C...0000:,0.081
SDSS-II SN 14784,2006,09,20,2007SDSS6.C...0000:,21,35,11.76,-,00,20,55.9,,257,-1126,1458,313,0.192,2011ApJ...738..162S,817,72,2011ApJ...738..162S,0.114
SDSS-II SN 14786,2006,09,15,2010ApJ...713.1026D,22,07,16.901,-,00,19,16.95,,10,-2,1108,16,0.273,2011ApJ...738..162S,1164,82,2011ApJ...738..162S,0.281
SDSS-II SN 14883,2006,09,30,2011ApJ...738..162S,01,32,36.432,-,00,44,15.216,,10,-734,749,5,0.212,2011ApJ...738..162S,904,63,2011ApJ...738..162S,0.092
SDSS-II SN 14888,2006,09,27,2010ApJ...713.1026D,01,42,49.115,-,00,38,59.13,,10,-723,763,375,0.366,2010ApJ...713.1026D,1563,110,2010ApJ...713.1026D,0.077
SDSS-II SN 14900,2006,09,27,2007SDSS6.C...0000:,03,00,56.688,-,00,38,08.12,,10,-1034,813,786,0.432,2010ApJ...713.1026D,1847,129,2010ApJ...713.1026D,0.35100000000000003
SDSS-II SN 14907,2006,09,27,2011ApJ...738..162S,03,50,35.952,-,00,40,36.732,,13,-690,1884,76,0.33,2011ApJ...738..162S,1411,99,2011ApJ...738..162S,0.536
SDSS-II SN 14916,2006,09,27,2007SDSS6.C...0000:,01,52,05.841,-,01,08,30.39,,10,-723,754,754,0.262,2011ApJ...738..162S,1118,78,2011ApJ...738..162S,0.081
SDSS-II SN 14963,2006,09,18,2011ApJ...738..162S,01,10,20.016,+,00,57,00.63,,10,-1077,1471,371,0.026,2011ApJ...738..162S,107,9,2011ApJ...738..162S,0.091
SDSS-II SN 15033,2006,10,03,2007SDSS6.C...0000:,01,03,06.81,-,00,09,24.2,,6,-1092,381,382,0.22,2012ApJ...755...61S,938,66,2010ApJ...713.1026D,0.10300000000000001
SDSS-II SN 15074,2006,10,01,2007SDSS6.C...0000:,03,26,15.336,+,00,13,18.16,,6,-1041,806,806,0.203,2011ApJ...738..162S,867,61,2011ApJ...738..162S,0.312
SDSS-II SN 15075,2006,10,01,2007SDSS6.C...0000:,03,27,32.712,+,00,20,48.66,,11,-1041,1153,453,0.353,2011ApJ...738..162S,1509,106,2011ApJ...738..162S,0.348
SDSS-II SN 15080,2006,09,17,2011ApJ...738..162S,21,07,31.2,-,01,02,19.392,,12,-2,1041,693,0.259,2011ApJ...738..162S,1105,77,2011ApJ...738..162S,0.18100000000000002
SDSS-II SN 15101,2006,10,03,2007SDSS6.C...0000:,21,31,08.4,-,00,29,10.086,,409,-1139,1445,299,0.163,2011ApJ...738..162S,693,49,2011ApJ...738..162S,0.132
SDSS-II SN 15103,2006,09,29,2010ApJ...713.1026D,22,32,23.684,-,00,30,16.56,,2,-765,1839,1840,0.373,2011ApJ...738..162S,1592,112,2011ApJ...738..162S,0.161
SDSS-II SN 15137,2006,09,27,2007SDSS6.C...0000:,23,44,25.786,-,00,48,23.4,,10,-12,702,21,0.281,2010ApJ...713.1026D,1198,84,2010ApJ...713.1026D,0.087
SDSS-II SN 15160,2006,10,03,2011ApJ...738..162S,23,53,42.945,-,00,34,44.76,,14,-1080,405,21,0.215,2011ApJ...738..162S,916,64,2011ApJ...738..162S,0.085
SDSS-II SN 15198,2006,10,12,2010ApJ...713.1026D,02,18,30.604,-,00,12,43.96,,6,-1053,743,743,0.29,2010ApJ...713.1026D,1238,87,2010ApJ...713.1026D,0.096
SDSS-II SN 15239,2006,10,01,2007SDSS6.C...0000:,00,02,25.67,-,00,55,05.448,,8,-1076,372,365,0.331,2011ApJ...738..162S,1412,99,2011ApJ...738..162S,0.09699999999999999
SDSS-II SN 15255,2006,10,02,2007SDSS6.C...0000:,22,12,24,-,00,15,32.5188,,52,-786,1418,689,0.302,2011ApJ...738..162S,1288,90,2011ApJ...738..162S,0.21
SDSS-II SN 15272,2006,10,02,2007SDSS6.C...0000:,23,23,05.552,+,00,05,04.06,,19,-1133,1120,693,0.2803,2011ApJ...738..162S,1195,94,2011ApJ...738..162S,0.125
SDSS-II SN 15347,2006,10,11,2007SDSS6.C...0000:,21,41,37.256,+,01,12,15.07,,6,-1137,698,699,0.244,2011ApJ...738..162S,1040,73,2011ApJ...738..162S,0.14300000000000002
SDSS-II SN 15353,2006,10,21,2007SDSS6.C...0000:,23,21,09.998,-,00,10,33.02,,10,-1152,1100,725,0.2996,2011ApJ...738..162S,1278,90,2011ApJ...738..162S,0.111
SDSS-II SN 15359,2006,10,11,2010ApJ...713.1026D,23,09,49.53,+,00,18,38.2,,8,-1142,730,730,0.262,2010ApJ...713.1026D,1194,84,2011ApJ...738..162S,0.125
SDSS-II SN 15417,2006,10,12,2010ApJ...713.1026D,01,02,13.895,+,00,27,43.16,,10,-1101,394,360,0.277,2011ApJ...738..162S,1182,83,2011ApJ...738..162S,0.091
SDSS-II SN 15419,2006,10,12,2007SDSS6.C...0000:,01,19,37.254,+,00,53,08.56,,12,-746,724,47,0.267,2010ApJ...713.1026D,1139,80,2010ApJ...713.1026D,0.086
SDSS-II SN 15467,2006,10,21,2011ApJ...740...92G,21,20,04.8,-,00,10,38.48,,8,-35,668,634,0.21043,2011ApJ...740...92G,897,63,2011ApJ...740...92G,0.155
SDSS-II SN 15496,2006,10,13,2007SDSS6.C...0000:,00,32,17.758,+,00,16,28.35,,10,-3,344,327,0.237,2010ApJ...713.1026D,1010,71,2010ApJ...713.1026D,0.057999999999999996
SDSS-II SN 15533,2006,10,20,2007SDSS6.C...0000:,23,35,27.111,-,00,22,24.11,,8,-1102,334,335,0.34446,2016SDSSD.C...0000:,1470,103,2016SDSSD.C...0000:,0.098
SDSS-II SN 15539,2006,10,14,2011ApJ...738..162S,22,07,48,+,00,10,00.9588,,20,-798,1079,698,0.208,2011ApJ...738..162S,886,62,2011ApJ...738..162S,0.237
SDSS-II SN 15549,2006,10,11,2007SDSS6.C...0000:,21,34,02.596,+,00,38,03.12,,512,-439,1437,277,0.429,2011ApJ...738..162S,1833,128,2011ApJ...738..162S,0.16399999999999998
SDSS-II SN 15587,2006,10,22,2007SDSS6.C...0000:,03,37,40.142,+,00,59,54.16,,4,-1060,773,773,0.21886,2003SDSS1.C...0000:,935,66,2003SDSS1.C...0000:,0.257
SDSS-II SN 15603,2006,10,29,2007SDSS6.C...0000:,23,43,46.194,-,01,11,32.49,,16,-1162,327,327,0.054,2011ApJ...738..162S,226,16,2011ApJ...738..162S,0.081
SDSS-II SN 15633,2006,10,16,2007SDSS6.C...0000:,23,35,37.68,-,00,50,21.2,,8,-1098,338,339,0.45119,2016SDSSD.C...0000:,1927,135,2016SDSSD.C...0000:,0.08800000000000001
SDSS-II SN 15675,2006,10,17,2007SDSS6.C...0000:,22,52,41.693,+,00,21,51.24,,14,-796,722,723,0.2345,2011ApJ...738..162S,999,70,2011ApJ...738..162S,0.252
SDSS-II SN 15697,2006,10,13,2011ApJ...738..162S,02,00,03.936,+,00,46,34.655,,7,-738,1105,1105,0.127,2011ApJ...738..162S,540,38,2011ApJ...738..162S,0.068
SDSS-II SN 15737,2006,10,03,2007SDSS6.C...0000:,00,49,28.528,-,00,03,35.73,,6,-1094,356,356,0.323,2011ApJ...738..162S,1379,97,2011ApJ...738..162S,0.09300000000000001
SDSS-II SN 15748,2006,10,23,2007SDSS6.C...0000:,03,12,27.499,-,00,07,50.21,,15,-1063,791,363,0.157,2010ApJ...713.1026D,670,47,2010ApJ...713.1026D,0.2
SDSS-II SN 15751,2006,10,13,2010ApJ...713.1026D,03,36,06.78,-,00,03,06.02,,6,-1051,784,58,0.321,2011ApJ...738..162S,1373,96,2011ApJ...738..162S,0.282
SDSS-II SN 15755,2006,10,17,2007SDSS6.C...0000:,23,53,36.778,+,00,13,34.86,,8,-1092,688,6,0.281,2011ApJ...738..162S,1198,94,2011ApJ...738..162S,0.10400000000000001
SDSS-II SN 15779,2006,10,21,2007SDSS6.C...0000:,23,02,34.8,-,00,27,45.18,,12,-770,342,322,0.189,2011ApJ...738..162S,804,56,2011ApJ...738..162S,0.16399999999999998
SDSS-II SN 15784,2006,10,17,2007SDSS6.C...0000:,23,46,41.693,-,00,36,55.19,,6,-1094,680,681,0.2771,2011ApJ...738..162S,1182,83,2011ApJ...738..162S,0.11900000000000001
SDSS-II SN 15806,2006,10,22,2007SDSS6.C...0000:,01,36,22.153,-,00,49,50.27,,8,-748,725,349,0.25,2011ApJ...738..162S,1066,86,2011ApJ...738..162S,0.083
SDSS-II SN 15814,2006,10,16,2010ApJ...713.1026D,01,58,54.045,-,00,22,21.55,,12,-741,736,736,0.359,2011ApJ...738..162S,1534,107,2011ApJ...738..162S,0.067
SDSS-II SN 15823,2006,10,29,2007SDSS6.C...0000:,20,57,00.635,+,00,11,56.73,,5,-1161,992,992,0.2152,2011ApJ...738..162S,917,64,2011ApJ...738..162S,0.22899999999999998
SDSS-II SN 15850,2006,10,20,2010ApJ...713.1026D,00,02,40.21,-,01,09,54.45,,8,-1095,353,346,0.2502,2011ApJ...738..162S,1066,86,2011ApJ...738..162S,0.09300000000000001
SDSS-II SN 15860,2006,10,16,2010ApJ...713.1026D,00,18,23.381,+,00,10,59.11,,12,-30,377,12,0.241,2011ApJ...738..162S,1027,72,2011ApJ...738..162S,0.07400000000000001
SDSS-II SN 15865,2006,10,27,2007SDSS6.C...0000:,03,48,16.08,+,00,29,55.64,,6,-1061,778,775,0.33,2011ApJ...738..162S,1411,108,2011ApJ...738..162S,0.588
SDSS-II SN 15866,2006,10,22,2007SDSS6.C...0000:,22,35,07.412,+,00,58,04.94,,2,-788,1816,1816,0.189,2011ApJ...738..162S,804,71,2011ApJ...738..162S,0.23800000000000002
SDSS-II SN 15892,2006,10,31,2007SDSS6.C...0000:,21,32,47.76,+,00,41,19.94,,530,-1144,1759,268,0.1839,2011ApJ...738..162S,783,55,2011ApJ...738..162S,0.161
SDSS-II SN 15935,2006,10,20,2007SDSS6.C...0000:,21,43,51.12,+,00,26,23.89,,6,-1146,689,689,0.193,2011ApJ...738..162S,822,58,2011ApJ...738..162S,0.191
SDSS-II SN 15946,2006,11,08,2007SDSS6.C...0000:,23,40,45.12,+,00,37,56.147,,10,-54,317,317,0.139,2011ApJ...738..162S,590,42,2011ApJ...738..162S,0.079
SDSS-II SN 16111,2006,10,22,2010ApJ...713.1026D,21,57,16.063,+,00,56,07.62,,22,-806,696,279,0.215,2011ApJ...738..162S,916,64,2011ApJ...738..162S,0.15
SDSS-II SN 16121,2006,10,27,2011ApJ...738..162S,03,16,54.936,-,00,21,21.528,,14,-1067,779,399,0.012,2011ApJ...738..162S,49,5,2011ApJ...738..162S,0.18899999999999997
SDSS-II SN 16136,2006,11,08,2007SDSS6.C...0000:,02,13,56.605,-,00,43,53.74,,8,-1119,715,716,0.3427,2011ApJ...738..162S,1464,103,2011ApJ...738..162S,0.09
SDSS-II SN 16148,2006,10,27,2010ApJ...713.1026D,03,14,38.697,+,00,35,17.77,,23,-1067,1128,359,0.249,2011ApJ...738..162S,1064,75,2011ApJ...738..162S,0.275
SDSS-II SN 16163,2006,11,09,1990MNRAS.243..692M,02,05,59.76,-,00,51,21.1,,12,-1120,712,709,0.1549,2011ApJ...738..162S,660,46,2011ApJ...738..162S,0.087
SDSS-II SN 16172,2006,11,01,2007SDSS6.C...0000:,03,50,49.339,-,00,13,08.98,,14,-1066,1479,776,0.2195,2011ApJ...738..162S,938,66,2011ApJ...738..162S,0.5870000000000001
SDSS-II SN 16199,2006,10,23,2010ApJ...713.1026D,22,11,46.639,+,01,08,06.12,,55,-806,1399,276,0.291,2011ApJ...738..162S,1241,87,2011ApJ...738..162S,0.114
SDSS-II SN 16220,2006,09,28,2010ApJ...713.1026D,00,39,42.185,+,00,40,48.65,,12,-698,714,345,0.154,2011ApJ...738..162S,655,46,2011ApJ...738..162S,0.047
SDSS-II SN 16237,2006,10,31,2007SDSS6.C...0000:,01,32,02.52,-,00,37,24.6,,10,-765,718,712,0.296,2010ApJ...713.1026D,1263,89,2010ApJ...713.1026D,0.10099999999999999
SDSS-II SN 16238,2006,10,31,2007SDSS6.C...0000:,01,51,39.633,-,00,26,08.84,,8,-757,720,720,0.339,2010ApJ...713.1026D,1448,101,2010ApJ...713.1026D,0.08
SDSS-II SN 16301,2006,10,29,2011ApJ...738..162S,21,50,06.96,+,01,01,59.916,,9,-813,662,662,0.194,2011ApJ...738..162S,826,58,2011ApJ...738..162S,0.2
SDSS-II SN 16302,2006,10,29,2007SDSS6.C...0000:,22,07,04.13,+,00,11,00.3,,20,-813,1064,683,0.187,2010ApJ...713.1026D,796,56,2010ApJ...713.1026D,0.252
SDSS-II SN 16405,2006,11,09,2007SDSS6.C...0000:,23,44,24.946,+,00,22,04.42,,10,-1117,657,658,0.2754,2011ApJ...738..162S,1174,93,2011ApJ...738..162S,0.067
SDSS-II SN 16410,2006,11,02,2010ApJ...713.1026D,21,18,51.6,+,00,38,52.3,,9,-810,683,684,0.309,2010ApJ...713.1026D,1319,92,2010ApJ...713.1026D,0.248
SDSS-II SN 16433,2006,10,29,2007SDSS6.C...0000:,02,27,59.016,-,01,10,09.264,,6,-357,715,715,0.322,2011ApJ...738..162S,1376,96,2011ApJ...738..162S,0.095
SDSS-II SN 16434,2006,10,29,2007SDSS6.C...0000:,02,51,08.454,-,01,10,13.55,,11,-1069,1819,355,0.403,2011ApJ...738..162S,1723,121,2011ApJ...738..162S,0.19699999999999998
SDSS-II SN 16451,2006,11,14,2007SDSS6.C...0000:,00,33,53.6976,+,00,09,03.78,,12,-1140,313,295,0.19105,2016SDSSD.C...0000:,813,57,2016SDSSD.C...0000:,0.05
SDSS-II SN 16460,2006,11,08,2007SDSS6.C...0000:,00,44,02.322,-,00,13,47.88,,8,-1130,327,320,0.286,2010ApJ...713.1026D,1220,86,2010ApJ...713.1026D,0.043
SDSS-II SN 16462,2006,11,14,2007SDSS6.C...0000:,01,08,09.739,-,00,23,11.12,,10,-1134,1456,327,0.2446,2011ApJ...738..162S,1043,73,2011ApJ...738..162S,0.099
SDSS-II SN 16467,2006,10,29,2007SDSS6.C...0000:,21,54,20.576,+,00,07,05.81,,12,-67,676,300,0.2214,2011ApJ...738..162S,943,66,2011ApJ...738..162S,0.217
SDSS-II SN 16468,2006,10,29,2007SDSS6.C...0000:,00,15,32.1312,+,00,06,57.431,,18,-43,731,686,0.22659,2016SDSSD.C...0000:,965,68,2016SDSSD.C...0000:,0.07400000000000001
SDSS-II SN 16472,2006,10,29,2007SDSS6.C...0000:,01,33,02.469,+,00,09,57.55,,8,-755,718,342,0.3097,2011ApJ...738..162S,1322,93,2011ApJ...738..162S,0.07400000000000001
SDSS-II SN 1650,2005,09,10,2007SDSS6.C...0000:,23,34,02.656,+,00,41,00.04,,38,-697,1123,14,0.277,2011ApJ...738..162S,1181,83,2011ApJ...738..162S,0.10400000000000001
SDSS-II SN 16582,2006,10,21,2011ApJ...738..162S,21,48,57.84,-,00,26,01.9932,,6,-1159,697,697,0.279,2011ApJ...738..162S,1190,83,2011ApJ...738..162S,0.332
SDSS-II SN 16975,2006,11,14,2007SDSS6.C...0000:,01,54,11.832,-,00,19,40.0296,,18,-771,1486,706,0.36106,2016SDSSD.C...0000:,1542,108,2016SDSSD.C...0000:,0.08800000000000001
SDSS-II SN 17169,2007,09,05,2007SDSS6.C...0000:,22,56,23.28,-,00,40,05.5668,,11,-1119,379,379,0.22056,2016SDSSD.C...0000:,939,66,2016SDSSD.C...0000:,0.193
SDSS-II SN 17191,2007,09,03,2007SDSS6.C...0000:,03,32,15.24,-,00,51,24.48,,10,-1376,443,127,0.383,2011ApJ...738..162S,1638,115,2011ApJ...738..162S,0.32799999999999996
SDSS-II SN 17205,2007,09,03,2007SDSS6.C...0000:,02,26,03.216,+,00,48,25.52,,60,-1379,416,416,0.19265,2000ApJS..129..475Y,822,58,2000ApJS..129..475Y,0.092
SDSS-II SN 17206,2007,09,03,2007SDSS6.C...0000:,03,03,56.474,+,00,43,41.74,,15,-1375,817,47,0.1564,2011ApJ...738..162S,667,47,2011ApJ...738..162S,0.237
SDSS-II SN 17219,2007,09,03,2007SDSS6.C...0000:,00,12,46.6632,-,00,06,08.8416,,18,-352,415,377,0.19427,2016SDSSD.C...0000:,827,58,2016SDSSD.C...0000:,0.081
SDSS-II SN 17337,2007,09,03,2011ApJ...738..162S,02,12,03.12,+,00,14,04.1172,,4,-1379,442,443,0.265,2011ApJ...738..162S,1131,79,2011ApJ...738..162S,0.084
SDSS-II SN 17372,2007,09,03,2007SDSS6.C...0000:,00,15,45.7224,-,00,04,17.544,,16,-352,421,377,0.14613,2016SDSSD.C...0000:,621,44,2016SDSSD.C...0000:,0.073
SDSS-II SN 17395,2007,09,03,2007SDSS6.C...0000:,23,37,37.493,-,00,57,02.29,,10,-1420,16,17,0.31,2011ApJ...738..162S,1322,93,2011ApJ...738..162S,0.094
SDSS-II SN 1740,2005,09,10,2007SDSS6.C...0000:,00,21,37.07,-,00,52,51.19,,20,-732,1115,370,0.167,2010ApJ...713.1026D,710,50,2010ApJ...713.1026D,0.07
SDSS-II SN 17421,2007,09,03,2007SDSS6.C...0000:,23,29,32.577,+,00,40,33.52,,26,-1469,783,357,0.265,2011ApJ...738..162S,1130,79,2011ApJ...738..162S,0.11
SDSS-II SN 17423,2007,09,05,2007SDSS6.C...0000:,23,02,34.146,-,00,50,18.31,,15,-1435,399,3,0.303,2011ApJ...738..162S,1292,91,2011ApJ...738..162S,0.157
SDSS-II SN 17433,2007,09,03,2007SDSS6.C...0000:,00,12,44.431,-,00,02,03.5412,,16,-352,415,377,0.27,2011ApJ...738..162S,1151,81,2011ApJ...738..162S,0.079
SDSS-II SN 17473,2007,09,14,2007SDSS6.C...0000:,00,49,01.896,+,00,32,53.2,,8,-1440,50,22,0.17037,2016SDSSD.C...0000:,725,51,2016SDSSD.C...0000:,0.064
SDSS-II SN 1750,2005,09,03,2016SDSSD.C...0000:,23,37,34.623,-,00,28,33.11,,12,-690,1089,385,0.26002,2016SDSSD.C...0000:,1108,78,2016SDSSD.C...0000:,0.09
SDSS-II SN 17508,2007,09,03,2007SDSS6.C...0000:,00,44,24.384,+,00,40,03.1908,,14,-1429,54,5,0.304,2011ApJ...738..162S,1297,91,2011ApJ...738..162S,0.054000000000000006
SDSS-II SN 17682,2007,09,05,2007SDSS6.C...0000:,22,56,25.92,+,00,30,06.732,,31,-1119,762,351,0.398,2011ApJ...738..162S,1699,119,2011ApJ...738..162S,0.156
SDSS-II SN 17737,2007,09,04,2007SDSS6.C...0000:,03,01,50.304,+,00,36,18.803,,8,-1376,470,444,0.343,2011ApJ...738..162S,1466,103,2011ApJ...738..162S,0.278
SDSS-II SN 17748,2007,09,14,2007SDSS6.C...0000:,00,39,13.673,-,00,16,39.05,,14,-5,57,10,0.179,2010ApJ...713.1026D,762,53,2010ApJ...713.1026D,0.053
SDSS-II SN 17773,2007,09,04,2010ApJ...713.1026D,02,13,08.214,-,00,18,22.53,,6,-1380,415,416,0.289,2011ApJ...738..162S,1234,86,2011ApJ...738..162S,0.087
SDSS-II SN 1783,2005,09,09,2011ApJ...738..162S,20,37,45.12,-,00,37,40.728,,16,-424,1759,328,0.266,2011ApJ...738..162S,1135,80,2011ApJ...738..162S,0.268
SDSS-II SN 17899,2007,09,05,2010ApJ...713.1026D,23,34,47.89,-,00,09,05.68,,217,-1422,422,0,0.313,2011ApJ...738..162S,1335,94,2011ApJ...738..162S,0.09699999999999999
SDSS-II SN 17906,2007,09,15,2010ApJ...713.1026D,03,44,56.52,+,00,24,08.7,,4,-1384,448,449,0.184,2010ApJ...713.1026D,786,55,2010ApJ...713.1026D,0.355
SDSS-II SN 17925,2007,09,05,2010ApJ...713.1026D,23,05,13.447,+,00,18,14.53,,7,-1412,400,401,0.286,2010ApJ...713.1026D,1220,85,2010ApJ...713.1026D,0.134
SDSS-II SN 17949,2007,09,14,2007SDSS6.C...0000:,01,56,49.235,-,00,14,07.91,,14,-1074,1182,403,0.305,2010ApJ...713.1026D,1302,91,2010ApJ...713.1026D,0.09
SDSS-II SN 17955,2007,09,05,2007SDSS6.C...0000:,23,02,57.36,-,00,20,59.8092,,10,-327,23,3,0.311,2011ApJ...738..162S,1327,93,2011ApJ...738..162S,0.159
SDSS-II SN 17957,2007,09,14,2007SDSS6.C...0000:,01,34,21.384,-,00,40,14.5596,,10,-1075,400,22,0.37104,2016SDSSD.C...0000:,1585,111,2016SDSSD.C...0000:,0.08800000000000001
SDSS-II SN 17958,2007,09,14,2007SDSS6.C...0000:,02,17,44.398,-,00,42,46.4,,4,-1390,406,407,0.276,2011ApJ...738..162S,1178,83,2011ApJ...738..162S,0.105
SDSS-II SN 17967,2007,09,14,2007SDSS6.C...0000:,23,02,07.102,-,00,39,34.87,a,21,-1444,390,6,0.37843,2016SDSSD.C...0000:,1615,113,2016SDSSD.C...0000:,0.175
SDSS-II SN 18034,2007,09,03,2007SDSS6.C...0000:,01,08,32.424,-,00,13,06.3372,,10,-1427,1163,34,0.185,2011ApJ...738..162S,788,55,2011ApJ...738..162S,0.095
SDSS-II SN 18041,2007,09,14,2010ApJ...713.1026D,00,43,34.886,-,00,41,55.06,,10,-5,37,10,0.451,2011ApJ...738..162S,1708,120,2010ApJ...713.1026D,0.053
SDSS-II SN 18047,2007,09,14,2007SDSS6.C...0000:,01,28,17.812,-,00,39,28.72,,11,-1083,771,377,0.359,2011ApJ...738..162S,1533,107,2011ApJ...738..162S,0.087
SDSS-II SN 18049,2007,09,19,2007SDSS6.C...0000:,00,25,14.55,-,00,22,03.1,,10,-1445,41,17,0.261,2010ApJ...713.1026D,1113,78,2010ApJ...713.1026D,0.063
SDSS-II SN 18067,2007,09,04,2007SDSS6.C...0000:,03,36,34.416,+,01,01,19.056,,4,-1377,456,456,0.26,2011ApJ...738..162S,1111,78,2011ApJ...738..162S,0.275
SDSS-II SN 18130,2007,09,14,2011ApJ...738..162S,03,33,45.888,+,00,35,43.271,,6,-1387,445,103,0.458,2011ApJ...738..162S,1959,137,2011ApJ...738..162S,0.303
SDSS-II SN 18221,2007,09,14,2007SDSS6.C...0000:,23,03,34.08,-,00,22,29.9712,,23,-1444,391,5,0.29394,2016SDSSD.C...0000:,1254,88,2016SDSSD.C...0000:,0.162
