Name,Disc.Y,Disc.M,Disc.D,r_Disc.D,RAh,RAm,RAs,DE-,DEd,DEm,DEs,f_DEs,Obs,tFirst,tLast,tNext,z,r_z,Dist,e_Dist,r_Dist,VExt
SDSS-II SN 4612,2005,09,21,2007SDSS6.C...0000:,00,54,01.73,-,00,50,09.8,,22,-717,1494,741,0.39494,2016SDSSD.C...0000:,1687,118,2016SDSSD.C...0000:,0.092
SDSS-II SN 4803,2005,09,24,2010ApJ...713.1026D,02,10,15.373,+,00,18,07.67,,6,-670,1151,1124,0.398,2010ApJ...713.1026D,1701,119,2010ApJ...713.1026D,0.07200000000000001
SDSS-II SN 4857,2005,09,13,2007SDSS6.C...0000:,01,31,30.984,-,00,09,18.396,,12,-352,1129,387,0.328,2011ApJ...738..162S,1400,98,2011ApJ...738..162S,0.10300000000000001
SDSS-II SN 4978,2005,10,01,2011ApJ...738..162S,23,22,38.517,-,00,25,44.82,,18,-767,1486,1059,0.279,2011ApJ...738..162S,1190,83,2011ApJ...738..162S,0.11699999999999999
SDSS-II SN 5178,2005,09,15,2007SDSS6.C...0000:,03,29,06.264,+,00,42,49.18,,7,-660,1534,834,0.455,2011ApJ...738..162S,1946,136,2011ApJ...738..162S,0.34700000000000003
SDSS-II SN 5199,2005,10,01,2010ApJ...713.1026D,23,15,10.196,-,00,59,41.59,,8,-768,1103,361,0.219,2011ApJ...738..162S,933,65,2011ApJ...738..162S,0.11599999999999999
SDSS-II SN 5209,2005,09,26,2007SDSS6.C...0000:,23,59,39.12,-,01,00,58.5,,18,-706,775,393,0.28436,2016SDSSD.C...0000:,1213,85,2016SDSSD.C...0000:,0.114
SDSS-II SN 5230,2005,10,01,2007SDSS6.C...0000:,22,19,10.32,+,00,50,19.5,,213,-761,2202,344,0.32205,2016SDSSD.C...0000:,1374,96,2016SDSSD.C...0000:,0.177
SDSS-II SN 5468,2005,09,13,2010ApJ...713.1026D,22,50,07.38,+,00,24,17.5,,12,-399,1121,365,0.277,2010ApJ...713.1026D,1181,83,2010ApJ...713.1026D,0.294
SDSS-II SN 5473,2005,10,01,2007SDSS6.C...0000:,23,38,56.808,+,00,23,00.55,,8,-718,719,359,0.28,2011ApJ...738..162S,1194,94,2011ApJ...738..162S,0.105
SDSS-II SN 5486,2005,10,05,2007SDSS6.C...0000:,22,12,59.517,-,00,24,43.2,,56,-424,1819,1051,0.2292,2011ApJ...738..162S,977,69,2011ApJ...738..162S,0.242
SDSS-II SN 5590,2005,09,13,2007SDSS6.C...0000:,23,46,41.52,-,00,52,22,,14,-695,1079,367,0.44774,2016SDSSD.C...0000:,1912,134,2016SDSSD.C...0000:,0.098
SDSS-II SN 5595,2005,10,11,2007SDSS6.C...0000:,20,52,04.56,-,00,06,08.892,,15,-785,1374,300,0.185,2011ApJ...738..162S,788,55,2011ApJ...738..162S,0.32899999999999996
SDSS-II SN 5691,2005,10,11,2007SDSS6.C...0000:,00,24,36.5664,-,00,10,05.1852,,10,-737,749,725,0.266,2011ApJ...738..162S,1134,80,2011ApJ...738..162S,0.067
SDSS-II SN 5702,2005,10,01,2010ApJ...713.1026D,00,50,20.002,-,00,55,08.62,,4,-727,749,749,0.242,2011ApJ...738..162S,1032,72,2011ApJ...738..162S,0.11800000000000001
SDSS-II SN 5731,2005,09,26,2010ApJ...713.1026D,00,45,21.26,-,00,32,39.9,,8,-722,735,728,0.373,2011ApJ...738..162S,1593,112,2011ApJ...738..162S,0.044000000000000004
SDSS-II SN 5735,2005,10,01,2010ApJ...713.1026D,20,46,38.135,+,00,39,02.29,,34,-775,1418,1025,0.191,2011ApJ...738..162S,814,57,2011ApJ...738..162S,0.318
SDSS-II SN 5890,2005,10,05,2007SDSS6.C...0000:,22,10,03.759,+,00,36,33.13,,57,-424,1782,354,0.1796,2011ApJ...738..162S,764,54,2011ApJ...738..162S,0.11699999999999999
SDSS-II SN 5897,2005,10,12,2007SDSS6.C...0000:,02,32,39.33,-,00,48,14.44,,16,-715,1134,24,0.333,2011ApJ...738..162S,1423,100,2011ApJ...738..162S,0.078
SDSS-II SN 5917,2005,10,12,2010ApJ...713.1026D,00,24,08.866,-,00,15,18.13,,10,-738,748,724,0.309,2011ApJ...738..162S,1318,92,2011ApJ...738..162S,0.07
SDSS-II SN 5963,2005,10,12,2007SDSS6.C...0000:,00,44,19.45,+,00,28,46.2,,12,-738,745,696,0.2356,2011ApJ...738..162S,1004,70,2011ApJ...738..162S,0.052000000000000005
SDSS-II SN 6225,2005,10,20,2007SDSS6.C...0000:,00,01,09,-,01,00,01.4,,8,-730,718,711,0.333,2010ApJ...713.1026D,1421,100,2010ApJ...713.1026D,0.105
SDSS-II SN 6275,2005,10,20,2007SDSS6.C...0000:,02,18,21.557,+,00,01,48.04,,6,-696,1100,1100,0.2731,2011ApJ...738..162S,1166,82,2011ApJ...738..162S,0.10800000000000001
SDSS-II SN 6479,2005,10,21,2007SDSS6.C...0000:,21,21,37.753,+,00,35,00.81,,17,-433,2113,643,0.234,2011ApJ...738..162S,998,70,2011ApJ...738..162S,0.195
SDSS-II SN 6491,2005,10,12,2012ApJ...755...61S,01,06,35.58,+,00,32,26.7,,22,-736,1812,725,0.1104,2012ApJ...755...61S,468,33,2012ApJ...755...61S,0.086
SDSS-II SN 6530,2005,10,12,2007SDSS6.C...0000:,00,57,18.984,+,00,01,16.88,,8,-736,747,725,0.1934,2011ApJ...738..162S,824,58,2011ApJ...738..162S,0.068
SDSS-II SN 6556,2005,10,21,2007SDSS6.C...0000:,00,28,03.79,-,01,04,27.1,,14,-747,751,715,0.2583,2016SDSSD.C...0000:,1101,77,2016SDSSD.C...0000:,0.054000000000000006
SDSS-II SN 6618,2005,10,20,2010ApJ...713.1026D,02,47,40.72,+,00,57,51.12,,8,-724,1109,729,0.289,2011ApJ...738..162S,1235,87,2011ApJ...738..162S,0.125
SDSS-II SN 6831,2005,10,20,2015NEDR....1M...1S,02,20,02.696,+,00,43,17.33,,4,-696,1100,1100,0.2117,2011ApJ...738..162S,903,76,2011ApJ...738..162S,0.1
SDSS-II SN 6851,2005,10,23,2007SDSS6.C...0000:,03,28,25.087,-,00,02,54.71,,8,-698,1149,794,0.3049,2011ApJ...738..162S,1304,91,2011ApJ...738..162S,0.35100000000000003
SDSS-II SN 6895,2005,10,23,2007SDSS6.C...0000:,22,00,46.29,+,00,55,41.68,,13,-442,1419,1064,0.2174,2011ApJ...738..162S,926,65,2011ApJ...738..162S,0.154
SDSS-II SN 6913,2005,10,23,2007SDSS6.C...0000:,23,00,59.966,+,01,02,12.11,,12,-437,1082,340,0.299,2011ApJ...738..162S,1275,89,2011ApJ...738..162S,0.16399999999999998
SDSS-II SN 7051,2005,10,12,2007SDSS6.C...0000:,23,54,10.08,+,00,01,30.1,,8,-722,1058,376,0.33,2011ApJ...738..162S,1408,108,2011ApJ...738..162S,0.08199999999999999
SDSS-II SN 7056,2005,10,21,2007SDSS6.C...0000:,00,09,23.062,+,00,08,11.893,,20,-731,1075,711,0.246,2011ApJ...738..162S,1048,74,2011ApJ...738..162S,0.109
SDSS-II SN 7099,2005,10,20,2008AJ....135.1766Z,22,51,33.17,+,01,10,02.5,,8,-434,1084,1085,0.2184,2011ApJ...738..162S,930,65,2011ApJ...738..162S,0.294
SDSS-II SN 7373,2005,10,28,2007SDSS6.C...0000:,23,31,13.177,+,00,35,17.9,,53,-745,1458,312,0.2799,2011ApJ...738..162S,1193,84,2011ApJ...738..162S,0.09699999999999999
SDSS-II SN 7374,2005,10,23,2011ApJ...738..162S,23,32,03.06,+,00,37,12.98,,250,-740,1460,316,0.345,2011ApJ...738..162S,1472,103,2011ApJ...738..162S,0.102
SDSS-II SN 7457,2005,11,02,2007SDSS6.C...0000:,23,23,36.756,-,00,22,19.85,,18,-799,1454,1027,0.254,2011ApJ...738..162S,1083,87,2011ApJ...738..162S,0.10300000000000001
SDSS-II SN 7479,2005,10,31,2007SDSS6.C...0000:,00,28,54.194,-,00,24,34.13,,10,-757,692,692,0.2272,2011ApJ...738..162S,968,68,2011ApJ...738..162S,0.053
SDSS-II SN 7600,2005,10,28,2007SDSS6.C...0000:,23,10,27.36,-,01,06,27.68,,14,-796,1077,350,0.188,2011ApJ...738..162S,800,56,2011ApJ...738..162S,0.09699999999999999
SDSS-II SN 7644,2005,11,23,2007SDSS6.C...0000:,23,35,44.41,+,00,52,06.02,,8,-771,666,306,0.3102,2011ApJ...738..162S,1323,93,2011ApJ...738..162S,0.102
SDSS-II SN 7717,2005,10,26,2007SDSS6.C...0000:,00,57,45.72,-,01,13,56.4,,10,-752,1070,1060,0.329,2010ApJ...713.1026D,1404,98,2010ApJ...713.1026D,0.14300000000000002
SDSS-II SN 7736,2005,10,23,2011ApJ...738..162S,21,51,00.72,+,00,07,04.9548,,13,-796,1060,1060,0.153,2011ApJ...738..162S,650,46,2011ApJ...738..162S,0.39899999999999997
SDSS-II SN 779,2005,09,15,2007SDSS6.C...0000:,01,46,41.7,-,01,01,14.1,,6,-346,1130,1131,0.2377,2011ApJ...738..162S,1014,71,2011ApJ...738..162S,0.091
SDSS-II SN 7802,2005,10,27,2010ApJ...713.1026D,23,02,18.269,+,00,43,45.03,,7,-441,1078,1078,0.203,2011ApJ...738..162S,864,61,2011ApJ...738..162S,0.126
SDSS-II SN 7824,2005,10,27,2007SDSS6.C...0000:,23,15,15.134,-,00,04,50.85,,8,-794,1429,1079,0.2871,2011ApJ...738..162S,1224,86,2011ApJ...738..162S,0.105
SDSS-II SN 7835,2005,10,20,2007SDSS6.C...0000:,00,05,49.9776,-,00,04,49.9908,,14,-730,748,712,0.1569,2016SDSSD.C...0000:,667,47,2016SDSSD.C...0000:,0.095
SDSS-II SN 7954,2005,11,03,2007SDSS6.C...0000:,22,10,42.481,+,00,20,51.99,,57,-453,1753,325,0.2553,2011ApJ...738..162S,1088,76,2011ApJ...738..162S,0.12300000000000001
SDSS-II SN 8092,2005,10,14,2010ApJ...713.1026D,03,20,36.286,+,00,05,38.26,,10,-689,1157,1157,0.275,2011ApJ...738..162S,1175,82,2011ApJ...738..162S,0.22699999999999998
SDSS-II SN 8216,2005,10,30,2007SDSS6.C...0000:,22,05,04.677,-,00,03,07.91,,18,-449,1428,287,0.118,2011ApJ...738..162S,500,35,2011ApJ...738..162S,0.16899999999999998
SDSS-II SN 8254,2005,11,03,2007SDSS6.C...0000:,23,24,39.36,+,00,49,11.9,,23,-800,1452,1026,0.189,2011ApJ...738..162S,804,56,2011ApJ...738..162S,0.10400000000000001
SDSS-II SN 8280,2005,10,27,2007SDSS6.C...0000:,00,34,17.558,+,00,47,44.02,,18,-757,703,368,0.1849,2011ApJ...738..162S,787,55,2011ApJ...738..162S,0.054000000000000006
SDSS-II SN 8290,2005,11,09,2007SDSS6.C...0000:,03,41,56.424,+,01,10,04.08,,4,-709,1122,1122,0.318,2011ApJ...738..162S,1360,95,2011ApJ...738..162S,0.35100000000000003
SDSS-II SN 8607,2005,10,31,2007SDSS6.C...0000:,21,34,20.872,+,00,09,07.05,,515,-802,2124,265,0.26,2011ApJ...738..162S,1109,89,2011ApJ...738..162S,0.13699999999999998
SDSS-II SN 8700,2005,10,26,2010ApJ...713.1026D,02,20,26.326,+,00,13,37.88,,2,-702,1094,1094,0.391,2011ApJ...738..162S,1671,117,2011ApJ...738..162S,0.09699999999999999
SDSS-II SN 893,2005,09,03,2016SDSSD.C...0000:,00,21,58.61,-,00,07,54,,71,-729,1507,377,0.11013,2016SDSSD.C...0000:,467,33,2016SDSSD.C...0000:,0.069
SDSS-II SN 9052,2005,10,30,2010ApJ...713.1026D,01,24,09.884,-,00,28,58.84,,10,-399,1061,705,0.177,2011ApJ...738..162S,754,53,2011ApJ...738..162S,0.085
SDSS-II SN 9109,2005,10,31,2007SDSS6.C...0000:,01,45,33.38,+,00,51,02.66,,10,-392,1084,706,0.259,2010ApJ...713.1026D,1105,77,2010ApJ...713.1026D,0.07
SDSS-II SN 9132,2005,10,31,2010ApJ...713.1026D,01,05,01.259,+,00,32,24.43,,18,-755,727,691,0.368,2010ApJ...713.1026D,1571,110,2010ApJ...713.1026D,0.066
SDSS-II SN 9133,2005,11,02,2007SDSS6.C...0000:,01,06,34.191,+,00,27,39.12,,8,-757,725,704,0.2672,2011ApJ...738..162S,1140,80,2011ApJ...738..162S,0.077
SDSS-II SN 9239,2005,10,27,2011ApJ...738..162S,00,24,56.071,-,01,03,07.2,,12,-753,732,709,0.445,2011ApJ...738..162S,1901,133,2011ApJ...738..162S,0.061
SDSS-II SN 9326,2005,10,30,2007SDSS6.C...0000:,22,57,15.911,+,00,37,42.36,,31,-444,1437,1026,0.35,2011ApJ...738..162S,1494,113,2011ApJ...738..162S,0.135
SDSS-II SN 9594,2005,11,07,2007SDSS6.C...0000:,01,10,51.432,+,00,07,18.12,,15,-762,1828,700,0.298,2011ApJ...738..162S,1272,99,2011ApJ...738..162S,0.069
SDSS-II SN 9817,2005,11,11,2011ApJ...738..162S,00,20,09.122,+,00,35,53.65,,16,-781,706,308,0.2248,2018PASP..130f4002S,957,67,2016SDSSD.C...0000:,0.068
SDSS-II SN 986,2005,09,03,2007SDSS6.C...0000:,23,31,14.88,+,01,08,30.408,,10,-739,1106,390,0.28063,2016SDSSD.C...0000:,1197,84,2016SDSSD.C...0000:,0.10300000000000001
SDSS-II SN 9895,2005,11,02,2007SDSS6.C...0000:,02,21,03.83,+,00,30,15.71,,4,-709,1087,1087,0.328,2010ApJ...713.1026D,1297,91,2016SDSSD.C...0000:,0.096
SDSS-II SN 9954,2005,11,05,2008AJ....135.1766Z,00,26,20.19,-,00,25,31.6,,8,-762,724,724,0.22846,2016SDSSD.C...0000:,973,68,2016SDSSD.C...0000:,0.055999999999999994
SN2003im,2003,09,30,2007SDSS6.C...0000:,00,44,59.28,-,08,53,11.5,,4,-9,21,21,0.01936,1999A&AS..140..327M,78,7,1999A&AS..140..327M,0.08900000000000001
SN2003jr,2003,10,24,2003IAUC.8237B...1C,01,11,06.23,+,00,13,44.2,,11,-17,2572,1445,0.34,2006AJ....131.1648B,1452,102,2006AJ....131.1648B,0.069
SN2003ju,2003,10,24,2003IAUC.8237B...1C,23,27,01.71,-,09,24,04.5,,20,-60,2528,316,0.203,2009AJ....137.3731F ,851,74,2006AJ....131.1648B,0.095
SN2003kk,2003,11,15,1990MNRAS.243..692M,23,25,36.06,-,09,31,44.7,,12,-82,2506,1066,0.164,2006AJ....131.1648B,697,49,2006AJ....131.1648B,0.094
SN2003kl,2003,11,17,2003IAUC.8251A...1C,01,09,48.8,+,01,00,05.6,,12,-41,2507,314,0.335,2006AJ....131.1648B,1430,100,2006AJ....131.1648B,0.096
SN2003lc,2003,12,26,20032MASX.C.......:,01,23,25.82,+,30,47,14.9,,10,-118,1758,1051,0.035,1991RC3.9.C...0000d,146,11,1991RC3.9.C...0000d,0.146
SN2003lf,2003,12,13,2004IAUC.8261A...1H,01,08,49.81,-,00,44,13.5,,10,-67,2523,1394,0.41,2006AJ....131.1648B,1751,130,2006AJ....131.1648B,0.10800000000000001
SN2003lj,2003,12,15,2004IAUC.8261A...1H,01,12,10.03,+,00,19,51.3,,11,-69,2839,1393,0.417,2006AJ....131.1648B,1781,125,2006AJ....131.1648B,0.08900000000000001
SN2004at,2004,03,12,2007SDSS6.C...0000:,10,58,45.18,+,59,29,12,,42,-46,1433,311,0.02313,1985BICDS..29...87K,101,8,1985BICDS..29...87K,0.033
SN2004bj,2004,04,22,2007SDSS6.C...0000:,13,16,18.03,+,07,02,52.7,,5,-7,1463,740,0.05015,1998ApJS..119..277G,219,16,1998ApJS..119..277G,0.086
SN2004bk,2004,04,22,2007SDSS6.C...0000:,13,37,28.72,+,04,06,11.3,,3,-6,2547,2547,0.02312,2004SDSS2.C...0000:,103,8,2004SDSS2.C...0000:,0.07
SN2004cn,2004,04,17,2005SDSS4.C...0000:,12,27,28.109,+,42,20,28.6,,4,-21,1048,1049,0.02382,2005SDSS4.C...0000:,105,9,2005SDSS4.C...0000:,0.08800000000000001
SN2004co,2004,04,17,1987AJ.....94..501K,13,28,33.99,+,41,51,08.3,,5,-14,2525,51,0.02756,2005SDSS4.C...0000:,121,10,2005SDSS4.C...0000:,0.031
SN2004ey,2004,10,14,2007SDSS6.C...0000:,21,49,07.81,+,00,26,39.2,,6,-410,1432,1433,0.01579,2006HIPAS.C...0000:,63,0,2016AJ....152...50T,0.37799999999999995
SN2004fd,2004,10,21,20032MASX.C.......:,02,43,15.25,+,32,25,25.6,,3,-363,1056,1057,0.01731,1991RC3.9.C...0000d,71,7,1991RC3.9.C...0000d,0.532
SN2004fh,2004,10,09,2007SDSS6.C...0000:,23,28,27.2,-,08,36,55.2,,16,-35,2177,353,0.22,2016ApJS..224....3N,851,60,2004IAUC.8427A...1F,0.075
SN2004fi,2004,10,09,1990MNRAS.243..692M,23,29,45.27,-,08,54,36.1,,18,-35,2177,353,0.265,2007ApJ...666..674M,1130,79,2007ApJ...666..674M,0.079
SN2004fj,2004,10,11,2004IAUC.8427A...1F,01,09,51.07,+,00,27,21,,10,-370,2178,1092,0.187,2007ApJ...666..674M,796,56,2007ApJ...666..674M,0.069
SN2004fk,2004,10,11,2004IAUC.8427A...1F,01,13,35.84,-,00,09,27.6,,14,-370,2538,1087,0.296,2007ApJ...666..674M,1263,89,2007ApJ...666..674M,0.077
SN2004fm,2004,10,11,2004IAUC.8427A...1F,23,26,58.14,-,09,37,19.4,,13,-413,2175,735,0.384,2009AJ....137.3731F,1708,120,2004IAUC.8427A...1F,0.085
SN2004fu,2004,11,04,20032MASX.C.......:,20,35,11.54,+,64,48,25.7,,6,-128,1029,982,0.00921,1998A&AS..130..333T,39,0,2016AJ....152...50T,1.065
SN2004gs,2004,12,12,2007SDSS6.C...0000:,08,38,23.851,+,17,37,52.85,,8,-279,1171,41,0.02743,2007SDSS6.C...0000:,122,0,2016AJ....152...50T,0.085
SN2004hd,2004,11,14,2005IAUC.8464B...1B,02,08,48.21,-,04,26,10.4,,31,-358,2193,1794,0.478,2009AJ....137.3731F,2095,147,2007ApJ...666..674M,0.055999999999999994
SN2004hh,2004,11,20,1990MNRAS.243..692M,02,06,25.01,-,04,38,04,,39,-364,2187,1788,0.211,2009AJ....137.3731F,853,60,2005IAUC.8464B...1B,0.068
SN2004hk,2004,12,05,2005IAUC.8464B...1B,23,27,04.38,-,08,38,45.1,,19,-92,2120,296,0.271,2016ApJS..224....3N,1280,90,2005IAUC.8464B...1B,0.07200000000000001
SN2004hr,2004,12,11,2005IAUC.8464B...1B,01,08,48.33,+,00,00,49.5,,14,-431,2159,1030,0.409,2007ApJ...666..674M,1747,122,2007ApJ...666..674M,0.08900000000000001
SN2004ia,2004,10,08,2007SDSS6.C...0000:,02,18,02.3,-,00,33,32.4,,4,-319,1477,1478,0.1437,2004SDSS2.C...0000:,612,43,2004SDSS2.C...0000:,0.098
SN2004id,2004,10,16,2007SDSS6.C...0000:,00,06,29.64,-,00,28,22.3,,12,-361,1443,1081,0.144,2005IAUC.8481A...1A,612,43,2005IAUC.8481A...1A,0.09699999999999999
SN2004ie,2004,10,16,2007SDSS6.C...0000:,22,01,46.58,+,01,14,12,,17,-69,1791,667,0.052,2005IAUC.8481A...1A,218,16,2005IAUC.8481A...1A,0.141
SN2004if,2004,10,16,2007SDSS6.C...0000:,22,39,08.54,-,00,51,54.6,,13,-66,1432,1433,0.322,2005IAUC.8481A...1A,1374,96,2005IAUC.8481A...1A,0.133
SN2004ig,2004,10,24,2007SDSS6.C...0000:,00,05,51.79,-,00,59,45.1,,6,-412,1109,1110,0.18301,2016SDSSD.C...0000:,779,55,2016SDSSD.C...0000:,0.09300000000000001
SN2004ij,2004,11,05,2007SDSS6.C...0000:,01,21,11.54,-,00,55,09.2,,13,-40,2548,1420,0.218,2005IAUC.8481A...1A,929,65,2005IAUC.8481A...1A,0.10400000000000001
SN2004ik,2004,11,05,2007SDSS6.C...0000:,01,44,55.51,-,00,05,58.1,,10,-32,1454,1066,0.169,2005IAUC.8481A...1A,720,51,2005IAUC.8481A...1A,0.085
SN2004il,2004,11,05,2007SDSS6.C...0000:,03,07,02.69,-,00,00,40.1,,19,-343,1853,1080,0.10723,2003SDSS1.C...0000:,456,32,2003SDSS1.C...0000:,0.195
SN2005A,2005,01,05,20032MASX.C.......:,02,30,43.25,-,02,56,19.8,,4,-46,304,304,0.01914,1991RC3.9.C...0000d,71,0,2016AJ....152...50T,0.083
SN2005ac,2005,02,04,2007SDSS6.C...0000:,13,39,55.953,+,00,52,17.17,,5,-294,2260,792,0.06999,2003SDSS1.C...0000:,304,22,2003SDSS1.C...0000:,0.076
SN2005ca,2005,05,12,2007SDSS6.C...0000:,13,32,38.55,+,11,48,33.7,,2,-6,713,714,0.15029,2006SDSS5.C...0000:,648,46,2006SDSS5.C...0000:,0.07200000000000001
SN2005cc,2005,05,19,2007SDSS6.C...0000:,13,57,04.85,+,41,50,41.8,,3,-347,2119,2119,0.00757,2001A&A...378..370V,35,5,2001A&A...378..370V,0.018000000000000002
SN2005co,2005,06,20,1987AJ.....94..501K,23,30,53.58,-,02,56,18.4,,12,-250,1172,468,0.01722,1993AJ....105.1637H,69,6,1993AJ....105.1637H,0.15
SN2005cr,2005,06,24,2007SDSS6.C...0000:,12,22,17.21,+,12,23,49.3,,6,-450,688,688,0.02141,2005SDSS4.C...0000:,96,8,2005SDSS4.C...0000:,0.099
SN2005dh,2005,08,10,2007SDSS6.C...0000:,15,54,03.32,+,23,08,09.9,,5,-53,651,338,0.0146,2007SDSS6.C...0000:,64,6,2007SDSS6.C...0000:,0.16699999999999998
SN2005ed,2005,09,09,2016SDSSD.C...0000:,00,02,49.36,+,00,45,04.8,,16,-689,789,752,0.08645,2016SDSSD.C...0000:,365,26,2016SDSSD.C...0000:,0.071
SN2005ef,2005,09,09,2007SDSS6.C...0000:,00,58,22.87,+,00,40,44.6,,12,-703,780,746,0.1072,2008AJ....135..348S,466,33,2005CBET..229A...1B,0.08
SN2005eg,2005,09,09,2007SDSS6.C...0000:,01,02,08.49,-,00,52,44.5,,10,-703,779,758,0.1912,2008AJ....135..348S,809,57,2005CBET..229A...1B,0.09
SN2005eh,2005,09,09,2005CBET..229A...1B,21,49,44.4,+,00,39,27.248,,6,-740,1102,1103,0.12488,2008ApJ...673..999P,552,39,2005CBET..229A...1B,0.23399999999999999
SN2005ej,2005,09,23,20032MASX.C.......:,18,53,38.48,+,66,13,59.3,,7,-406,657,657,0.03787,1999PASP..111..438F,161,12,1999PASP..111..438F,0.157
SN2005eq,2005,09,30,2007SDSS6.C...0000:,03,08,49.31,-,07,01,59.7,,8,-674,825,745,0.02898,2003SDSS1.C...0000:,118,0,2016AJ....152...50T,0.204
SN2005eu,2005,10,04,2005IAUC.8611A...1L,02,27,43.3,+,28,10,37.8,,21,-676,2238,38,0.0349,2005CBET..244A...1:,143,0,2016AJ....152...50T,0.361
SN2005ev,2005,10,06,20032MASX.C.......:,02,31,04.93,+,27,42,06.5,,4,-678,1110,1110,0.01529,2008AJ....135..588S,62,6,2008AJ....135..588S,0.33899999999999997
SN2005ex,2005,09,03,2007SDSS6.C...0000:,01,41,51.28,-,00,52,36.3,,12,-688,1139,752,0.0936,2008AJ....135..348S,381,27,2005CBET..247A...1B,0.07400000000000001
SN2005fb,2005,09,10,2007SDSS6.C...0000:,03,01,17.544,-,00,38,38.63,,10,-652,1195,1168,0.183,2011ApJ...740...92G,781,55,2011ApJ...740...92G,0.335
SN2005fe,2005,09,10,2007SDSS6.C...0000:,22,19,27.32,+,00,29,39.9,,245,-740,1823,365,0.2174,2008AJ....135..348S,894,63,2005CBET..247A...1B,0.18100000000000002
SN2005ff,2005,09,10,2007SDSS6.C...0000:,22,30,41.04,-,00,46,34.47,,2,-381,2223,2224,0.0902,2012ApJ...755...61S,295,21,2005CBET..247A...1B,0.168
SN2005fh,2005,09,10,2007SDSS6.C...0000:,23,17,29.736,+,00,25,47.3,,12,-746,1125,388,0.11915,2011ApJ...740...92G,505,36,2011ApJ...740...92G,0.124
SN2005fi,2005,09,11,2007SDSS6.C...0000:,00,07,58.69,+,00,38,17.4,,20,-691,1119,369,0.265,2011ApJ...740...92G,1130,82,2011ApJ...740...92G,0.12
SN2005fn,2005,09,13,2007SDSS6.C...0000:,20,48,53.05,+,00,11,28,,10,-757,1085,328,0.0958,2008AJ....135..348S,424,30,2005CBET..247A...1B,0.242
SN2005fr,2005,09,14,2007SDSS6.C...0000:,01,08,22.02,-,00,05,46.7,,10,-708,1882,753,0.288,2011ApJ...740...92G,1229,89,2011ApJ...740...92G,0.098
SN2005ft,2005,09,14,2007SDSS6.C...0000:,02,42,04.98,-,00,32,27,,2,-687,2260,2261,0.1805,2011ApJ...740...92G,770,54,2011ApJ...740...92G,0.083
SN2005fv,2005,09,15,2001SDSSe.1...0000:,03,05,22.42,+,00,51,30.1,,14,-657,1185,765,0.11841,2003SDSS1.C...0000:,504,36,2003SDSS1.C...0000:,0.21
SN2005fx,2005,09,15,2007SDSS6.C...0000:,22,56,48.34,+,00,24,03.9,,26,-399,1482,1071,0.2903,2011ApJ...740...92G,1238,87,2011ApJ...740...92G,0.149
SN2005fy,2005,09,16,2007SDSS6.C...0000:,03,20,21.7,-,00,53,08.1,,10,-661,1185,765,0.1952,2008AJ....135..348S,854,60,2005CBET..247A...1B,0.171
SN2005fz,2005,09,21,2007SDSS6.C...0000:,21,03,41.22,+,00,34,10.3,,23,-758,1402,320,0.1242,2012ApJ...755...61S,509,36,2005CBET..247A...1B,0.21100000000000002
SN2005G,2005,01,14,2007SDSS6.C...0000:,13,44,32.79,+,04,46,44.3,,5,-273,2281,843,0.02314,1999PASP..111..438F,103,8,1999PASP..111..438F,0.068
SN2005gc,2005,09,22,2007SDSS6.C...0000:,01,21,37.584,-,00,58,38.01,,12,-361,1133,743,0.1654,2008AJ....135..348S,724,51,2005CBET..247A...1B,0.122
SN2005ge,2005,09,22,2007SDSS6.C...0000:,02,18,14.73,+,00,47,47.6,,12,-668,1153,1128,0.21234,2012ApJ...755...61S,810,57,2005CBET..247A...1B,0.102
SN2005gf,2005,09,22,2007SDSS6.C...0000:,22,16,16.61,+,00,42,29.5,,217,-752,2157,353,0.24984,2018PASP..130f4002S,1066,75,2011ApJ...740...92G,0.154
SN2005gg,2005,09,22,2007SDSS6.C...0000:,22,18,41.16,+,00,38,21.1,,220,-752,2211,353,0.2304,2011ApJ...740...92G,982,69,2011ApJ...740...92G,0.162
SN2005gh,2005,09,23,2007SDSS6.C...0000:,20,50,36.35,-,00,21,14.8,,7,-760,1392,1392,0.25888,2004SDSS2.C...0000:,1104,77,2004SDSS2.C...0000:,0.3720000000000001
SN2005gj,2005,10,01,2007SDSS6.C...0000:,03,01,11.96,-,00,33,13.9,,10,-673,1174,1147,0.0618,2008AJ....135..348S,254,18,2005CBET..247A...1B,0.33299999999999996
SN2005go,2005,09,14,2008AJ....135.1766Z,01,10,49.18,+,01,00,28.4,,7,-708,1839,740,0.2654,2011ApJ...740...92G,1132,79,2011ApJ...740...92G,0.094
SN2005gq,2005,09,22,2007SDSS6.C...0000:,03,33,48.97,+,00,42,33.7,,6,-665,1167,825,0.3898,2011ApJ...740...92G,1667,117,2011ApJ...740...92G,0.332
SN2005gr,2005,09,22,2007SDSS6.C...0000:,03,36,37.49,+,01,04,45,,4,-665,1168,1168,0.2451,2011ApJ...740...92G,1048,73,2011ApJ...740...92G,0.281
SN2005gs,2005,09,22,2005CBET..254A...1B,22,13,10.25,+,01,03,02.1,,56,-410,2150,1063,0.2511,2011ApJ...740...92G,1070,75,2011ApJ...740...92G,0.096
