file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
ESSENCEr185-NUV.fits.gz,ESSENCEr185,NUV,17.95102083333333,-0.4970722222222222,8,2003-10-06,2010-09-28,2006-10-31,1,7,-1120.0,1429.0,337.0
ESSENCEr317-FUV.fits.gz,ESSENCEr317,FUV,18.35274166666667,0.8577102777777778,9,2004-09-26,2008-10-28,2006-11-14,2,7,-779.0,714.0,312.0
ESSENCEr317-NUV.fits.gz,ESSENCEr317,NUV,18.35274166666667,0.8577102777777778,19,2004-09-26,2011-09-23,2006-11-14,2,17,-779.0,1774.0,312.0
ESSENCEs354-FUV.fits.gz,ESSENCEs354,FUV,31.543675,-5.089722222222222,2,2004-10-07,2004-10-18,2006-11-26,2,0,-779.0,-769.0,
ESSENCEs354-NUV.fits.gz,ESSENCEs354,NUV,31.543675,-5.089722222222222,65,2004-10-07,2010-11-16,2006-11-26,2,63,-779.0,1451.0,1052.0
ESSENCEs372-FUV.fits.gz,ESSENCEs372,FUV,32.10107083333333,-3.459065555555556,3,2003-11-21,2007-11-01,2006-12-13,2,1,-1117.0,324.0,324.0
ESSENCEs372-NUV.fits.gz,ESSENCEs372,NUV,32.10107083333333,-3.459065555555556,10,2003-11-21,2010-12-07,2006-12-13,2,8,-1117.0,1456.0,324.0
ESSENCEs380-FUV.fits.gz,ESSENCEs380,FUV,32.2502,-5.128274166666666,1,2007-10-28,2007-10-28,2006-12-17,0,1,316.0,316.0,316.0
ESSENCEs380-NUV.fits.gz,ESSENCEs380,NUV,32.2502,-5.128274166666666,58,2007-10-28,2010-11-16,2006-12-17,0,58,316.0,1431.0,316.0
ESSENCEx039-FUV.fits.gz,ESSENCEx039,FUV,37.3252625,-7.650398055555556,2,2006-11-19,2008-10-11,2007-09-17,1,1,-301.0,391.0,391.0
ESSENCEx039-NUV.fits.gz,ESSENCEx039,NUV,37.3252625,-7.650398055555556,13,2006-11-19,2010-12-11,2007-09-17,1,12,-301.0,1181.0,391.0
ESSENCEx093-FUV.fits.gz,ESSENCEx093,FUV,37.429725,-9.115258611111111,7,2004-10-21,2008-10-11,2007-10-08,4,3,-1081.0,369.0,11.0
ESSENCEx093-NUV.fits.gz,ESSENCEx093,NUV,37.429725,-9.115258611111111,14,2004-10-21,2010-12-01,2007-10-08,4,10,-1081.0,1151.0,11.0
Frida-FUV.fits.gz,Frida,FUV,35.425275,-3.364755555555555,25,2004-11-14,2008-11-21,2005-08-07,2,23,-265.0,1202.0,68.0
Frida-NUV.fits.gz,Frida,NUV,35.425275,-3.364755555555555,51,2004-11-14,2010-11-12,2005-08-07,2,49,-265.0,1923.0,68.0
Gabi-FUV.fits.gz,Gabi,FUV,189.057625,62.2021,82,2004-01-25,2008-05-20,2005-04-14,44,38,-444.0,1132.0,315.0
Gabi-NUV.fits.gz,Gabi,NUV,189.057625,62.2021,131,2004-01-25,2011-03-09,2005-04-14,77,54,-444.0,2156.0,3.0
Hadrian-FUV.fits.gz,Hadrian,FUV,109.3338125,37.83181666666667,2,2007-01-11,2007-02-14,2011-10-30,2,0,-1752.0,-1719.0,
Hadrian-NUV.fits.gz,Hadrian,NUV,109.3338125,37.83181666666667,2,2007-01-11,2007-02-14,2011-10-30,2,0,-1752.0,-1719.0,
Hawk-FUV.fits.gz,Hawk,FUV,188.9215,62.19366388888889,81,2004-03-14,2008-05-20,2004-11-05,43,38,-236.0,1292.0,475.0
Hawk-NUV.fits.gz,Hawk,NUV,188.9215,62.19366388888889,130,2004-01-28,2011-03-09,2004-11-05,76,54,-282.0,2316.0,163.0
HFF13cha-FUV.fits.gz,HFF13cha,FUV,109.3865875,37.74477222222222,2,2007-01-11,2007-02-14,2013-12-24,2,0,-2538.0,-2505.0,
HFF13cha-NUV.fits.gz,HFF13cha,NUV,109.3865875,37.74477222222222,2,2007-01-11,2007-02-14,2013-12-24,2,0,-2538.0,-2505.0,
HST04Gre-FUV.fits.gz,HST04Gre,FUV,53.08954166666667,-27.78286111111111,104,2003-11-09,2008-12-20,2004-09-16,39,65,-311.0,1556.0,401.0
HST04Gre-NUV.fits.gz,HST04Gre,NUV,53.08954166666667,-27.78286111111111,221,2003-11-09,2010-12-08,2004-09-16,39,182,-311.0,2274.0,401.0
HST04Man-FUV.fits.gz,HST04Man,FUV,189.1452208333333,62.26357222222222,81,2004-03-14,2008-05-20,2004-05-20,43,38,-67.0,1461.0,644.0
HST04Man-NUV.fits.gz,HST04Man,NUV,189.1452208333333,62.26357222222222,130,2004-01-28,2011-03-09,2004-05-20,76,54,-113.0,2485.0,332.0
HST04Sas-FUV.fits.gz,HST04Sas,FUV,189.2255208333333,62.13950277777778,82,2004-01-25,2008-05-20,2004-05-23,44,38,-118.0,1458.0,641.0
HST04Sas-NUV.fits.gz,HST04Sas,NUV,189.2255208333333,62.13950277777778,131,2004-01-25,2011-03-09,2004-05-23,77,54,-118.0,2482.0,329.0
HST05Dic-FUV.fits.gz,HST05Dic,FUV,188.9567083333333,62.16998888888889,81,2004-03-14,2008-05-20,2005-04-12,43,38,-394.0,1134.0,317.0
HST05Dic-NUV.fits.gz,HST05Dic,NUV,188.9567083333333,62.16998888888889,130,2004-01-28,2011-03-09,2005-04-12,76,54,-440.0,2158.0,5.0
HST05Fer-FUV.fits.gz,HST05Fer,FUV,189.1045833333333,62.25662222222222,81,2004-03-14,2008-05-20,2005-04-12,43,38,-394.0,1134.0,317.0
HST05Fer-NUV.fits.gz,HST05Fer,NUV,189.1045833333333,62.25662222222222,130,2004-01-28,2011-03-09,2005-04-12,76,54,-440.0,2158.0,5.0
HST05Koe-FUV.fits.gz,HST05Koe,FUV,189.0955,62.30644444444444,81,2004-03-14,2008-05-20,2005-04-12,43,38,-394.0,1134.0,317.0
HST05Koe-NUV.fits.gz,HST05Koe,NUV,189.0955,62.30644444444444,130,2004-01-28,2011-03-09,2005-04-12,76,54,-440.0,2158.0,5.0
HST05Lan-FUV.fits.gz,HST05Lan,FUV,189.2363333333333,62.21481388888889,82,2004-01-25,2008-05-20,2005-02-25,44,38,-396.0,1180.0,363.0
HST05Lan-NUV.fits.gz,HST05Lan,NUV,189.2363333333333,62.21481388888889,131,2004-01-25,2011-03-09,2005-02-25,77,54,-396.0,2204.0,51.0
iPTF13acq-FUV.fits.gz,iPTF13acq,FUV,150.1925,2.55125,137,2004-02-10,2008-03-25,2013-03-31,137,0,-3337.0,-1832.0,
iPTF13acq-NUV.fits.gz,iPTF13acq,NUV,150.1925,2.55125,177,2004-02-10,2011-02-16,2013-03-31,177,0,-3337.0,-774.0,
iPTF13adg-FUV.fits.gz,iPTF13adg,FUV,188.6664583333333,16.71108333333333,1,2007-04-16,2007-04-16,2013-03-31,1,0,-2175.0,-2175.0,
iPTF13adg-NUV.fits.gz,iPTF13adg,NUV,188.6664583333333,16.71108333333333,3,2007-04-16,2010-04-13,2013-03-31,3,0,-2175.0,-1083.0,
iPTF13adm-FUV.fits.gz,iPTF13adm,FUV,211.9230833333333,60.05524999999999,2,2005-03-05,2007-04-10,2013-04-03,2,0,-2950.0,-2185.0,
iPTF13adm-NUV.fits.gz,iPTF13adm,NUV,211.9230833333333,60.05524999999999,3,2005-03-05,2007-04-10,2013-04-03,3,0,-2950.0,-2185.0,
iPTF13ads-FUV.fits.gz,iPTF13ads,FUV,195.3587083333333,41.7315,2,2004-06-08,2004-06-13,2013-04-03,2,0,-3221.0,-3216.0,
iPTF13ads-NUV.fits.gz,iPTF13ads,NUV,195.3587083333333,41.7315,2,2004-06-08,2004-06-13,2013-04-03,2,0,-3221.0,-3216.0,
iPTF13adv-FUV.fits.gz,iPTF13adv,FUV,227.2193333333333,1.145305555555556,1,2009-05-25,2009-05-25,2013-04-03,1,0,-1408.0,-1408.0,
iPTF13adv-NUV.fits.gz,iPTF13adv,NUV,227.2193333333333,1.145305555555556,1,2009-05-25,2009-05-25,2013-04-03,1,0,-1408.0,-1408.0,
iPTF13adw-FUV.fits.gz,iPTF13adw,FUV,215.2546666666667,50.25008333333334,1,2004-04-27,2004-04-27,2013-04-03,1,0,-3263.0,-3263.0,
iPTF13adw-NUV.fits.gz,iPTF13adw,NUV,215.2546666666667,50.25008333333334,1,2004-04-27,2004-04-27,2013-04-03,1,0,-3263.0,-3263.0,
iPTF13aeo-NUV.fits.gz,iPTF13aeo,NUV,147.692375,3.020083333333333,2,2012-01-24,2012-01-24,2013-04-04,2,0,-436.0,-435.0,
iPTF13agl-FUV.fits.gz,iPTF13agl,FUV,220.7149166666667,8.758055555555556,1,2003-06-23,2003-06-23,2013-04-04,1,0,-3573.0,-3573.0,
iPTF13agl-NUV.fits.gz,iPTF13agl,NUV,220.7149166666667,8.758055555555556,3,2003-06-23,2009-06-12,2013-04-04,3,0,-3573.0,-1391.0,
iPTF13aia-FUV.fits.gz,iPTF13aia,FUV,187.9718333333333,9.205333333333332,7,2004-04-09,2009-05-08,2013-04-05,7,0,-3282.0,-1427.0,
iPTF13aia-NUV.fits.gz,iPTF13aia,NUV,187.9718333333333,9.205333333333332,10,2004-04-09,2010-04-12,2013-04-05,10,0,-3282.0,-1089.0,
iPTF13aie-FUV.fits.gz,iPTF13aie,FUV,183.3655833333333,2.202416666666667,1,2009-04-24,2009-04-24,2013-04-05,1,0,-1441.0,-1441.0,
iPTF13aie-NUV.fits.gz,iPTF13aie,NUV,183.3655833333333,2.202416666666667,3,2004-03-03,2009-04-24,2013-04-05,3,0,-3320.0,-1441.0,
iPTF13aif-FUV.fits.gz,iPTF13aif,FUV,182.3092083333333,14.02191666666667,1,2007-03-26,2007-03-26,2013-04-05,1,0,-2202.0,-2202.0,
iPTF13aif-NUV.fits.gz,iPTF13aif,NUV,182.3092083333333,14.02191666666667,2,2007-03-26,2010-03-22,2013-04-05,2,0,-2202.0,-1109.0,
iPTF13aij-FUV.fits.gz,iPTF13aij,FUV,182.19275,39.89044444444444,1,2007-02-18,2007-02-18,2013-04-05,1,0,-2238.0,-2238.0,
iPTF13aij-NUV.fits.gz,iPTF13aij,NUV,182.19275,39.89044444444444,1,2007-02-18,2007-02-18,2013-04-05,1,0,-2238.0,-2238.0,
iPTF13ajv-FUV.fits.gz,iPTF13ajv,FUV,202.779625,19.47716666666667,1,2007-05-03,2007-05-03,2013-04-08,1,0,-2166.0,-2166.0,
iPTF13ajv-NUV.fits.gz,iPTF13ajv,NUV,202.779625,19.47716666666667,1,2007-05-03,2007-05-03,2013-04-08,1,0,-2166.0,-2166.0,
iPTF13akb-FUV.fits.gz,iPTF13akb,FUV,200.3157083333333,29.548,2,2004-04-15,2009-03-22,2013-04-08,2,0,-3280.0,-1477.0,
iPTF13akb-NUV.fits.gz,iPTF13akb,NUV,200.3157083333333,29.548,2,2004-04-15,2009-03-22,2013-04-08,2,0,-3280.0,-1477.0,
iPTF13akc-FUV.fits.gz,iPTF13akc,FUV,113.23475,64.91116666666667,1,2004-01-20,2004-01-20,2013-04-10,1,0,-3367.0,-3367.0,
iPTF13akc-NUV.fits.gz,iPTF13akc,NUV,113.23475,64.91116666666667,1,2004-01-20,2004-01-20,2013-04-10,1,0,-3367.0,-3367.0,
iPTF13akl-FUV.fits.gz,iPTF13akl,FUV,227.39825,57.62486111111111,2,2004-06-21,2004-06-21,2013-04-10,2,0,-3215.0,-3215.0,
iPTF13akl-NUV.fits.gz,iPTF13akl,NUV,227.39825,57.62486111111111,2,2004-06-21,2004-06-21,2013-04-10,2,0,-3215.0,-3215.0,
iPTF13alc-FUV.fits.gz,iPTF13alc,FUV,118.985,64.54377777777778,1,2006-12-26,2006-12-26,2013-04-11,1,0,-2298.0,-2298.0,
iPTF13alc-NUV.fits.gz,iPTF13alc,NUV,118.985,64.54377777777778,1,2006-12-26,2006-12-26,2013-04-11,1,0,-2298.0,-2298.0,
iPTF13alo-FUV.fits.gz,iPTF13alo,FUV,203.1739583333333,30.443,1,2004-04-16,2004-04-16,2013-04-12,1,0,-3282.0,-3282.0,
iPTF13alo-NUV.fits.gz,iPTF13alo,NUV,203.1739583333333,30.443,1,2004-04-16,2004-04-16,2013-04-12,1,0,-3282.0,-3282.0,
iPTF13byy-NUV.fits.gz,iPTF13byy,NUV,248.921125,37.42022222222222,1,2011-06-06,2011-06-06,2013-07-13,1,0,-768.0,-768.0,
iPTF13dkj-FUV.fits.gz,iPTF13dkj,FUV,347.2115416666667,20.06908333333333,2,2006-09-30,2007-07-23,2013-09-12,2,0,-2538.0,-2243.0,
iPTF13dkj-NUV.fits.gz,iPTF13dkj,NUV,347.2115416666667,20.06908333333333,2,2006-09-30,2007-07-23,2013-09-12,2,0,-2538.0,-2243.0,
iPTF13dkl-NUV.fits.gz,iPTF13dkl,NUV,356.241625,3.394527777777778,3,2004-08-23,2007-09-22,2013-09-12,3,0,-3306.0,-2181.0,
iPTF13dkx-FUV.fits.gz,iPTF13dkx,FUV,20.22141666666667,3.339916666666667,5,2003-10-05,2008-10-06,2013-09-14,5,0,-3632.0,-1803.0,
iPTF13dkx-NUV.fits.gz,iPTF13dkx,NUV,20.22141666666667,3.339916666666667,6,2003-10-05,2011-10-28,2013-09-14,6,0,-3632.0,-686.0,
iPTF13dud-FUV.fits.gz,iPTF13dud,FUV,355.9822916666666,27.3425,2,2006-07-30,2006-10-29,2013-10-22,2,0,-2640.0,-2550.0,
iPTF13dud-NUV.fits.gz,iPTF13dud,NUV,355.9822916666666,27.3425,2,2006-07-30,2006-10-29,2013-10-22,2,0,-2640.0,-2550.0,
iPTF13dvp-FUV.fits.gz,iPTF13dvp,FUV,16.72670833333333,32.58105555555556,4,2005-11-05,2006-11-09,2013-10-25,4,0,-2910.0,-2541.0,
iPTF13dvp-NUV.fits.gz,iPTF13dvp,NUV,16.72670833333333,32.58105555555556,4,2005-11-05,2006-11-09,2013-10-25,4,0,-2910.0,-2541.0,
iPTF13dvq-FUV.fits.gz,iPTF13dvq,FUV,34.48854166666667,0.8714722222222222,6,2007-10-23,2008-11-18,2013-10-25,6,0,-2194.0,-1801.0,
iPTF13dvq-NUV.fits.gz,iPTF13dvq,NUV,34.48854166666667,0.8714722222222222,6,2007-10-23,2008-11-18,2013-10-25,6,0,-2194.0,-1801.0,
iPTF13dwk-FUV.fits.gz,iPTF13dwk,FUV,357.9272916666667,26.66275,5,2003-10-13,2006-10-29,2013-10-28,5,0,-3668.0,-2556.0,
iPTF13dwk-NUV.fits.gz,iPTF13dwk,NUV,357.9272916666667,26.66275,5,2003-10-13,2006-10-29,2013-10-28,5,0,-3668.0,-2556.0,
iPTF13dwl-FUV.fits.gz,iPTF13dwl,FUV,319.204375,12.01411111111111,10,2004-06-30,2008-08-09,2013-10-28,10,0,-3407.0,-1905.0,
iPTF13dwl-NUV.fits.gz,iPTF13dwl,NUV,319.204375,12.01411111111111,15,2004-06-30,2009-09-05,2013-10-28,15,0,-3407.0,-1513.0,
iPTF13ebh-NUV.fits.gz,iPTF13ebh,NUV,35.49991666666666,33.27047222222222,1,2011-11-18,2011-11-18,2013-11-13,1,0,-725.0,-725.0,
Jennie-FUV.fits.gz,Jennie,FUV,35.75034166666666,-4.600844444444444,31,2004-11-14,2008-11-21,2006-08-18,12,19,-641.0,826.0,64.0
Jennie-NUV.fits.gz,Jennie,NUV,35.75034166666666,-4.600844444444444,54,2004-11-14,2010-11-12,2006-08-18,12,42,-641.0,1548.0,64.0
Julia-FUV.fits.gz,Julia,FUV,356.3726208333333,-36.54603611111111,3,2005-09-28,2005-12-01,2006-07-23,3,0,-298.0,-234.0,
Julia-NUV.fits.gz,Julia,NUV,356.3726208333333,-36.54603611111111,3,2005-09-28,2005-12-01,2006-07-23,3,0,-298.0,-234.0,
K0509-001-FUV.fits.gz,K0509-001,FUV,321.5676333333333,-0.5540166666666667,6,2006-08-02,2008-08-21,2005-09-10,0,6,327.0,1077.0,327.0
K0509-001-NUV.fits.gz,K0509-001,NUV,321.5676333333333,-0.5540166666666667,6,2006-08-02,2008-08-21,2005-09-10,0,6,327.0,1077.0,327.0
Kurage-FUV.fits.gz,Kurage,FUV,53.150125,-27.85490555555556,104,2003-11-09,2008-12-20,2004-12-15,39,65,-401.0,1466.0,311.0
Kurage-NUV.fits.gz,Kurage,NUV,53.150125,-27.85490555555556,222,2003-11-09,2010-12-08,2004-12-15,39,183,-401.0,2184.0,311.0
Lauren-FUV.fits.gz,Lauren,FUV,54.43546666666667,-28.73182777777778,30,2005-10-28,2007-12-25,2005-10-18,0,30,10.0,798.0,10.0
Lauren-NUV.fits.gz,Lauren,NUV,54.43546666666667,-28.73182777777778,31,2005-10-28,2010-12-04,2005-10-18,0,31,10.0,1874.0,10.0
LSQ11bk-NUV.fits.gz,LSQ11bk,NUV,65.18445833333334,-8.598738888888889,1,2011-10-28,2011-10-28,2011-12-06,1,0,-38.0,-38.0,
LSQ11ne-FUV.fits.gz,LSQ11ne,FUV,28.915,-7.506944444444445,2,2004-10-19,2004-10-20,2011-12-14,2,0,-2611.0,-2610.0,
LSQ11ne-NUV.fits.gz,LSQ11ne,NUV,28.915,-7.506944444444445,2,2004-10-19,2004-10-20,2011-12-14,2,0,-2611.0,-2610.0,
LSQ11ot-FUV.fits.gz,LSQ11ot,FUV,78.95125,6.7775,2,2005-12-30,2007-01-14,2011-12-23,2,0,-2183.0,-1803.0,
LSQ11ot-NUV.fits.gz,LSQ11ot,NUV,78.95125,6.7775,7,2005-12-30,2011-12-15,2011-12-23,7,0,-2183.0,-8.0,
LSQ12agk-NUV.fits.gz,LSQ12agk,NUV,176.5529166666667,-1.941638888888889,2,2004-03-03,2011-04-22,2012-02-17,2,0,-2907.0,-301.0,
LSQ12agq-FUV.fits.gz,LSQ12agq,FUV,154.4235416666667,-7.415111111111112,2,2006-03-07,2008-01-20,2012-02-19,2,0,-2174.0,-1491.0,
LSQ12agq-NUV.fits.gz,LSQ12agq,NUV,154.4235416666667,-7.415111111111112,2,2006-03-07,2008-01-20,2012-02-19,2,0,-2174.0,-1491.0,
LSQ12aor-NUV.fits.gz,LSQ12aor,NUV,163.8234583333333,-14.30036111111111,1,2005-03-17,2005-03-17,2012-02-25,1,0,-2535.0,-2535.0,
LSQ12apf-FUV.fits.gz,LSQ12apf,FUV,171.7835833333333,-9.222861111111111,1,2007-03-17,2007-03-17,2012-02-26,1,0,-1807.0,-1807.0,
LSQ12apf-NUV.fits.gz,LSQ12apf,NUV,171.7835833333333,-9.222861111111111,8,2006-04-05,2011-03-07,2012-02-26,8,0,-2153.0,-356.0,
LSQ12ayu-FUV.fits.gz,LSQ12ayu,FUV,140.4987083333333,16.88066666666667,2,2006-02-21,2007-01-19,2012-03-10,2,0,-2209.0,-1876.0,
LSQ12ayu-NUV.fits.gz,LSQ12ayu,NUV,140.4987083333333,16.88066666666667,2,2006-02-21,2007-01-19,2012-03-10,2,0,-2209.0,-1876.0,
LSQ12bgl-FUV.fits.gz,LSQ12bgl,FUV,161.94475,-6.0724,2,2006-03-27,2008-01-22,2012-03-17,2,0,-2182.0,-1516.0,
LSQ12bgl-NUV.fits.gz,LSQ12bgl,NUV,161.94475,-6.0724,3,2005-04-11,2008-01-22,2012-03-17,3,0,-2532.0,-1516.0,
LSQ12bia-FUV.fits.gz,LSQ12bia,FUV,157.1407916666667,-10.5782,2,2006-03-25,2008-01-20,2012-03-19,2,0,-2186.0,-1520.0,
LSQ12bia-NUV.fits.gz,LSQ12bia,NUV,157.1407916666667,-10.5782,4,2005-03-14,2008-01-20,2012-03-19,4,0,-2561.0,-1520.0,
LSQ12bjm-FUV.fits.gz,LSQ12bjm,FUV,211.9745,-12.77130555555556,1,2007-05-10,2007-05-10,2012-03-21,1,0,-1777.0,-1777.0,
LSQ12bjm-NUV.fits.gz,LSQ12bjm,NUV,211.9745,-12.77130555555556,1,2007-05-10,2007-05-10,2012-03-21,1,0,-1777.0,-1777.0,
LSQ12bjw-FUV.fits.gz,LSQ12bjw,FUV,213.1197083333333,-16.59261111111111,1,2007-04-27,2007-04-27,2012-03-22,1,0,-1790.0,-1790.0,
LSQ12bjw-NUV.fits.gz,LSQ12bjw,NUV,213.1197083333333,-16.59261111111111,2,2005-05-10,2007-04-27,2012-03-22,2,0,-2507.0,-1790.0,
LSQ12bld-FUV.fits.gz,LSQ12bld,FUV,205.6834166666667,8.092708333333334,1,2007-04-26,2007-04-26,2012-03-27,1,0,-1796.0,-1796.0,
LSQ12bld-NUV.fits.gz,LSQ12bld,NUV,205.6834166666667,8.092708333333334,1,2007-04-26,2007-04-26,2012-03-27,1,0,-1796.0,-1796.0,
LSQ12blp-FUV.fits.gz,LSQ12blp,FUV,204.0232916666667,-11.62133333333333,2,2004-05-18,2007-03-29,2012-03-26,2,0,-2868.0,-1824.0,
LSQ12blp-NUV.fits.gz,LSQ12blp,NUV,204.0232916666667,-11.62133333333333,2,2004-05-18,2007-03-29,2012-03-26,2,0,-2868.0,-1824.0,
LSQ12bmn-FUV.fits.gz,LSQ12bmn,FUV,216.7970833333333,18.59011111111111,2,2007-05-21,2007-05-22,2012-03-30,2,0,-1774.0,-1773.0,
LSQ12bmn-NUV.fits.gz,LSQ12bmn,NUV,216.7970833333333,18.59011111111111,4,2007-05-21,2011-05-14,2012-03-30,4,0,-1774.0,-321.0,
LSQ12bnb-NUV.fits.gz,LSQ12bnb,NUV,177.1157916666667,-2.462777777777778,3,2004-03-03,2011-02-18,2012-03-31,3,0,-2950.0,-407.0,
LSQ12bnt-NUV.fits.gz,LSQ12bnt,NUV,192.8842916666667,4.0238,6,2004-04-11,2011-04-25,2012-04-01,6,0,-2911.0,-342.0,
LSQ12bov-FUV.fits.gz,LSQ12bov,FUV,209.2935,16.2855,1,2007-05-10,2007-05-10,2012-03-31,1,0,-1787.0,-1787.0,
LSQ12bov-NUV.fits.gz,LSQ12bov,NUV,209.2935,16.2855,1,2007-05-10,2007-05-10,2012-03-31,1,0,-1787.0,-1787.0,
LSQ12bpc-FUV.fits.gz,LSQ12bpc,FUV,222.2229166666667,15.61480555555556,1,2007-05-21,2007-05-21,2012-03-31,1,0,-1776.0,-1776.0,
LSQ12bpc-NUV.fits.gz,LSQ12bpc,NUV,222.2229166666667,15.61480555555556,2,2007-05-21,2010-05-11,2012-03-31,2,0,-1776.0,-689.0,
LSQ12bpg-FUV.fits.gz,LSQ12bpg,FUV,226.8833333333333,20.55,1,2007-04-29,2007-04-29,2012-03-31,1,0,-1797.0,-1797.0,
LSQ12bpg-NUV.fits.gz,LSQ12bpg,NUV,226.8833333333333,20.55,1,2007-04-29,2007-04-29,2012-03-31,1,0,-1797.0,-1797.0,
LSQ12bpo-FUV.fits.gz,LSQ12bpo,FUV,170.8937083333333,-12.39969444444444,1,2007-03-19,2007-03-19,2012-04-02,1,0,-1840.0,-1840.0,
LSQ12bpo-NUV.fits.gz,LSQ12bpo,NUV,170.8937083333333,-12.39969444444444,2,2005-04-12,2007-03-19,2012-04-02,2,0,-2547.0,-1840.0,
LSQ12bpy-FUV.fits.gz,LSQ12bpy,FUV,204.1682083333333,-21.8543,1,2004-05-19,2004-05-19,2012-03-29,1,0,-2870.0,-2870.0,
LSQ12bpy-NUV.fits.gz,LSQ12bpy,NUV,204.1682083333333,-21.8543,1,2004-05-19,2004-05-19,2012-03-29,1,0,-2870.0,-2870.0,
LSQ12brs-FUV.fits.gz,LSQ12brs,FUV,207.8225,-11.92369444444444,1,2004-05-18,2004-05-18,2012-04-06,1,0,-2879.0,-2879.0,
LSQ12brs-NUV.fits.gz,LSQ12brs,NUV,207.8225,-11.92369444444444,1,2004-05-18,2004-05-18,2012-04-06,1,0,-2879.0,-2879.0,
LSQ12brw-FUV.fits.gz,LSQ12brw,FUV,155.18075,-4.5558,2,2006-03-01,2006-03-17,2012-04-07,2,0,-2229.0,-2213.0,
LSQ12brw-NUV.fits.gz,LSQ12brw,NUV,155.18075,-4.5558,2,2006-03-01,2006-03-17,2012-04-07,2,0,-2229.0,-2213.0,
LSQ12brx-FUV.fits.gz,LSQ12brx,FUV,154.4995833333333,-5.603,1,2006-03-02,2006-03-02,2012-04-07,1,0,-2227.0,-2227.0,
LSQ12brx-NUV.fits.gz,LSQ12brx,NUV,154.4995833333333,-5.603,1,2006-03-02,2006-03-02,2012-04-07,1,0,-2227.0,-2227.0,
LSQ12bve-FUV.fits.gz,LSQ12bve,FUV,190.243,-5.363611111111111,2,2004-04-08,2004-04-26,2012-04-15,2,0,-2928.0,-2911.0,
LSQ12bve-NUV.fits.gz,LSQ12bve,NUV,190.243,-5.363611111111111,3,2004-04-08,2010-04-15,2012-04-15,3,0,-2928.0,-731.0,
LSQ12bvl-FUV.fits.gz,LSQ12bvl,FUV,213.2527083333333,-5.803388888888889,1,2007-05-10,2007-05-10,2012-04-15,1,0,-1802.0,-1802.0,
LSQ12bvl-NUV.fits.gz,LSQ12bvl,NUV,213.2527083333333,-5.803388888888889,1,2007-05-10,2007-05-10,2012-04-15,1,0,-1802.0,-1802.0,
LSQ12bxp-NUV.fits.gz,LSQ12bxp,NUV,233.0677083333333,-22.47438888888889,2,2011-06-09,2011-06-09,2012-04-16,2,0,-312.0,-311.0,
LSQ12bxu-FUV.fits.gz,LSQ12bxu,FUV,216.8522916666667,-20.907,1,2007-04-28,2007-04-28,2012-04-16,1,0,-1814.0,-1814.0,
LSQ12bxu-NUV.fits.gz,LSQ12bxu,NUV,216.8522916666667,-20.907,2,2005-05-11,2007-04-28,2012-04-16,2,0,-2531.0,-1814.0,
LSQ12bxv-FUV.fits.gz,LSQ12bxv,FUV,216.8147916666667,-12.21180555555556,1,2007-05-12,2007-05-12,2012-04-16,1,0,-1801.0,-1801.0,
LSQ12bxv-NUV.fits.gz,LSQ12bxv,NUV,216.8147916666667,-12.21180555555556,1,2007-05-12,2007-05-12,2012-04-16,1,0,-1801.0,-1801.0,
LSQ12byu-FUV.fits.gz,LSQ12byu,FUV,184.0245,9.635305555555554,1,2007-04-05,2007-04-05,2012-04-17,1,0,-1839.0,-1839.0,
LSQ12byu-NUV.fits.gz,LSQ12byu,NUV,184.0245,9.635305555555554,4,2007-04-05,2010-04-09,2012-04-17,4,0,-1839.0,-739.0,
LSQ12bzz-FUV.fits.gz,LSQ12bzz,FUV,158.8279166666667,-4.4345,2,2006-03-24,2008-01-22,2012-04-19,2,0,-2218.0,-1549.0,
LSQ12bzz-NUV.fits.gz,LSQ12bzz,NUV,158.8279166666667,-4.4345,2,2006-03-24,2008-01-22,2012-04-19,2,0,-2218.0,-1549.0,
LSQ12caf-FUV.fits.gz,LSQ12caf,FUV,244.6015,-4.149194444444445,1,2007-06-12,2007-06-12,2012-04-19,1,0,-1772.0,-1772.0,
LSQ12caf-NUV.fits.gz,LSQ12caf,NUV,244.6015,-4.149194444444445,1,2007-06-12,2007-06-12,2012-04-19,1,0,-1772.0,-1772.0,
LSQ12cbn-FUV.fits.gz,LSQ12cbn,FUV,222.0022916666667,20.83130555555556,1,2007-05-27,2007-05-27,2012-04-19,1,0,-1789.0,-1789.0,
LSQ12cbn-NUV.fits.gz,LSQ12cbn,NUV,222.0022916666667,20.83130555555556,1,2007-05-27,2007-05-27,2012-04-19,1,0,-1789.0,-1789.0,
LSQ12cby-FUV.fits.gz,LSQ12cby,FUV,204.5615833333333,-20.29969444444444,2,2004-05-17,2007-04-27,2012-04-20,2,0,-2894.0,-1819.0,
LSQ12cby-NUV.fits.gz,LSQ12cby,NUV,204.5615833333333,-20.29969444444444,2,2004-05-17,2007-04-27,2012-04-20,2,0,-2894.0,-1819.0,
LSQ12cca-FUV.fits.gz,LSQ12cca,FUV,209.7767916666667,-14.59611111111111,1,2004-05-19,2004-05-19,2012-04-20,1,0,-2892.0,-2892.0,
