z,FUV,NUV,F275W
0.101,0.13898119953693625,0.15903013390555176,0.365049922465471
0.10200000000000001,0.19188666189780917,0.1596455521657319,0.35286518485690804
0.10300000000000001,0.2721526224223465,0.16026299143825345,0.34221381844250126
0.10400000000000001,0.37585856809112905,0.1608844479748524,0.3329182086956701
0.105,0.49472301557102527,0.16150858402013518,0.3248285307256695
0.106,0.6206463938324768,0.16213424437406354,0.3177890168793782
0.107,0.7476219860786595,0.162760948114784,0.31164836663353934
0.108,0.8704486624429602,0.16338855167310615,0.30628066563672257
0.109,0.9830531078152798,0.16401696354888787,0.30157344961930893
0.11,1.0791861417296211,0.16464583205574798,0.29742393159060115
0.111,1.1554632766395232,0.16527389021932345,0.2937540538603353
0.112,1.2135933768277782,0.1658977548208492,0.29050141380930344
0.113,1.259127132527751,0.16651072034327627,0.28759918552582836
0.114,1.2980227837490572,0.16710260867690674,0.2849820581359477
0.115,1.3342744868771694,0.16766154643197964,0.28259819175632
0.116,1.3697514383162868,0.1681778531806049,0.2803999176036196
0.117,1.4050912144149847,0.16864872106033527,0.2783399986336301
0.11800000000000001,1.4404562042187106,0.16908042106907517,0.27638469822582257
0.11900000000000001,1.475876604640819,0.16948541391969266,0.2745180124971549
0.12,1.511353039432144,0.16987628432463397,0.27272622144512787
0.121,1.5468661286732415,0.1702614962501305,0.27098934935595825
0.122,1.5823262654472263,0.17064489801768165,0.26928887194631845
0.123,1.6174224417690568,0.17102699772686017,0.26761253410875635
0.124,1.651342512069512,0.171405703037089,0.2659519184926715
0.125,1.6825267207590358,0.17177716428002715,0.2642980128783789
0.126,1.7088971264585522,0.17213995391332035,0.26264243617042665
0.127,1.7287834831580098,0.1725042040054718,0.26097919748687975
0.128,1.7419908860119906,0.1728989551140965,0.25930254403778275
0.129,1.7498847255324748,0.17336514721282997,0.2576056147051898
0.13,1.7544162454185832,0.17393335404239277,0.2558827747182632
0.131,1.7570007817279796,0.17460467668048285,0.2541339873925698
0.132,1.7579072740898727,0.17535273144402244,0.2523659307187243
0.133,1.75615242605357,0.17614166731010683,0.25058538301452454
0.134,1.7498427335353541,0.17694193633221442,0.24878754310519732
0.135,1.73716559450726,0.1777331165132549,0.24694996215764073
0.136,1.7175507288436342,0.1784995611825885,0.24504129780461373
0.137,1.6920945636210472,0.17922729275175578,0.24307266522491683
0.138,1.662854571085824,0.17990611967824469,0.2410743715771426
0.139,1.6317093339704651,0.18053501385224474,0.23916475889808791
0.14,1.5997992693786105,0.18112341347662672,0.2374401538726346
0.14100000000000001,1.5676216907315335,0.18168613118506868,0.23589093704986575
0.14200000000000002,1.53533077936526,0.1822360441815494,0.23449243363499359
0.14300000000000002,1.5029589255010238,0.18278085932407756,0.23319154904449477
0.14400000000000002,1.4705091736508356,0.18332404908723754,0.2319594493404308
0.145,1.4379997762371544,0.18386695905847286,0.23078286192144104
0.146,1.4055449709961028,0.18441012598678458,0.22965895506716924
0.147,1.373587917589256,0.18495373054575945,0.22859013453200544
0.148,1.343446891056443,0.18549749669526774,0.22757650369321358
0.149,1.3181230745461288,0.1860399588963919,0.2266146842654708
0.15,1.3025746671256926,0.18657668152671056,0.22569449912137818
0.151,1.3024801499177638,0.1870980716213803,0.224800112462802
0.152,1.3212222907349396,0.18758953852626523,0.22391987175504133
0.153,1.3578058100214867,0.1880371109855642,0.22303867049008247
0.154,1.4074686362779758,0.18843586751600777,0.2221516770209397
0.155,1.4645815268357514,0.18879229094344538,0.22125762916515945
0.156,1.5250213793918186,0.18911568335991927,0.22036328105774247
0.157,1.5866626067832037,0.18940495937444013,0.21948176170647704
0.158,1.6487074371861414,0.18964439926807247,0.2186311266438054
0.159,1.710946348774253,0.18981343734829756,0.2178274779949446
0.16,1.7733669067476914,0.18990311795483839,0.21707631116067522
0.161,1.8360070676141385,0.18992455943364442,0.21636728222391433
0.162,1.8989000642139806,0.18990239545246615,0.21567892534820504
0.163,1.9620253567038286,0.1898607051124129,0.2149882785420329
0.164,2.0252646346138214,0.18981407358877264,0.2142780076527543
0.165,2.088350019341562,0.18976778645752784,0.2135405607355221
0.166,2.150827085844441,0.18972241135187215,0.21277661971765974
0.167,2.2121250499388934,0.1896773571671916,0.21199170863519826
0.168,2.271770431532801,0.1896322379374496,0.21119220914084547
0.169,2.3296673811879987,0.18958702896775662,0.21038410803228788
0.17,2.3861313054196036,0.18954202851343052,0.20957358104402568
0.171,2.441684858359164,0.1894978585074606,0.20876724927920964
0.17200000000000001,2.4967399633065654,0.18945542357440562,0.20797187196612082
0.17300000000000001,2.5513969705752726,0.18941606560902205,0.20719281603074569
0.17400000000000002,2.6053962389935768,0.18938189364387994,0.20643383607871132
0.17500000000000002,2.6582201705065507,0.18935606218100295,0.20569822402671176
0.176,2.7093457507534446,0.1893421993384432,0.20499068321681974
0.177,2.7585644166668395,0.1893428403479124,0.20431583226042555
0.178,2.8061281367378954,0.18935783383843138,0.2036747799968607
0.179,2.852586462338922,0.1893836323070843,0.20306450810006982
0.18,2.898497738113021,0.189413757525129,0.20248069080669528
0.181,2.9442436844107553,0.18944075307057665,0.2019206699959043
0.182,2.990018503300701,0.18945930350410461,0.2013828090525567
0.183,3.035872420377619,0.18946829886399127,0.20086283270791394
0.184,3.081760528180664,0.18947039744555366,0.20035356155437137
0.185,3.127608825332853,0.18947048247697584,0.19984665103792926
0.186,3.1733676651825693,0.18947560479627878,0.19933464159008427
0.187,3.219044976563214,0.18949663492275778,0.19881103899928101
0.188,3.2645918406386545,0.18954842980504133,0.19826925347598534
0.189,3.3096872765339804,0.18964546736703297,0.19770242507846386
0.19,3.3534917331480827,0.1897950749427475,0.1971047976796521
0.191,3.394598878469271,0.18999474648056333,0.19647267631844784
0.192,3.431398826896448,0.19023696817295754,0.19580346060867537
0.193,3.4628300282185673,0.19051635040650977,0.1950941877803131
0.194,3.4890133646342605,0.1908318303544957,0.19434227763850356
0.195,3.511162963029499,0.19118321078035938,0.19354805120973284
0.196,3.5308881880257283,0.19156778845223218,0.192714391090314
0.197,3.549470108033659,0.19198128225366062,0.19184357023312734
0.198,3.5676400206827723,0.1924216588137907,0.19093600483189405
0.199,3.5857060303983452,0.1928926620008351,0.18999433015502892
0.2,3.6037652426967965,0.19340569456058462,0.1890283825317276
0.201,3.621845724287542,0.1939786386894027,0.18805313723130893
0.202,3.639947086058817,0.1946293328735999,0.18708204007701196
0.203,3.658059500632726,0.1953643724957705,0.18612092899610377
0.20400000000000001,3.6761464121454015,0.19617211811442023,0.185168126315372
0.20500000000000002,3.694083975310191,0.19702672870434004,0.1842192120499316
0.20600000000000002,3.711578929750403,0.1979010825471651,0.1832710735080944
0.20700000000000002,3.7280914525007174,0.1987774207474274,0.18232357905269603
0.20800000000000002,3.742890477820697,0.19964924879492493,0.18137888678001685
0.209,3.7553424055417426,0.2005169364049879,0.18043951235648867
0.21,3.7652439100926345,0.2013827984443704,0.17950778203559037
0.211,3.772947954092547,0.2022485880318132,0.17858617392002776
0.212,3.7791233831968865,0.203115149355652,0.1776781257629258
0.213,3.7843559138882674,0.20398266001818183,0.17678922626606774
0.214,3.7888521684696452,0.20485074471986514,0.17592734385743056
0.215,3.7923462896500637,0.20571747538814328,0.1751017983609551
0.216,3.7942160124020026,0.20657700374387633,0.17432070633719748
0.217,3.7937946660367836,0.20741605899645468,0.17358872752371846
0.218,3.79076772669668,0.20821259142364956,0.1729089184875198
0.219,3.7853793117145758,0.2089419188116011,0.17228602967034598
0.22,3.7782861814183524,0.2095900810078436,0.1717267035754053
0.221,3.770208073749702,0.21016695727812043,0.1712348676806649
0.222,3.761662498253455,0.21070554014329476,0.1708087008538094
0.223,3.7529188758548657,0.2112472989959011,0.1704421613495749
0.224,3.744073845611591,0.2118208183488986,0.1701285508903721
0.225,3.735148317701773,0.2124295291557455,0.16986248654418884
0.226,3.7261483700668525,0.21305569965099905,0.1696394046990752
0.227,3.7170873848196497,0.21367710227289682,0.16945413862962241
0.228,3.707992408432981,0.2142833240249781,0.16930045413473946
0.229,3.6989269857674434,0.2148821027818944,0.1691708628674423
0.23,3.690033576694686,0.21549476924733232,0.16905681952779092
0.231,3.681600053800961,0.2161466598102281,0.16895006647265623
0.232,3.6740926351603482,0.2168564267608251,0.1688428042950311
0.233,3.6680549760129297,0.21762817404154344,0.1687275613930928
0.234,3.663874908777714,0.2184509677341856,0.16859585901910812
0.23500000000000001,3.6615667158449927,0.21930507566855195,0.16843786230404278
0.23600000000000002,3.6607654464928836,0.22016971841202823,0.16824216723333485
0.23700000000000002,3.6609323018538196,0.22102786227275328,0.16799814001873864
0.23800000000000002,3.661594414303919,0.22186855825377663,0.16769852225237558
0.23900000000000002,3.662456664454486,0.2226891573752283,0.16734085186823958
0.24,3.663383052454729,0.22349666746270785,0.16692498777291082
0.241,3.664324628438675,0.22430604612869737,0.16645012691228817
0.242,3.6652657495591208,0.22513513849160385,0.16591556955477624
0.243,3.666198467222865,0.22599917231136274,0.1653240069041367
0.244,3.6671080777879994,0.22690745216480165,0.16468255552783959
0.245,3.667936252793636,0.22786300541276536,0.16399931732562278
0.246,3.668503830467408,0.22886380065400042,0.16327964731287006
0.247,3.668397329178988,0.22990522612410783,0.16252496944758402
0.248,3.6668595318634054,0.230983596703833,0.1617352794181131
0.249,3.6628609337606837,0.23209861450709013,0.1609108552097526
0.25,3.6554582001912306,0.23325224480017154,0.16005347233331213
0.251,3.644250971367748,0.2344444791329849,0.15916731033029174
0.252,3.629635489361445,0.23567023116511324,0.15826019236678515
0.253,3.6125060464219962,0.23692086797543666,0.15734222847060367
0.254,3.5937293052298194,0.23818908273798745,0.15642195051103455
0.255,3.5736744908454257,0.2394741447685275,0.15550491122178403
0.256,3.5520363044637495,0.24078541931095646,0.15459651295224558
0.257,3.527965355936275,0.24214211609188036,0.1537070612887026
0.258,3.5005003984578105,0.24356747439976997,0.15285114397346655
0.259,3.4691189823021684,0.24507754714483276,0.15204170479207577
0.26,3.434082852347785,0.24667220560277567,0.15128637691844937
0.261,3.3962691901502486,0.24833550205938684,0.15059043307980052
0.262,3.356747773968892,0.25004452579520414,0.1499631078804883
0.263,3.3163545810619763,0.2517795097144129,0.14941824396049222
0.264,3.2755768439563147,0.2535285502164866,0.14896763464884763
0.265,3.234628594250157,0.2552865874076297,0.1486140195745174
0.266,3.1935869516496886,0.25705244049773035,0.14835265918756604
0.267,3.1524747357601384,0.2588261464120356,0.14817850900694815
0.268,3.1113145649771536,0.2606074466262836,0.14809066829818723
0.269,3.0701685666820824,0.26239534717213686,0.14808799257031743
0.27,3.029248450783281,0.2641884547475339,0.14816276160569064
0.271,2.9890972744433517,0.26598552037193574,0.14829994068948749
0.272,2.9508460986350706,0.2677857196659742,0.14848231265254555
0.273,2.916293795069162,0.26958865085837264,0.1486960085979292
0.274,2.8875825399089727,0.2713941848877441,0.14893154771152067
0.275,2.866266243973367,0.2732024022580001,0.14918084604291074
0.276,2.852585618403413,0.27501370961503063,0.14943520728890194
0.277,2.845254024256644,0.2768292467392027,0.14968474965724712
0.278,2.8422140685960353,0.27865118863673866,0.14992085272819547
0.279,2.841516083113603,0.2804826627955612,0.15013699310339013
0.28,2.841855275695878,0.28232605056462146,0.15033031051225884
0.281,2.8425673270506753,0.28417992196752573,0.15050086355039285
0.28200000000000003,2.8433851606571254,0.2860359379036123,0.15065109699012677
0.28300000000000003,2.8442264402051696,0.28787803804448436,0.15078368448222837
0.28400000000000003,2.8450695837463513,0.2896846234045305,0.15089997245935893
0.28500000000000003,2.8459128281138875,0.2914312175159999,0.15099983958150207
0.28600000000000003,2.846752386411634,0.29309067939172784,0.1510832759712349
0.28700000000000003,2.84759099462537,0.2946314931767053,0.15115316920607205
0.28800000000000003,2.84842851116086,0.2960193681932623,0.15121755234401768
0.289,2.8492749234662402,0.29722632905494606,0.15128934201172392
0.29,2.8501560720179984,0.2982449039762641,0.15138159638213186
0.291,2.851145310616,0.2990993126396172,0.15150300151900978
0.292,2.8523965396560587,0.2998438744537788,0.15165720725444382
0.293,2.8541548310606832,0.3005447443017263,0.15184780137202117
0.294,2.856709478474159,0.3012546773621706,0.15208106705854618
0.295,2.860272387779212,0.3019981203745661,0.15236046091945357
0.296,2.864863905507705,0.30277475722014635,0.1526763987132897
0.297,2.870299033261537,0.30357331026645423,0.15300534217730521
0.298,2.876280442251033,0.3043829717302598,0.15332163339329827
0.299,2.8825290522741414,0.30519739590166706,0.15360881404805096
0.3,2.8888423183079532,0.3060138708809673,0.15385674035214383
0.301,2.8950691155797807,0.30683152394819996,0.1540505389915935
0.302,2.9010474352873854,0.30765012055950125,0.15416680206793512
0.303,2.906574248015118,0.3084696101150966,0.15418177337405337
0.304,2.9114421048401233,0.3092899262423797,0.15408069989211107
0.305,2.9155263902509145,0.31011080263381724,0.15385894871443395
0.306,2.918851746275251,0.3109312826241999,0.15351802540563092
0.307,2.9215768538458127,0.3117487375621541,0.15306311170213696
0.308,2.9239152656329397,0.31255723187713724,0.1525020003902418
0.309,2.926050099006812,0.3133465999755863,0.15184295128802855
0.31,2.928096902260396,0.3141036785006573,0.15109482796755508
0.311,2.9301114112089643,0.31481680283816177,0.15027203324496374
0.312,2.932116481791965,0.3154813889567678,0.14940027791677646
0.313,2.9341191220847356,0.3161022860660587,0.14851499526855433
0.314,2.936121492690667,0.3166911702732774,0.14764908217106176
0.315,2.9381232969846565,0.31726099690848847,0.14682398892995896
0.316,2.94012167955123,0.31782175122416384,0.1460485608744655
0.317,2.942106081624793,0.3183794804487196,0.1453358867126342
0.318,2.9440345361222824,0.31893786222066933,0.14470699196927697
0.319,2.945771075375429,0.3195008073694247,0.14418590273176018
0.32,2.946971980540126,0.3200752455544167,0.14378254067761218
0.321,2.946906552065841,0.32067262308402017,0.1434923149851289
0.322,2.9443734312842706,0.32130783473673175,0.1433086298465749
0.323,2.937866142270233,0.3219942520356552,0.143234037851239
0.324,2.9260818335218826,0.3227376144423278,0.14327748698533424
0.325,2.90851731615356,0.3235328707556108,0.14344449733922615
0.326,2.885747532734323,0.32436713009886253,0.14373398993796066
0.327,2.8591322957323544,0.32522570372583026,0.14414175831126902
0.328,2.8301698740961534,0.3260969523258225,0.14466317582813945
0.329,2.8000237672226653,0.32697400137896543,0.14529310284113717
0.33,2.769360473354643,0.32785363980535204,0.14602607933174833
0.331,2.738445393596834,0.32873461687988004,0.14685737176944794
0.332,2.7073200679446443,0.32961638302495244,0.14778217416548942
0.333,2.6759330822934912,0.3304984110637531,0.14879350712957815
0.334,2.644239367264783,0.3313798003709083,0.14988151708511646
0.335,2.612238842243083,0.33225906710147374,0.15103758772053028
0.336,2.5799814235873613,0.3331339251954318,0.15225191650667985
0.337,2.5475356425129876,0.3340005850057149,0.15351671044915008
0.338,2.514965478954624,0.3348520751547172,0.1548195721132194
0.339,2.482310206740983,0.33567614936861695,0.15614590724842226
0.34,2.4495928341824236,0.3364550864796783,0.15746333839982957
0.341,2.416967492455244,0.33716989803296626,0.15875201902148353
0.342,2.3845787147151394,0.33780843761649626,0.1599929960892811
0.343,2.352414278407545,0.33837164765318445,0.16117610201053403
0.34400000000000003,2.320464319944943,0.3388733955832769,0.1622994432881981
0.34500000000000003,2.288716876852672,0.3393337437494631,0.1633625233108254
0.34600000000000003,2.257162863107479,0.3397711613571186,0.16436151274780908
0.34700000000000003,2.225799054525631,0.3401982067540099,0.16528773748848644
0.34800000000000003,2.194639752698065,0.340621502932921,0.16613377940024027
0.34900000000000003,2.163737623127521,0.3410440408882867,0.16689939062249734
0.35000000000000003,2.133208691251704,0.34146730869193836,0.1675900776641248
0.35100000000000003,2.10316603304026,0.3418929454555144,0.1682113567459682
0.352,2.0738231092842723,0.34232388198949,0.16876502877720326
0.353,2.0456105317431468,0.34276492091642563,0.1692512513849474
0.354,2.0191030570658706,0.3432225063227548,0.16967287979671986
0.355,1.995063832590395,0.3437027615335574,0.1700369210363492
0.356,1.9743446505843452,0.34420926513046035,0.17035052889301627
0.357,1.9576133992269031,0.3447416621332993,0.1706176582760469
0.358,1.945017343291574,0.3452969323181049,0.17083886991916203
0.359,1.9360513719396912,0.34587235543523287,0.17101383779738596
0.36,1.929759734819429,0.3464675515691662,0.17114291340123963
0.361,1.925117604733743,0.3470840234398052,0.17122517424108774
0.362,1.9213350853648843,0.34772233839969674,0.1712567450372126
0.363,1.917939034170824,0.3483798005149841,0.17123142076238854
0.364,1.9147059987564203,0.34905051700988987,0.1711463573450445
0.365,1.9115499272044552,0.34972727867903347,0.17100212707858806
0.366,1.9084449949604954,0.3504031842821169,0.17080292998597624
0.367,1.9053827674668409,0.3510715720948749,0.17055438022962674
0.368,1.9023614633197417,0.35172542418163705,0.17026263742703981
0.369,1.8993722097898948,0.35235832912954523,0.16993474940400463
0.37,1.8964018073019344,0.3529672424448576,0.16957669881911447
0.371,1.8933984042141832,0.3535550856671305,0.16919027239410575
0.372,1.8903117418764883,0.35413016638959366,0.16877145356328105
0.373,1.8871299801182564,0.35470229289838134,0.16831314818668508
0.374,1.883857583628736,0.35527849969121406,0.1678099346219286
0.375,1.8805081321173245,0.3558613031450439,0.16726127325980422
0.376,1.877099682114729,0.3564498420763299,0.16667119598380373
0.377,1.8736458193039984,0.3570421012681434,0.16604452630622749
0.378,1.8701485077502582,0.3576363480327854,0.1653841475532939
0.379,1.8665994960783987,0.35823156818166635,0.16469122121242577
0.38,1.8629812896358033,0.3588272642506809,0.16396751413629473
0.381,1.8592415763992651,0.35942338097632937,0.1632177147428846
0.382,1.8553343483130464,0.36002130866846715,0.16244886764788802
0.383,1.8512571917587421,0.3606283655877276,0.1616686751641378
0.384,1.847020362699315,0.36127202173189066,0.16088370229136773
0.385,1.8426450252512372,0.3620353905956308,0.16009959965029702
0.386,1.838151466455629,0.3631185487680205,0.1593207344595518
0.387,1.833554346627624,0.3649081477250462,0.15855196230405763
0.388,1.8288641071381082,0.36799266687922766,0.15779859122200174
0.389,1.8240853612750774,0.3730525677937335,0.15706685830130945
0.39,1.8192199417116592,0.3806277411160494,0.15636335303857643
0.391,1.8142691742115713,0.39085123291417156,0.15569306755238468
0.392,1.8092425402499035,0.4033884653146501,0.1550593185204688
0.393,1.8041704463771118,0.41755397240406444,0.15446417873928023
0.394,1.7991290638099564,0.4325088102841611,0.1539097393968614
0.395,1.794265279576175,0.44739214943585276,0.15339865180729093
0.396,1.7898017283136771,0.46136444736466964,0.15293347323124223
0.397,1.7859957606164334,0.4736414059680921,0.15251583778466268
0.398,1.7830496293933975,0.4836188093437438,0.15214597975321956
0.399,1.781003318547713,0.4910710520454685,0.15182211600013265
0.4,1.7797056969945757,0.4962099491839566,0.15154042690542882
0.401,1.7789626308514592,0.49956528825006796,0.15129402842902048
0.402,1.7785685568839993,0.5017675197189165,0.15107393081075354
0.403,1.778321187719847,0.5033386542881342,0.1508713042336179
0.404,1.7781283895944342,0.5046130661350519,0.15067931047882674
0.405,1.777975426623812,0.505767145718514,0.15049313235817843
0.406,1.7778770583601684,0.5068786629086398,0.15030742412709913
0.40700000000000003,1.777847771700889,0.5079793966478698,0.15011396511641872
0.40800000000000003,1.7778888116709348,0.5090836468351879,0.14990135652952474
0.40900000000000003,1.7779918123930782,0.5101997612625119,0.14965888939024122
0.41000000000000003,1.7781467260204717,0.5113328269547068,0.14938122048312885
0.41100000000000003,1.778347528452951,0.5124838619041332,0.1490722289542511
0.41200000000000003,1.778598085777868,0.5136483261320625,0.1487459275455799
0.41300000000000003,1.778910479910658,0.514815863363003,0.1484232425002628
0.41400000000000003,1.7792992323379486,0.5159719171858109,0.14812634245434714
0.41500000000000004,1.7797746025170706,0.5170998726067579,0.14787079478674992
0.41600000000000004,1.7803394230803322,0.5181822092380012,0.1476588198599026
0.417,1.780986130014446,0.5191989940633934,0.14747790144405523
0.418,1.7816951332224502,0.520126411607055,0.14730725585908297
0.419,1.7824385824730187,0.5209390282324458,0.14712802917849752
0.42,1.7831900186602894,0.5216181428482194,0.14693107429352628
0.421,1.7839255423130358,0.5221613633401706,0.14671747424189596
0.422,1.7846401051509868,0.5225859567268442,0.14649336212416417
0.423,1.7853545888289117,0.5229226695690806,0.14626775305401696
0.424,1.7860973108644114,0.5232042882942376,0.14604547299427795
0.425,1.7868910361776473,0.5234567400012174,0.1458319194337819
0.426,1.787746367469611,0.523696441453417,0.14563302888371224
0.427,1.7886578132187545,0.5239325371690714,0.14545513228559895
0.428,1.7896044730211693,0.5241713300627995,0.14530356935897903
0.429,1.7905588432591433,0.5244208373230321,0.14518099112345342
0.43,1.791495598280333,0.5246945266234804,0.1450885235494526
0.431,1.7923917349218235,0.5250129807485374,0.14502692672165338
0.432,1.793232642927599,0.5254034523237447,0.14499904872907132
0.433,1.7939909569567936,0.5258993090994512,0.14500882235628906
0.434,1.7945569423484484,0.5265487569980345,0.14506023030010118
0.435,1.7946372103645758,0.5274372305017138,0.14515450727794693
0.436,1.7936429407178058,0.5287234855801023,0.1452898171767896
0.437,1.7906584661250076,0.5306541265394434,0.14546188645336902
0.438,1.7845516802110464,0.5335371009595212,0.1456658381054367
0.439,1.7743282267801639,0.5376394566703264,0.14589711912542822
0.44,1.7594953249882603,0.5430820194644093,0.14615283825885075
0.441,1.7402909894278176,0.5497751051876018,0.14643033430091806
0.442,1.71755593553516,0.5574562383714095,0.1467261888607848
0.443,1.6923589737953533,0.5658032194942831,0.147034039737261
0.444,1.6656776886321218,0.5745293173480013,0.1473441376002485
