name,SDSS,ESSENCE,PanSTARRS,PanSTARRS2,SNLS,rochester,Nspec,OSC,manual,total
SDSS-II SN 17433,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17473,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 1750,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17508,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17527,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 17577,0.939,0,0,0,0,0,0,1,0,0.939
SDSS-II SN 17647,0.694,0,0,0,0,0,0,1,0,0.694
SDSS-II SN 17682,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17692,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 17737,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17748,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17773,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17829,0.989,0,0,0,0,0,0,1,0,0.989
SDSS-II SN 1783,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17835,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 17851,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 17882,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 17899,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17906,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17915,0.961,0,0,0,0,0,0,1,0,0.961
SDSS-II SN 17925,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17928,0.985,0,0,0,0,0,0,1,0,0.985
SDSS-II SN 17945,0.877,0,0,0,0,0,0,1,0,0.877
SDSS-II SN 17949,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17955,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17957,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17958,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 17965,0.97,0,0,0,0,0,0,1,0,0.97
SDSS-II SN 17967,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18011,0.971,0,0,0,0,0,0,1,0,0.971
SDSS-II SN 18034,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 18041,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 18047,0.992,0,0,0,0,0,0,1,0,0.992
SDSS-II SN 18049,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18067,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18071,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 18100,0.957,0,0,0,0,0,0,1,0,0.957
SDSS-II SN 18130,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18146,0.984,0,0,0,0,0,0,1,0,0.984
SDSS-II SN 18175,0.98,0,0,0,0,0,0,1,0,0.98
SDSS-II SN 18188,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 18221,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 18224,0.979,0,0,0,0,0,0,1,0,0.979
SDSS-II SN 1823,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18253,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 18254,0.986,0,0,0,0,0,0,1,0,0.986
SDSS-II SN 18324,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18339,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 1835,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18362,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18374,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18430,0,0,0,0,0,0,0,1,0,0
SDSS-II SN 18450,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 18454,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 18459,0.999,0,0,0,0,0,0,-1,0,0.999
SDSS-II SN 18468,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 18473,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 18475,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 18589,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18630,0.97,0,0,0,0,0,0,1,0,0.97
SDSS-II SN 18647,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18666,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 18704,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18722,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 18767,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18797,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18802,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 18917,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18920,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18947,0.988,0,0,0,0,0,0,1,0,0.988
SDSS-II SN 18948,0.958,0,0,0,0,0,0,1,0,0.958
SDSS-II SN 18952,0.986,0,0,0,0,0,0,1,0,0.986
SDSS-II SN 18971,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 18990,0.942,0,0,0,0,0,0,1,0,0.942
SDSS-II SN 18993,0.681,0,0,0,0,0,0,1,0,0.681
SDSS-II SN 19013,0.955,0,0,0,0,0,0,1,0,0.955
SDSS-II SN 19052,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19059,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 19065,0,0,0,0,0,0,0,-1,-1,-1
SDSS-II SN 19068,0.86,0,0,0,0,0,0,1,0,0.86
SDSS-II SN 19069,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 19104,0.986,0,0,0,0,0,0,1,0,0.986
SDSS-II SN 19132,0.976,0,0,0,0,0,0,1,0,0.976
SDSS-II SN 19140,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 19144,0.921,0,0,0,0,0,0,1,0,0.921
SDSS-II SN 19188,0.992,0,0,0,0,0,0,1,0,0.992
SDSS-II SN 19209,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 19246,0.924,0,0,0,0,0,0,1,0,0.924
SDSS-II SN 19335,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 19336,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 19338,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 19339,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19344,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 19346,0.984,0,0,0,0,0,0,1,0,0.984
SDSS-II SN 19359,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 19377,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 19399,0.958,0,0,0,0,0,0,1,0,0.958
SDSS-II SN 19414,0.996,0,0,0,0,0,0,1,0,0.996
SDSS-II SN 19434,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 19467,0.996,0,0,0,0,0,0,1,0,0.996
SDSS-II SN 19484,0.982,0,0,0,0,0,0,1,0,0.982
SDSS-II SN 19490,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19517,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 19518,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 19525,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 19545,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 19552,0.992,0,0,0,0,0,0,1,0,0.992
SDSS-II SN 1958,0.992,0,0,0,0,0,0,-1,0,0.992
SDSS-II SN 19582,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 19599,0,0,0,0,0,0,0,-1,-1,-1
SDSS-II SN 19619,0.996,0,0,0,0,0,0,1,0,0.996
SDSS-II SN 19668,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19689,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 19690,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 19723,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19758,0.878,0,0,0,0,0,0,1,0,0.878
SDSS-II SN 19769,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19772,1,0,0,0,0,0,0,-1,0,1
SDSS-II SN 19776,0.979,0,0,0,0,0,0,1,0,0.979
SDSS-II SN 19778,0.989,0,0,0,0,0,0,1,0,0.989
SDSS-II SN 1978,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 1979,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19821,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 19986,0.985,0,0,0,0,0,0,1,0,0.985
SDSS-II SN 19987,0,0,0,0,0,0,0,-1,-1,-1
SDSS-II SN 20033,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20043,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 20046,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20047,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 20141,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20152,0.748,0,0,0,0,0,0,1,0,0.748
SDSS-II SN 20171,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20232,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20257,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20262,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 20267,0.976,0,0,0,0,0,0,1,0,0.976
SDSS-II SN 20272,0.917,0,0,0,0,0,0,1,0,0.917
SDSS-II SN 20276,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 20278,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20316,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 20323,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 20400,0.99,0,0,0,0,0,0,1,0,0.99
SDSS-II SN 20405,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 20408,0.817,0,0,0,0,0,0,1,0,0.817
SDSS-II SN 20431,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 20435,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 20447,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20467,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20491,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20514,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20541,0.948,0,0,0,0,0,0,1,0,0.948
SDSS-II SN 20545,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20553,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 20557,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 20578,0.989,0,0,0,0,0,0,1,0,0.989
SDSS-II SN 20588,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 20590,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20591,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20596,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 20613,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 20663,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 20678,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 20685,0.975,0,0,0,0,0,0,1,0,0.975
SDSS-II SN 20709,0.958,0,0,0,0,0,0,1,0,0.958
SDSS-II SN 20719,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 20721,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 20722,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 20744,0.944,0,0,0,0,0,0,1,0,0.944
SDSS-II SN 20750,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20759,0.974,0,0,0,0,0,0,1,0,0.974
SDSS-II SN 20787,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 20791,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 20805,0.935,0,0,0,0,0,0,1,0,0.935
SDSS-II SN 20825,0.989,0,0,0,0,0,0,1,0,0.989
SDSS-II SN 20828,0.719,0,0,0,0,0,0,1,0,0.719
SDSS-II SN 20830,0.539,0,0,0,0,0,0,1,0,0.539
SDSS-II SN 20842,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20877,0.972,0,0,0,0,0,0,1,0,0.972
SDSS-II SN 20896,0.956,0,0,0,0,0,0,1,0,0.956
SDSS-II SN 20926,0.873,0,0,0,0,0,0,1,0,0.873
SDSS-II SN 20936,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 20953,0.883,0,0,0,0,0,0,1,0,0.883
SDSS-II SN 20961,0.99,0,0,0,0,0,0,1,0,0.99
SDSS-II SN 20969,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20971,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 20998,0.729,0,0,0,0,0,0,1,0,0.729
SDSS-II SN 21001,0.671,0,0,0,0,0,0,1,0,0.671
SDSS-II SN 21015,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 21046,0.976,0,0,0,0,0,0,-1,0,0.976
SDSS-II SN 21060,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 21069,0.952,0,0,0,0,0,0,1,0,0.952
SDSS-II SN 21185,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 21306,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 21347,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 21351,0.871,0,0,0,0,0,0,1,0,0.871
SDSS-II SN 21381,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 21401,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 21482,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 21487,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2149,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 21582,0.838,0,0,0,0,0,0,1,0,0.838
SDSS-II SN 21589,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 21591,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 2162,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 21663,0.946,0,0,0,0,0,0,1,0,0.946
SDSS-II SN 21813,0.939,0,0,0,0,0,0,1,0,0.939
SDSS-II SN 21858,0.986,0,0,0,0,0,0,1,0,0.986
SDSS-II SN 21874,0.973,0,0,0,0,0,0,1,0,0.973
SDSS-II SN 21875,0.971,0,0,0,0,0,0,1,0,0.971
SDSS-II SN 21884,0.943,0,0,0,0,0,0,1,0,0.943
SDSS-II SN 21885,0.98,0,0,0,0,0,0,1,0,0.98
SDSS-II SN 21888,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 2551,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2621,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2639,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2784,0.969,0,0,0,0,0,0,1,0,0.969
SDSS-II SN 2806,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2808,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2855,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 2871,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3161,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 3172,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3175,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3180,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 3195,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3205,0.98,0,0,0,0,0,0,1,0,0.98
SDSS-II SN 3206,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3225,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3402,0.835,0,0,0,0,0,0,1,0,0.835
SDSS-II SN 3417,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3421,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 3426,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3475,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3506,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3508,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 3535,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3543,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3565,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3593,0.991,0,0,0,0,0,0,1,0,0.991
SDSS-II SN 3669,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 3674,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3780,0.969,0,0,0,0,0,0,1,0,0.969
SDSS-II SN 3811,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 3881,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3887,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3889,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 3945,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3959,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 3983,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 4019,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 4028,0.938,0,0,0,0,0,0,1,0,0.938
SDSS-II SN 4048,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 4054,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 4079,0.958,0,0,0,0,0,0,1,0,0.958
SDSS-II SN 4117,0.978,0,0,0,0,0,0,1,0,0.978
SDSS-II SN 4129,0.992,0,0,0,0,0,0,1,0,0.992
SDSS-II SN 4175,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 4181,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 4206,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 4211,0.76,0,0,0,0,0,0,1,0,0.76
SDSS-II SN 4229,0.968,0,0,0,0,0,0,1,0,0.968
SDSS-II SN 4236,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 4307,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 4311,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 4313,0.956,0,0,0,0,0,0,1,0,0.956
SDSS-II SN 4360,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 4455,0.984,0,0,0,0,0,0,1,0,0.984
SDSS-II SN 4540,0.943,0,0,0,0,0,0,1,0,0.943
SDSS-II SN 4557,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 4558,0.992,0,0,0,0,0,0,1,0,0.992
SDSS-II SN 4612,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 4639,0.901,0,0,0,0,0,0,1,0,0.901
SDSS-II SN 4651,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 4682,0.945,0,0,0,0,0,0,1,0,0.945
SDSS-II SN 4714,0.965,0,0,0,0,0,0,1,0,0.965
SDSS-II SN 4757,0.894,0,0,0,0,0,0,1,0,0.894
SDSS-II SN 4803,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 4808,0.929,0,0,0,0,0,0,-1,0,0.929
SDSS-II SN 4857,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 4978,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5178,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 5199,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5209,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 5230,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 5247,0.983,0,0,0,0,0,0,-1,0,0.983
SDSS-II SN 5468,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5473,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5486,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5590,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 5595,0.996,0,0,0,0,0,0,1,0,0.996
SDSS-II SN 5659,0.955,0,0,0,0,0,0,1,0,0.955
SDSS-II SN 5690,0.529,0,0,0,0,0,0,1,0,0.529
SDSS-II SN 5691,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5702,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5731,0.996,0,0,0,0,0,0,1,0,0.996
SDSS-II SN 5735,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5747,0.971,0,0,0,0,0,0,1,0,0.971
SDSS-II SN 5869,0.918,0,0,0,0,0,0,1,0,0.918
SDSS-II SN 5877,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 5890,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5897,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 5917,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5925,0.989,0,0,0,0,0,0,1,0,0.989
SDSS-II SN 5963,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 5993,0.593,0,0,0,0,0,0,1,0,0.593
SDSS-II SN 6225,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 6274,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 6275,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 6362,0.821,0,0,0,0,0,0,1,0,0.821
SDSS-II SN 6479,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6491,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6496,0.962,0,0,0,0,0,0,1,0,0.962
SDSS-II SN 6501,0.959,0,0,0,0,0,0,1,0,0.959
SDSS-II SN 6530,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6556,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6618,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 6696,0.5,0,0,0,0,0,0,1,0,0.5
SDSS-II SN 6709,0.927,0,0,0,0,0,0,1,0,0.927
SDSS-II SN 6807,0.919,0,0,0,0,0,0,1,0,0.919
SDSS-II SN 6813,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 6816,0.917,0,0,0,0,0,0,1,0,0.917
SDSS-II SN 6831,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6851,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6861,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 6877,0,0,0,0,0,0,0,1,-1,-1
SDSS-II SN 6889,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 6895,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 6896,0.91,0,0,0,0,0,0,1,0,0.91
SDSS-II SN 6913,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 7051,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7056,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 7099,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7194,0.976,0,0,0,0,0,0,1,0,0.976
SDSS-II SN 7195,0.934,0,0,0,0,0,0,1,0,0.934
SDSS-II SN 7365,0.961,0,0,0,0,0,0,1,0,0.961
SDSS-II SN 7373,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7374,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 7413,0.968,0,0,0,0,0,0,1,0,0.968
SDSS-II SN 7457,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7479,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7502,0.985,0,0,0,0,0,0,1,0,0.985
SDSS-II SN 7600,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7644,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7699,0.919,0,0,0,0,0,0,1,0,0.919
SDSS-II SN 7701,0.865,0,0,0,0,0,0,1,0,0.865
SDSS-II SN 7713,0.764,0,0,0,0,0,0,1,0,0.764
SDSS-II SN 7717,0.998,0,0,0,0,0,0,1,0,0.998
SDSS-II SN 7736,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 779,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7802,0.996,0,0,0,0,0,0,1,0,0.996
SDSS-II SN 7803,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 7824,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7835,0.997,0,0,0,0,0,0,1,0,0.997
SDSS-II SN 7884,0.981,0,0,0,0,0,0,1,0,0.981
SDSS-II SN 7954,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 7986,0.975,0,0,0,0,0,0,1,0,0.975
SDSS-II SN 8004,0.98,0,0,0,0,0,0,1,0,0.98
SDSS-II SN 8092,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 8114,0.906,0,0,0,0,0,0,1,0,0.906
SDSS-II SN 8160,0.86,0,0,0,0,0,0,1,0,0.86
SDSS-II SN 8165,0.979,0,0,0,0,0,0,1,0,0.979
SDSS-II SN 8216,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 8226,0.954,0,0,0,0,0,0,1,0,0.954
SDSS-II SN 8254,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 8280,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 8290,0.993,0,0,0,0,0,0,1,0,0.993
SDSS-II SN 8307,0.943,0,0,0,0,0,0,1,0,0.943
SDSS-II SN 8421,0.787,0,0,0,0,0,0,1,0,0.787
SDSS-II SN 8605,-1,0,0,0,0,0,0,-1,0,-1
SDSS-II SN 8607,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 8651,0.919,0,0,0,0,0,0,1,0,0.919
SDSS-II SN 8700,0.99,0,0,0,0,0,0,1,0,0.99
SDSS-II SN 8730,0.955,0,0,0,0,0,0,1,0,0.955
SDSS-II SN 8888,0.924,0,0,0,0,0,0,1,0,0.924
SDSS-II SN 8912,0.984,0,0,0,0,0,0,1,0,0.984
SDSS-II SN 893,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9020,0.446,0,0,0,0,0,0,1,0,0.446
SDSS-II SN 904,0,0,0,0,0,0,0,1,0,0
SDSS-II SN 9052,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9109,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9132,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9133,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9194,0,0,0,0,0,0,0,-1,0,0
SDSS-II SN 9239,0.994,0,0,0,0,0,0,1,0,0.994
SDSS-II SN 9268,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 9326,0.999,0,0,0,0,0,0,1,0,0.999
SDSS-II SN 9424,-1,0,0,0,0,0,0,1,0,-1
SDSS-II SN 9558,0.947,0,0,0,0,0,0,1,0,0.947
SDSS-II SN 9594,0.995,0,0,0,0,0,0,1,0,0.995
SDSS-II SN 9704,0.941,0,0,0,0,0,0,1,0,0.941
SDSS-II SN 9817,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 986,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9895,1,0,0,0,0,0,0,1,0,1
SDSS-II SN 9954,0.999,0,0,0,0,0,0,1,0,0.999
SN2003im,0,0,0,0,0,1,2,1,0,1
SN2003jk,0,0,0,0,0,1,1,1,0,1
SN2003jr,0,1,0,0,0,1,1,1,0,2
SN2003ju,0,1,0,0,0,1,2,1,0,2
SN2003kk,0,1,0,0,0,1,1,1,0,2
SN2003kl,0,1,0,0,0,1,2,1,0,2
SN2003lc,0,0,0,0,0,1,3,1,0,1
SN2003lf,0,1,0,0,0,1,2,1,0,2
SN2003lj,0,1,0,0,0,1,1,1,0,2
SN2004at,0,0,0,0,0,1,11,1,0,1
SN2004bj,0,0,0,0,0,1,2,1,0,1
SN2004bk,0,0,0,0,0,1,3,1,0,1
SN2004cn,0,0,0,0,0,1,0,1,0,1
SN2004co,0,0,0,0,0,1,0,1,0,1
