name,disc_date,galex_ra,galex_dec,osc_host,epochs_total,epochs_pre,epochs_post,delta_t_first,delta_t_last,delta_t_next,ned_objname,ned_ra,ned_dec,posn_ref,ned_type,z,z_err,z_ref,h_dist,h_dist_err,a_v,a_k,sep,offset,offset_verdict,z_indep_dist,z_indep_dist_err,z_indep_ref,pgc,pref_dist,pref_dist_err,pref_dist_ref,P_Ia
PSc180255,2011-07-01,22h14m56.395s,0d32m39.24s,,49,48,1,2847,49,49,[LYY2017] 062474,22h14m56.447s,+00d32m38.03s,2017AJ....153...53L,G,0.4584,,2018ApJ...857...51J,1750.82,122.63,0.147,0.016,0.024,12.26391715,,,,,,1750.82,122.63,2017AJ....153...53L,0.9821
PSc180561,2011-07-28,22h17m50.984s,1d28m06.39s,,2,1,1,674,76,76,PS1-11ajs,22h17m50.9839s,+01d28m06.391s,2014ApJ...795...44R,SN,0.23,0.01,2014ApJ...795...44R,979.9,80.98,0.134,0.015,0.0,0.008615244000000001,,,,,,979.9,80.98,2014ApJ...795...44R,2.0
PTF09foz,2009-10-09,0h42m11.893s,-9d52m54.65s,,32,3,29,1095,706,344,WISEA J004211.92-095254.8,00h42m11.915s,-09d52m54.85s,2007SDSS6.C...0000:,G,0.0544,8e-05,2003SDSS1.C...0000:,228.31,16.55,0.08900000000000001,0.01,0.006,0.436158489,,,,,,228.31,16.55,2003SDSS1.C...0000:,1.0
PTF10cko,2010-02-24,12h11m15.37s,13d44m01.5s,,3,2,1,2145,26,27,WISEA J121115.57+134405.9,12h11m15.554s,+13d44m06.06s,2007SDSS6.C...0000:,G,0.06473,8e-05,2005SDSS4.C...0000:,282.02,20.21,0.091,0.01,0.08800000000000001,7.168833227,,,,,,282.02,20.21,2005SDSS4.C...0000:,1.0
PTF10cwm,2010-03-13,12h32m55.41s,4d29m11.3s,,7,2,5,1060,392,4,WISEA J123255.32+042906.8,12h32m55.324s,+04d29m06.92s,2007SDSS6.C...0000:,G,0.07929,0.00016,2004SDSS2.C...0000:,344.43,24.5,0.053,0.006,0.076,7.624532948,,,,,,344.43,24.5,2004SDSS2.C...0000:,1.0
PTF10fej,2010-03-25,16h06m19.32s,53d55m16.8s,,62,43,19,2142,442,40,WISEA J160618.86+535520.3,16h06m18.848s,+53d55m20.55s,2007SDSS6.C...0000:,G,0.10995,9e-05,2003SDSS1.C...0000:,471.24,33.27,0.026000000000000002,0.003,0.09300000000000001,18.30304224,,,,,,471.24,33.27,2003SDSS1.C...0000:,1.0
PTF10gsp,2010-04-27,13h53m35.97s,39d58m22.2s,,5,3,2,1783,315,315,WISEA J135336.00+395822.3,13h53m36.001s,+39d58m22.19s,2007SDSS6.C...0000:,G,0.10658,0.00013000000000000002,2005SDSS4.C...0000:,459.1,32.42,0.035,0.004,0.006,1.029976115,,,,,,459.1,32.42,2005SDSS4.C...0000:,1.0
PTF10nda,2010-06-27,13h57m09.73s,61d15m09.1s,,5,3,2,1939,295,250,2MASX J13570998+6115207,13h57m09.922s,+61d15m20.81s,2007SDSS6.C...0000:,G,0.10069,0.00015,2004SDSS2.C...0000:,432.56,30.59,0.05,0.005,0.19699999999999998,25.22866399,,,,,,432.56,30.59,2004SDSS2.C...0000:,1.0
PTF10qna,2010-08-02,0h47m50.83s,-25d57m56.4s,,5,4,1,2476,397,398,WISEA J004750.91-255751.8,00h47m50.93s,-25d57m52.3s,20032dF...C...0000C,G,0.0945,0.0003,20032dF...C...0000C,400.68,28.41,0.040999999999999995,0.004,0.07200000000000001,8.572181112,,,,,,400.68,28.41,20032dF...C...0000C,1.0
PTF10rbp,2010-08-08,1h16m37.78s,-1d49m28.2s,,2,1,1,670,446,447,WISEA J011637.67-014929.2,01h16m37.78s,-01d49m28.2s,20032MASX.C.......:,G,0.0823,0.0,2014MNRAS.438.1391P,347.99,24.73,0.14400000000000002,0.016,0.0,0.0,,,,,,347.99,24.73,2014MNRAS.438.1391P,1.0
PTF10trp,2010-08-27,21h28m08.01s,9d51m14s,,13,10,3,2248,343,28,WISEA J212808.03+095114.0,21h28m08.015s,+09d51m14.01s,2007SDSS6.C...0000:,G,0.04888,8e-05,2004SDSS2.C...0000:,204.59,14.96,0.121,0.013000000000000001,0.001,0.076845249,,,,,,204.59,14.96,2004SDSS2.C...0000:,1.0
PTF10ujt,2010-09-01,1h49m34.34s,-8d48m02.5s,,5,4,1,2524,405,405,WISEA J014934.44-084806.5,01h49m34.432s,-08d48m06.64s,2007SDSS6.C...0000:,G,0.14276,0.0001,2003SDSS1.C...0000:,607.47,42.75,0.071,0.008,0.073,12.94445313,,,,,,607.47,42.75,2003SDSS1.C...0000:,1.0
PTF10vnu,2010-09-16,1h11m03.36s,0d26m27.4s,,8,3,5,2536,53,11,WISEA J011103.70+002622.4,01h11m03.67s,+00d26m22.2s,1990MNRAS.243..692M,G,0.046110000000000005,1e-05,2016SDSSD.C...0000:,192.91,14.17,0.07400000000000001,0.008,0.11800000000000001,6.683291627999999,,,,,,192.91,14.17,2016SDSSD.C...0000:,1.0
PTF11dej,2011-05-04,14h15m54.34s,30d22m09.9s,,5,3,2,2171,31,19,WISEA J141554.24+302211.6,14h15m54.22s,+30d22m11.4s,20032MASX.C.......:,G,0.08223,,2011ApJ...735..125S,355.0,25.22,0.046,0.005,0.036000000000000004,4.003266883999999,,,,,,355.0,25.22,2011ApJ...735..125S,1.0
SDSS-II SN 10066,2005-11-03,21h36m00.72s,-0d03m14.868s,SDSS J13600.82-000314.7,146,70,76,88,1779,276,SDSS-II SN 10066,21h36m00.831s,-00d03m15.01s,2007SDSS6.C...0000:,G,0.447,,2011ApJ...738..162S,1909.58,133.74,0.17,0.019,0.027999999999999997,15.52006601,,,,,,1909.58,133.74,2011ApJ...738..162S,0.996
SDSS-II SN 10113,2005-11-01,3h36m43.628s,-0d08m25.2s,,11,2,9,705,1492,404,SDSS-II SN 10113 HOST,03h36m43.605s,-00d08m25.51s,2010ApJ...713.1026D,G,0.29600000000000004,,2010ApJ...713.1026D,1265.57,88.69,0.276,0.03,0.008,2.852562931,,,,,,1265.57,88.69,2010ApJ...713.1026D,0.9990000000000001
SDSS-II SN 10146,2005-10-20,1h43m07.008s,1d15m04.824s,SDSS J14306.99+011504.5,8,4,4,381,1093,717,SDSS J014306.99+011504.4,01h43m06.992s,+01d15m04.45s,2007SDSS6.C...0000:,G,0.28421,1e-05,2016SDSSD.C...0000:,1213.05,85.02,0.085,0.009000000000000001,0.008,2.6241858959999997,,,,,,1213.05,85.02,2016SDSSD.C...0000:,1.0
SDSS-II SN 10299,2005-11-05,22h49m03.36s,0d59m36.89s,SDSS J24903.40+005936.5,10,8,2,452,1068,1069,SDSS-II SN 10299,22h49m03.399s,+00d59m36.61s,2007SDSS6.C...0000:,G,0.23800000000000002,,2011ApJ...738..162S,1014.05,71.11,0.255,0.027999999999999997,0.011000000000000001,3.188465903,,,,,,1014.05,71.11,2011ApJ...738..162S,1.0
SDSS-II SN 10450,2005-11-02,22h29m06.24s,-1d07m43.212s,SDSS J22906.03-010743.1,21,6,15,448,2170,267,WISEA J222906.06-010743.9,22h29m06.044s,-01d07m43.12s,2007SDSS6.C...0000:,G,0.272,0.005,2011ApJ...738..162S,1159.75,84.07,0.183,0.02,0.049,16.62366763,,,,,,1159.75,84.07,2011ApJ...738..162S,1.0
SDSS-II SN 10506,2005-10-26,0h48m06.384s,0d30m00.648s,,8,2,6,752,738,710,SDSS-II SN 10506,00h48m06.372s,+00d30m00.65s,2011ApJ...738..162S,VisS,0.023,,2011ApJ...738..162S,93.69,7.84,0.057999999999999996,0.006,0.003,0.086025109,,,,,,93.69,7.84,2011ApJ...738..162S,0.9840000000000001
SDSS-II SN 10524,2005-11-02,3h43m55.944s,0d35m04.7508s,SDSS J34355.84+003504.3,4,2,2,702,1129,1129,SDSS-II SN 10524,03h43m55.856s,+00d35m04.15s,2007SDSS6.C...0000:,G,0.08199999999999999,,2011ApJ...738..162S,349.21,24.81,0.335,0.037000000000000005,0.024,2.4709775819999997,,,,,,349.21,24.81,2011ApJ...738..162S,0.985
SDSS-II SN 10559,2005-11-02,23h36m27.968s,-1d13m35.53s,SDSS J33628.01-011335.7,10,4,6,750,686,325,SDSS-II SN 10559,23h36m27.943s,-01d13m35.76s,2010ApJ...713.1026D,VisS,0.27699999999999997,,2011ApJ...738..162S,1181.11,82.79,0.085,0.009000000000000001,0.008,2.531899067,,,,,,1181.11,82.79,2011ApJ...738..162S,1.0
SDSS-II SN 10843,2005-11-10,3h33m48.6s,0d05m57.38s,SDSS J33348.61+000557.2,6,2,4,714,1118,776,WISEA J033348.61+000557.1,03h33m48.618s,+00d05m57.22s,2007SDSS6.C...0000:,G,0.35100000000000003,0.01,2011ApJ...738..162S,1501.06,113.55,0.272,0.03,0.005,2.283973361,,,,,,1501.06,113.55,2011ApJ...738..162S,0.971
SDSS-II SN 11026,2005-10-21,21h43m13.68s,0d53m27.928s,SDSS J14313.59+005327.5,8,4,4,782,1053,1053,WISEA J214313.61+005327.3,21h43m13.593s,+00d53m27.43s,2007SDSS6.C...0000:,G,0.28429,2.9999999999999997e-05,2016SDSSD.C...0000:,1212.68,85.0,0.166,0.018000000000000002,0.024,8.250713891,,,,,,1212.68,85.0,2016SDSSD.C...0000:,1.0
SDSS-II SN 11098,2005-11-19,20h38m32.88s,1d12m31.284s,SDSS J03832.79+011229.6,21,6,15,495,1688,257,SDSS-II SN 11098,20h38m32.798s,+01d12m29.69s,2007SDSS6.C...0000:,G,0.34299999999999997,,2011ApJ...738..162S,1464.85,102.63,0.25,0.027999999999999997,0.034,14.34894373,,,,,,1464.85,102.63,2011ApJ...738..162S,0.951
SDSS-II SN 11181,2005-11-19,23h48m05.183s,-0d08m35.74s,SDSS J34805.22-000836.0,6,2,4,762,1012,314,SDSS-II SN 11181,23h48m05.210s,-00d08m36.05s,2007SDSS6.C...0000:,G,0.136,,2011ApJ...738..162S,577.26,40.64,0.083,0.009000000000000001,0.008,1.441212554,,,,,,577.26,40.64,2011ApJ...738..162S,0.9690000000000001
SDSS-II SN 11317,2005-11-10,3h46m01.728s,0d33m43.6s,SDSS J34601.76+003343.5,8,2,6,710,1129,1123,SDSS-II SN 11317,03h46m01.761s,+00d33m43.53s,2007SDSS6.C...0000:,G,0.292,,2011ApJ...738..162S,1248.63,87.51,0.495,0.055,0.008,3.033093395,,,,,,1248.63,87.51,2011ApJ...738..162S,0.948
SDSS-II SN 11370,2005-11-02,0h45m52.104s,-0d42m50.274s,SDSS J04552.20-004251.6,12,2,10,759,704,691,SDSS-II SN 11370,00h45m52.204s,-00d42m51.65s,2007SDSS6.C...0000:,G,0.4559,0.0003,2006MNRAS.372..425C,1947.69,136.41,0.054000000000000006,0.006,0.034,19.28167892,,,,,5097729.0,1947.69,136.41,2006MNRAS.372..425C,0.992
SDSS-II SN 11518,2005-11-23,0h33m38.3712s,0d32m18.409s,SDSS J03338.46+003219.4,12,2,10,784,669,341,SDSS-II SN 11518,00h33m38.449s,+00d32m19.48s,2007SDSS6.C...0000:,G,0.316,,2011ApJ...738..162S,1348.41,94.49,0.06,0.006999999999999999,0.026000000000000002,10.39990654,,,,,5094954.0,1348.41,94.49,2011ApJ...738..162S,0.9940000000000001
SDSS-II SN 1166,2005-09-09,0h37m25.35s,0d58m23.8s,SDSS J03725.26+005826.1,16,6,10,709,1098,753,WISEA J003725.29+005825.8,00h37m25.269s,+00d58m26.22s,2007SDSS6.C...0000:,G,0.3824,0.0005,2011ApJ...740...92G,1632.81,114.4,0.053,0.006,0.045,21.51521561,,,,,,1632.81,114.4,2011ApJ...740...92G,1.0
SDSS-II SN 11771,2005-11-19,1h00m55.35s,-0d31m33.53s,SDSS J10055.45-003134.7,10,2,8,774,708,687,WISEA J010055.46-003134.8,01h00m55.456s,-00d31m34.86s,2007SDSS6.C...0000:,G,0.2575,0.01,2011ApJ...738..162S,1098.14,88.1,0.09699999999999999,0.011000000000000001,0.034,11.09067533,,,,,5235177.0,1098.14,88.1,2011ApJ...738..162S,0.951
SDSS-II SN 11858,2005-11-19,0h04m12.396s,0d21m34.13s,SDSS J00412.51+002134.1,16,2,14,760,718,681,SDSS-II SN 11858,00h04m12.499s,+00d21m34.19s,2007SDSS6.C...0000:,G,0.252,,2011ApJ...738..162S,1074.12,75.31,0.11199999999999999,0.012,0.025,8.095698965,,,,,,1074.12,75.31,2011ApJ...738..162S,0.925
SDSS-II SN 12199,2005-11-23,23h16m39.626s,-1d09m29.61s,SDSS J31639.63-010929.4,8,4,4,821,1050,308,WISEA J231639.63-010928.9,23h16m39.643s,-01d09m29.48s,2007SDSS6.C...0000:,G,0.31046,2e-05,2016SDSSD.C...0000:,1324.37,92.81,0.11800000000000001,0.013000000000000001,0.004,1.846341195,,,,,,1324.37,92.81,2016SDSSD.C...0000:,0.997
SDSS-II SN 12213,2005-11-07,23h02m20.18s,-0d38m46.9s,,15,9,6,768,1066,340,SDSS-II SN 12213,23h02m20.180s,-00d38m46.90s,2011ApJ...738..162S,VisS,0.43799999999999994,,2011ApJ...738..162S,1870.6,131.01,0.18,0.02,0.0,0.0,,,,,,1870.6,131.01,2011ApJ...738..162S,0.961
SDSS-II SN 12804,2006-08-28,1h12m48.408s,1d02m24.61s,SDSS J11248.40+010224.7,21,2,19,700,1492,65,WISEA J011248.36+010224.5,01h12m48.401s,+01d02m24.70s,2007SDSS6.C...0000:,G,0.134,,2010ApJ...713.1026D,569.33,40.08,0.083,0.009000000000000001,0.003,0.385038008,,,,,5184244.0,569.33,40.08,2010ApJ...713.1026D,1.0
SDSS-II SN 12852,2006-08-27,20h57m00.73s,0d41m20.9s,,7,6,1,1098,1055,1055,SDSS-II SN 12852 HOST,20h57m00.732s,+00d41m20.87s,2010ApJ...713.1026D,G,0.264,,2010ApJ...713.1026D,1126.26,78.96,0.203,0.022000000000000002,0.001,0.23272244,,,,,,1126.26,78.96,2010ApJ...713.1026D,1.0
SDSS-II SN 12875,2006-08-27,23h48m30.48s,-0d03m43.8588s,SDSS J34830.59-000343.9,16,2,14,1043,739,19,SDSS J234830.59-000343.9,23h48m30.596s,-00d03m43.99s,2007SDSS6.C...0000:,G,0.26471999999999996,4e-05,2016SDSSD.C...0000:,1128.53,79.12,0.077,0.008,0.028999999999999998,9.597655995,,,,,,1128.53,79.12,2016SDSSD.C...0000:,1.0
SDSS-II SN 12879,2006-08-27,0h29m47.807s,-0d09m43.09s,SDSS J02947.80-000943.2,10,4,6,1057,392,392,SDSS-II SN 12879,00h29m47.811s,-00d09m43.25s,2007SDSS6.C...0000:,G,0.429,,2011ApJ...738..162S,1832.34,128.33,0.061,0.006999999999999999,0.003,1.5231644659999999,,,,,,1832.34,128.33,2011ApJ...738..162S,0.992
SDSS-II SN 12936,2006-08-28,2h08m10.91s,-1d03m05.4s,,8,6,2,1047,782,782,SDSS-II SN 12936 HOST,02h08m10.910s,-01d03m05.44s,2010ApJ...713.1026D,G,0.19399999999999998,,2010ApJ...713.1026D,827.08,58.06,0.10099999999999999,0.011000000000000001,0.001,0.161235179,,,,,,827.08,58.06,2010ApJ...713.1026D,1.0
SDSS-II SN 12941,2006-08-27,23h47m07.2s,-0d35m57.0228s,,6,2,4,1043,731,33,SDSS-II SN 12941,23h47m07.145s,-00d35m57.02s,2011ApJ...738..162S,VisS,0.28600000000000003,,2011ApJ...738..162S,1219.67,85.49,0.126,0.013999999999999999,0.013999999999999999,4.902533438,,,,,,1219.67,85.49,2011ApJ...738..162S,1.0
SDSS-II SN 12974,2006-08-28,1h26m34.032s,-0d13m42.0096s,SDSS J12634.02-001342.2,14,4,10,701,759,403,WISEA J012634.03-001342.1,01h26m34.022s,-00d13m42.23s,2007SDSS6.C...0000:,G,0.3063,7e-05,2016SDSSD.C...0000:,1307.42,91.62,0.078,0.009000000000000001,0.005,1.6967078009999998,,,,,5158294.0,1307.42,91.62,2016SDSSD.C...0000:,1.0
SDSS-II SN 12978,2006-08-28,0h28m40.119s,0d08m52.52s,,8,2,6,705,761,404,SDSS-II SN 12978,00h28m40.119s,+00d08m52.52s,2011ApJ...738..162S,VisS,0.17,0.013999999999999999,2011ApJ...738..162S,723.1,50.8,0.057999999999999996,0.006,0.0,0.0,,,,,,723.1,50.8,2011ApJ...738..162S,1.0
SDSS-II SN 1302,2005-09-09,3h34m37.152s,0d53m30.851s,SDSS J33437.14+005331.0,4,2,2,652,1180,1180,SDSS-II SN 01302,03h34m37.147s,+00d53m31.00s,2007SDSS6.C...0000:,G,0.282,,2011ApJ...738..162S,1205.56,84.5,0.267,0.028999999999999998,0.003,0.977400553,,,,,,1205.56,84.5,2011ApJ...738..162S,1.0
SDSS-II SN 13096,2006-09-15,23h53m28.8s,-1d12m08.1s,SDSS J35328.90-011208.1,12,2,10,1062,422,37,WISEA J235328.90-011208.5,23h53m28.896s,-01d12m08.12s,2007SDSS6.C...0000:,G,0.363,,2010ApJ...713.1026D,1549.48,108.54,0.075,0.008,0.024,10.81845437,,,,,,1549.48,108.54,2010ApJ...713.1026D,1.0
SDSS-II SN 13101,2006-09-12,0h06m24.54s,-1d13m54.6s,SDSS J00624.54-011354.6,6,4,2,1100,421,422,WISEA J000624.53-011354.5,00h06m24.504s,-01d13m54.30s,2013ApJ...763...88C,G,0.36838000000000004,7e-05,2013ApJ...763...88C,1572.56,110.16,0.105,0.012,0.011000000000000001,4.728226885,,,,,5182524.0,1572.56,110.16,2013ApJ...763...88C,0.987
SDSS-II SN 13108,2006-09-16,0h39m28.989s,-1d12m01.16s,SDSS J03929.00-011159.9,10,2,8,1064,407,385,SDSS-II SN 13108,00h39m28.977s,-01d12m01.44s,2010ApJ...713.1026D,VisS,0.28800000000000003,0.034,2010ApJ...713.1026D,1022.99,71.74,0.067,0.006999999999999999,0.006,1.6598895980000001,,,,,5095653.0,1022.99,71.74,2011ApJ...738..162S,1.0
SDSS-II SN 13168,2006-09-12,0h06m24.384s,0d37m17.2s,SDSS J00624.42+003716.8,10,2,8,1057,421,385,SDSS-II SN 13168,00h06m24.377s,+00d37m16.97s,2010ApJ...713.1026D,VisS,0.271,,2011ApJ...738..162S,1155.51,81.0,0.11599999999999999,0.013000000000000001,0.005,1.4236483880000002,,,,,,1155.51,81.0,2011ApJ...738..162S,0.973
SDSS-II SN 13177,2006-09-12,1h26m25.752s,0d33m52.934s,SDSS J12625.76+003352.8,6,4,2,716,385,386,WISEA J012625.76+003352.6,01h26m25.762s,+00d33m52.93s,2007SDSS6.C...0000:,G,0.31869000000000003,9e-05,2016SDSSD.C...0000:,1360.47,95.33,0.081,0.009000000000000001,0.002,0.99360127,,,,,,1360.47,95.33,2016SDSSD.C...0000:,0.997
SDSS-II SN 13323,2006-09-11,21h32m12.304s,-0d08m04.7s,SDSS J13212.35-000803.8,572,234,338,1117,1809,318,WISEA J213212.38-000804.3,21h32m12.355s,-00d08m04.00s,2007SDSS6.C...0000:,G,0.2323,0.01,2011ApJ...738..162S,990.12,81.58,0.106,0.012,0.017,4.9775127,,,,,,990.12,81.58,2011ApJ...738..162S,1.0
SDSS-II SN 13333,2006-09-11,21h14m35.76s,0d16m41.459s,SDSS J11435.79+001642.5,10,6,4,758,1035,736,SDSS-II SN 13333,21h14m35.794s,+00d16m42.36s,2007SDSS6.C...0000:,G,0.214,,2011ApJ...738..162S,911.92,63.98,0.28300000000000003,0.031,0.017,4.603511082,,,,,,911.92,63.98,2011ApJ...738..162S,1.0
SDSS-II SN 13378,2006-09-11,2h26m10.224s,1d08m47.184s,SDSS J22610.16+010844.2,8,4,4,1022,773,773,WISEA J022610.20+010844.5,02h26m10.168s,+01d08m44.16s,2007SDSS6.C...0000:,G,0.309,0.0,2005ApJS..158..161H,1319.87,92.49,0.087,0.01,0.052000000000000005,20.15016265,,,,,4634219.0,1319.87,92.49,2005ApJS..158..161H,1.0
SDSS-II SN 13393,2006-09-15,22h52m57.12s,0d37m03s,SDSS J25257.10+003702.9,14,10,4,764,754,23,SDSS-II SN 13393,22h52m57.107s,+00d37m02.89s,2007SDSS6.C...0000:,G,0.27,0.039,2011ApJ...738..162S,1151.09,80.69,0.225,0.025,0.004,1.255998262,,,,,,1151.09,80.69,2011ApJ...738..162S,1.0
SDSS-II SN 13411,2006-08-28,21h00m45.6s,0d11m30.17s,SDSS J10045.53+001130.2,14,7,7,1099,1054,736,SDSS J210045.52+001130.3,21h00m45.522s,+00d11m30.32s,2007SDSS6.C...0000:,G,0.163,0.0005,2011ApJ...740...92G,693.67,48.79,0.223,0.025,0.02,3.9949531030000003,,,,,,693.67,48.79,2011ApJ...740...92G,1.0
SDSS-II SN 1342,2005-09-09,23h06m06.605s,0d07m01.24s,,7,5,2,686,1126,1127,SDSS-II SN 01342 HOST,23h06m06.576s,+00d07m00.77s,2010ApJ...713.1026D,G,0.28300000000000003,,2010ApJ...713.1026D,1206.76,84.58,0.115,0.013000000000000001,0.011000000000000001,3.7656732980000003,,,,,,1206.76,84.58,2010ApJ...713.1026D,1.0
SDSS-II SN 13452,2006-09-15,0h07m40.994s,-0d21m04.54s,SDSS J00740.97-002104.4,12,2,10,1060,744,382,SDSS-II SN 13452,00h07m40.994s,-00d21m04.53s,2007SDSS6.C...0000:,G,0.494,,2011ApJ...738..162S,2110.58,147.8,0.128,0.013999999999999999,0.0,0.10264198199999999,,,,,5195219.0,2110.58,147.8,2011ApJ...738..162S,0.998
SDSS-II SN 13458,2006-09-16,1h05m51.198s,-0d15m01.69s,SDSS J10550.91-001458.3,14,2,12,1075,407,386,WISEA J010550.91-001458.4,01h05m50.919s,-00d14m58.43s,2007SDSS6.C...0000:,G,0.3191,0.0002,2011ApJ...738..162S,1362.0,95.44,0.10099999999999999,0.011000000000000001,0.08900000000000001,35.17231992,ok,,,,,1362.0,95.44,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 13465,2006-09-15,23h15m31.92s,0d00m58.2s,SDSS J31531.86+000057.9,18,6,12,1117,1106,18,SDSS-II SN 13465,23h15m31.860s,+00d00m58.10s,2007SDSS6.C...0000:,VisS,0.267,0.047,2011ApJ...738..162S,995.41,147.47,0.11,0.012,,,ok,,,,,1193.91,83.68,2005ApJS..158..161H,1.0
SDSS-II SN 13476,2006-09-15,23h44m04.008s,-0d47m27.44s,SDSS J34404.07-004726.3,10,2,8,0,714,12,SDSS-II SN 13476,23h44m03.984s,-00d47m27.49s,2010ApJ...713.1026D,VisS,0.257,,2011ApJ...738..162S,1095.47,76.8,0.08199999999999999,0.009000000000000001,0.006,1.940808179,,,,,,1095.47,76.8,2011ApJ...738..162S,1.0
SDSS-II SN 13479,2006-09-16,2h25m53.304s,-0d22m17.562s,,13,5,8,691,759,397,SDSS-II SN 13479,02h25m53.302s,-00d22m17.56s,2011ApJ...738..162S,VisS,0.465,,2011ApJ...738..162S,1987.99,139.23,0.099,0.011000000000000001,0.001,0.290492718,,,,,,1987.99,139.23,2011ApJ...738..162S,0.986
SDSS-II SN 13507,2006-09-12,1h41m49.584s,-0d47m44.412s,SDSS J14149.56-004744.8,12,6,6,1062,765,378,SDSS-II SN 13507,01h41m49.554s,-00d47m44.38s,2007SDSS6.C...0000:,G,0.318,,2011ApJ...738..162S,1357.75,95.14,0.079,0.009000000000000001,0.008,2.9808012269999997,,,,,,1357.75,95.14,2011ApJ...738..162S,0.991
SDSS-II SN 13520,2006-09-11,1h08m42.082s,-0d00m57.27s,SDSS J10842.09-000057.6,10,2,8,1070,1520,391,SDSS-II SN 13520,01h08m42.092s,-00d00m57.53s,2007SDSS6.C...0000:,G,0.293,,2011ApJ...738..162S,1250.25,87.62,0.09,0.01,0.005,1.82737676,,,,,,1250.25,87.62,2011ApJ...738..162S,1.0
SDSS-II SN 13529,2006-09-11,1h26m52.812s,0d20m12.45s,SDSS J12652.82+002012.4,6,4,2,715,388,389,SDSS-II SN 13529,01h26m52.818s,+00d20m12.50s,2007SDSS6.C...0000:,G,0.315,,2011ApJ...738..162S,1344.69,94.23,0.08900000000000001,0.01,0.001,0.6738474170000001,,,,,5141574.0,1344.69,94.23,2011ApJ...738..162S,1.0
SDSS-II SN 13615,2006-09-17,20h45m38.99s,1d11m12.12s,SDSS J04538.97+011112.2,64,10,54,797,1386,674,WISEA J204538.98+011112.2,20h45m38.979s,+01d11m12.23s,2007SDSS6.C...0000:,G,0.23199999999999998,,2010ApJ...713.1026D,989.36,69.39,0.22399999999999998,0.025,0.003,0.955917543,,,,,,989.36,69.39,2010ApJ...713.1026D,0.99
SDSS-II SN 13646,2006-09-11,23h49m53.417s,-1d01m55.61s,SDSS J34953.40-010155.8,10,6,4,1114,403,359,SDSS J234953.40-010155.7,23h49m53.407s,-01d01m55.79s,2007SDSS6.C...0000:,G,0.292,,2010ApJ...713.1026D,1245.39,87.29,0.085,0.009000000000000001,0.004,1.4215662530000002,,,,,,1245.39,87.29,2010ApJ...713.1026D,1.0
SDSS-II SN 13659,2006-09-11,3h06m42.624s,-1d02m28.86s,SDSS J30642.71-010227.6,15,2,13,1018,1178,405,SDSS-II SN 13659,03h06m42.636s,-01d02m28.86s,2011ApJ...738..162S,VisS,0.287,,2011ApJ...738..162S,1226.43,85.96,0.19,0.021,0.003,1.070262077,,,,,,1226.43,85.96,2011ApJ...738..162S,0.996
SDSS-II SN 13716,2006-09-18,20h59m48.96s,0d29m18.539s,,5,4,1,1120,1033,1033,SDSS-II SN 13716,20h59m49.002s,+00d29m18.54s,2011ApJ...738..162S,VisS,0.322,,2011ApJ...738..162S,1374.63,96.32,0.22899999999999998,0.025,0.01,4.214975453,,,,,,1374.63,96.32,2011ApJ...738..162S,1.0
SDSS-II SN 13729,2006-09-18,21h15m40.497s,0d52m31s,SDSS J11540.50+005231.1,14,6,8,765,1035,720,SDSS-II SN 13729 HOST,21h15m40.481s,+00d52m30.61s,2010ApJ...713.1026D,G,0.34299999999999997,,2010ApJ...713.1026D,1464.38,102.6,0.243,0.027000000000000003,0.008,3.263558611,,,,,,1464.38,102.6,2010ApJ...713.1026D,0.9990000000000001
SDSS-II SN 13731,2006-09-18,21h27m09.6s,0d58m44.216s,SDSS J12709.65+005844.1,22,4,18,2,1781,310,WISEA J212709.63+005844.2,21h27m09.656s,+00d58m44.16s,2007SDSS6.C...0000:,G,0.45865,0.00014,2016SDSSD.C...0000:,1959.56,137.24,0.128,0.013999999999999999,0.013999999999999999,8.022721677,,,,,,1959.56,137.24,2016SDSSD.C...0000:,0.987
SDSS-II SN 13732,2006-09-18,21h37m04.32s,0d54m03.726s,,22,8,14,1114,721,300,SDSS J213704.39+005403.6,21h37m04.394s,+00d54m03.64s,2016SDSSD.C...0000:,G,0.40223000000000003,2.9999999999999997e-05,2016SDSSD.C...0000:,1717.83,120.33,0.155,0.017,0.018000000000000002,9.304544242999999,,,,,,1717.83,120.33,2016SDSSD.C...0000:,0.995
SDSS-II SN 13734,2006-09-15,21h59m21.12s,1d00m38.196s,SDSS J15921.14+010038.1,13,8,5,769,1092,734,SDSS-II SN 13734,21h59m21.127s,+01d00m38.12s,2007SDSS6.C...0000:,G,0.263,,2011ApJ...738..162S,1121.35,78.62,0.125,0.013999999999999999,0.002,0.708306775,,,,,,1121.35,78.62,2011ApJ...738..162S,0.985
SDSS-II SN 13737,2006-09-15,22h35m42.312s,0d57m45.67s,SDSS J23542.30+005745.5,2,1,1,751,1853,1853,SDSS J223542.30+005745.4,22h35m42.310s,+00d57m45.43s,2007SDSS6.C...0000:,G,0.32899999999999996,,2010ApJ...713.1026D,1403.82,98.36,0.22,0.024,0.004,1.653377079,,,,,,1403.82,98.36,2010ApJ...713.1026D,1.0
