,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900
0.01,0.4583333333333333,1.0588235294117647,2.052631578947368,2.2272727272727275,2.682539682539683,3.0988235294117645,2.0,1.6818181818181817,1.8160087719298246,1.399274047186933,2.2272727272727275,3.832951945080092,4.918181818181819,3.6,2.4347826086956523,1.6842105263157894,1.0,0.35294117647058826,0.0,0.0
0.015848931924611134,0.9473684210526315,1.4117647058823528,2.5294117647058822,2.342391304347826,4.119433198380567,5.133333333333333,4.3121082621082625,4.064756811815635,4.221190476190476,3.373131770190594,2.7865546218487394,4.3901098901098905,5.240909090909091,3.5238095238095237,2.6666666666666665,1.6111111111111112,1.0,0.4583333333333333,0.0,0.0
0.025118864315095794,1.2258064516129032,2.0,3.6822117794486218,4.549558284852402,5.603651903651905,6.230952380952381,6.972989291410344,8.994261294261293,8.428729856314996,7.188230326081989,5.966269841269841,5.289855072463768,5.110047846889953,3.6842105263157894,2.4545454545454546,1.5714285714285714,1.0,0.23529411764705882,0.0,0.0
0.039810717055349734,2.142857142857143,4.444965571512887,6.282692307692308,7.673537676633652,8.044220485396956,8.623832528180355,9.676437305384674,12.828196378001476,12.975311562947853,10.528017160251043,6.421111111111111,5.692307692307692,5.5,3.642857142857143,2.8,1.7142857142857144,1.0,0.4375,0.0,0.0
0.06309573444801933,2.8419457735247207,6.21256038647343,7.8220323536113,8.912698412698413,10.793797327543457,11.744681244681246,15.638826750591456,17.957366690383246,17.601055806938163,16.03156340279058,10.117024203866311,6.48998294970162,5.531328320802006,4.505050505050505,3.65274064171123,2.255072463768116,1.1764705882352942,0.2857142857142857,0.0,0.0
0.1,4.207858637526157,6.964646464646465,9.245762570762572,11.388554294281432,14.072672210830104,14.69902958152958,19.360083835153493,21.858461856479682,21.601751361813278,19.06078651946464,12.518474809267648,7.628618113912232,6.784782608695652,5.71395881006865,4.222222222222221,2.75,1.2727272727272727,0.4583333333333333,0.1,0.07142857142857142
0.15848931924611143,5.4243881118881125,8.096491228070175,11.397922077922079,15.817840770340771,17.468884011614875,19.5883498118993,23.18520784770785,26.0759486729301,25.312006360101666,21.950507971560604,14.069534912074957,9.161367521367522,9.011617672944904,7.461525974025974,4.948529411764706,2.888888888888889,1.2222222222222223,0.8035714285714286,1.0,1.0
0.25118864315095807,6.341157240928408,9.878622358034121,13.01943307034189,17.946815009433603,21.993813066878083,26.609583209072984,29.885883009319542,28.217344430816915,26.805577706893498,23.19813383192539,14.787783110609197,10.46010582010582,10.836180124223604,9.187134502923977,6.277470355731224,2.7142857142857144,1.1052631578947367,1.08,1.0,1.0
0.3981071705534973,7.530701754385965,11.278571428571428,15.997352780518415,20.313089046727487,26.30331787644431,32.590358490614236,36.29610577789371,33.478616734143046,28.873950610792715,24.53674703779193,16.53468315314156,10.840476190476192,12.060150375939848,10.013729977116705,6.361433469822565,2.625,1.3333333333333333,1.0714285714285714,1.0,1.0
0.6309573444801934,8.788690476190476,12.560952380952381,18.127877237851663,22.448960380827053,30.41336919398114,36.117980172213585,39.70041167982344,35.673454233992324,30.420978260869564,25.657707654639704,17.020253941105334,12.245866760892,12.358695652173914,9.934782608695652,6.303921568627451,2.8181818181818183,1.9172932330827068,1.40625,1.0,1.0
1.0,10.633667502088555,14.28343685300207,20.599865047233468,26.580452404940893,33.98147455855492,39.26977901008222,41.69287656787657,36.51695767195767,30.507453845902827,26.432901337792643,17.060171998101058,13.438230928976365,12.403508771929824,10.275,6.427145135566188,2.7241379310344827,2.302380952380952,1.4615384615384617,1.0,1.0
1.584893192461114,11.44561403508772,16.819824783060078,22.838719026071967,31.73356349337293,38.14482807615799,42.335201646130095,43.44019377925789,37.26442786814704,31.983517786561265,27.69647743560787,18.301065085585208,13.804558404558405,12.208695652173912,10.425,6.001781652636411,2.661290322580645,2.35,1.3846153846153846,1.0,1.0
2.5118864315095824,13.393857885034356,19.832571010860484,25.98761284071218,35.03367334987742,40.65688083991659,45.62085049580473,45.41916811258917,38.284226342710994,32.51710112635304,28.43190121898562,20.491571644891998,13.729166666666668,12.411904761904761,10.432773109243696,6.305244854605468,3.029177718832891,2.2222222222222223,1.3333333333333333,1.0,1.0
3.981071705534973,15.475050276520863,21.736064016249774,29.028082701362685,38.4723342178982,44.46244351287426,47.49969885370929,46.30984387847088,38.131925647451965,33.37760923024475,29.202572484163213,20.542894822568734,13.8125,12.544061302681992,10.026315789473685,6.144191919191919,3.533333333333333,2.2,1.44,1.0,1.0
6.309573444801936,18.393658678782515,24.186629724353512,33.558152033152034,41.586319352302326,47.53747412008281,49.07598191282402,47.36334165453158,38.97688291390338,34.132586102352654,30.455356554350363,21.320095693779905,14.0103668261563,12.55,10.425641025641026,6.633424954189572,3.9473684210526314,2.238095238095238,1.5,1.0,1.0
10.0,20.568025795714583,27.618398083871227,37.844817620123855,44.78378582202112,49.63510949834478,50.782170198222836,47.27066898432627,39.878821842408804,35.05239693313222,31.97901915915108,20.82954277890339,14.039184952978056,12.42543859649123,10.35,7.213487819370172,3.7391304347826084,2.2727272727272725,1.5238095238095237,1.0,1.0
15.848931924611142,22.65607142857143,31.800923599104713,40.85558233189812,48.22400438828458,51.88388888888889,51.57132352941177,48.62875797647887,41.26149284426414,35.75498637241672,32.257340485601354,21.338054850468026,13.780952380952382,12.160990712074303,10.496772622092315,7.617445054945055,3.8,2.260869565217391,1.25,1.0,1.0
25.11886431509582,24.896846333547096,35.90519041116026,44.30231943495101,51.3175925925926,54.35756302521008,52.37061403508772,49.059972833132306,41.25072509899876,37.31878726917628,32.22181359195089,20.64388662640655,13.68452380952381,12.55026455026455,10.757173913043479,7.511543281280123,3.75,2.3157894736842106,1.5238095238095237,1.0,1.0
