,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015848931924611134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025118864315095794,0.0,0.0,0.0,0.0,0.17391304347826086,0.8888888888888888,0.8461538461538461,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039810717055349734,0.0,0.0,0.0,0.0,0.5625,1.0769230769230769,1.8095238095238095,1.554945054945055,0.125,0.3076923076923077,0.22727272727272727,0.2222222222222222,0.0,0.0,0.0,0.0,0.38461538461538464,0.4444444444444444,0.7368421052631579,0.06451612903225806
0.06309573444801933,0.6875,0.0,0.0,0.041666666666666664,1.0,1.9090909090909092,2.0,1.4666666666666668,0.21739130434782608,1.0,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.625,1.0,1.0,0.2857142857142857
0.1,0.9107744107744107,0.5,0.2631578947368421,0.5,1.299465240641711,2.3703703703703702,2.5,1.9365079365079367,0.8301435406698565,1.0,1.0,0.8181818181818182,0.2608695652173913,0.9375,0.8461538461538461,0.38666666666666666,1.0,1.0,1.0,0.19047619047619047
0.15848931924611143,1.75,1.2,1.375,2.1762013729977117,3.133134413185564,3.111111111111111,3.0,2.004385964912281,1.1397058823529411,1.25,1.2307692307692308,1.2525879917184266,0.7368421052631579,1.0,1.0,0.8657894736842106,1.0,1.0,1.0,0.1111111111111111
0.25118864315095807,2.7943609022556393,4.223344481605351,5.149358553383321,4.835222246793455,4.208994708994709,3.829573934837093,3.375,2.7745873052778425,1.5333333333333332,1.8235294117647058,2.0,2.0,1.05,1.0,1.0344827586206897,1.125,1.0,1.0,1.0,0.15
0.3981071705534973,5.468822055137844,7.215869218500798,9.025077399380805,7.432241442767758,5.307769423558897,4.492063492063492,4.5625,3.714814814814815,2.204659498207885,2.761904761904762,2.88,2.263157894736842,1.0588235294117647,1.0,1.25,1.0,1.0,1.0,1.0,0.05
0.6309573444801934,10.126430563834992,10.61768219832736,13.176923076923076,10.727664054212042,6.67543604056762,6.312380952380952,6.368421052631579,4.926284035881559,2.889705882352941,3.0,3.0,2.375,1.0,1.0,1.7857142857142856,1.16,1.0,1.0,1.0,0.15
1.0,16.19612159855968,17.66470297818124,18.570439045183292,13.59723489530765,8.978632384314508,8.368403639371381,8.1625,6.935703116972467,5.268366370471634,5.947125852278539,5.409152864044168,3.509774436090226,2.451896143072614,1.9175,2.2272727272727275,1.3026315789473684,1.0625,1.1785714285714286,1.1666666666666667,0.16666666666666666
1.584893192461114,22.201200402767743,24.0013644021882,26.22637098366503,18.168150613688372,12.150459572845158,12.876004611330698,13.572592400541584,11.248689769123207,8.651963703224455,9.919012605042017,9.52277678748267,6.530555555555555,5.747058823529412,5.5115384615384615,3.5379310344827584,1.4125,2.0,2.0,1.9852941176470589,0.3717948717948718
2.5118864315095824,28.06281034837628,30.942334531528907,33.210428849902534,20.768350414062485,17.609206853518,16.985994397759104,16.010863164894605,14.188911631958474,12.64983045849919,13.234814814814815,12.084290271132378,8.521221629472068,6.988529411764706,6.556481481481481,3.838815789473684,1.8793706293706294,2.2222222222222223,2.458974358974359,2.1923076923076925,1.376068376068376
3.981071705534973,38.82915179316478,38.57243704695716,38.88542912196163,26.76286657226353,22.064110369727686,22.863291316526613,22.355838430575275,20.910871162683655,16.501806917338953,16.726629904734292,14.662798398711711,11.391341107554595,8.908695652173913,8.628947368421052,4.506035631035631,2.8264550264550263,4.078260869565217,4.095238095238095,4.486471861471862,2.222483291562239
6.309573444801936,48.03266616318676,43.977808524243166,43.6926428975665,31.62564702759905,30.59543469180197,32.02840579441198,32.704789285212634,26.560951701041223,21.63234126984127,23.256154110767113,19.703647783857566,14.544443791502614,10.6625,8.9757326007326,5.788517447464816,6.1677386951128375,7.657563025210084,5.903896103896104,4.327651515151515,3.308049535603715
10.0,57.4362921355602,54.747938729109585,54.06699258299171,41.151428302707195,40.85775678968751,41.352084839899476,41.86012441622282,33.241537009303194,25.118488341723637,25.83249791144528,22.570424604635132,17.642576302416124,13.322414220240306,11.420979921588442,8.599404761904761,9.340579710144928,9.378632478632479,7.016666666666667,5.309523809523809,3.471111111111111
15.848931924611142,69.73168782037229,68.29372949827663,68.85448931987631,60.0276856796997,52.72807622993957,52.9122623198668,49.7256459221599,40.32233477064208,31.839457146379345,31.16116387090273,28.86253532358021,20.803295678810553,15.237833714721587,13.814481419404691,11.01128009417483,10.937894736842104,9.578030303030303,7.761363636363637,5.578504958047294,4.668702553485162
25.11886431509582,86.59422732552292,87.38414776484531,87.04725471962817,79.40576571867099,68.28375833777706,68.66389357378388,62.552591758797234,51.27967265814411,44.80462336103944,42.57621869664346,35.85389868169811,23.89611207505944,17.812056574241932,17.774422047120254,14.513464161061416,13.304971988795518,11.293298479985788,8.942763157894737,7.053146853146853,5.534090909090909
39.810717055349734,110.60813614642288,115.17709559958227,115.94562186291289,97.84745774258771,85.27619927487916,86.49330592262616,78.73267901251016,66.77212458904432,59.25884777910955,55.784579092044076,45.17344566495518,34.26153795192388,27.417878183870243,23.369333040291444,18.163214469541245,15.963820346320347,13.167943619896588,10.17012972445063,9.256395891690008,6.307142857142858
63.095734448019364,144.3685805849937,154.0581503811892,157.9935232208384,127.8600059147485,111.65842092850133,113.99229957921949,105.86460273408048,97.96838421594704,88.0278367443124,79.53452541830059,59.923866748456014,44.826750280599384,37.7758760129059,34.26422573942591,26.045330936967094,20.61937032371815,17.763352724062106,14.875023527197442,13.523503457326987,9.56934731934732
