tstart,scale,recovered
944.0,2.2093045311556847,False
77.0,484.76184487533686,False
1528.0,7.03718985685681,False
1116.0,2.560552001799181,False
644.0,17.66838764256051,True
394.0,2.9480094012405007,False
1818.0,15.414221434047157,False
478.0,936.4980052872463,True
1286.0,4.2052902857036,False
1365.0,335.45540876255825,False
2417.0,90.85024010810787,False
1158.0,14.445690297450435,False
421.0,40.577180949039935,True
2306.0,11.994758882105339,False
2187.0,164.7631599744453,False
2100.0,105.56519417165073,False
1972.0,1.8349803627439245,False
1887.0,8.364456977088942,False
746.0,575.3912574858447,True
661.0,156.63875954754718,True
1833.0,18.312564753334804,False
1790.0,3.0358523215061743,False
2207.0,18.962904043108967,False
1005.0,166.11273650056683,False
364.0,364.684620335294,True
1457.0,231.8183800700109,False
692.0,24.593992636396973,True
826.0,4.990408273063587,False
1164.0,198.20895608906483,False
1413.0,6.950598090752837,False
1815.0,443.7808946316759,False
2320.0,34.06114220379144,False
1473.0,38.866638002019144,False
288.0,19.294412478457286,False
883.0,212.95231155501074,False
1376.0,117.26046252975863,False
2187.0,885.7141581719345,False
2018.0,28.006853331371378,False
1580.0,1.5352437957504281,False
2317.0,37.26533665559351,False
146.0,315.26871872019916,False
2068.0,87.1294884074555,False
1995.0,1.3580140017271174,False
584.0,112.99032738335814,True
1782.0,7.670926117583447,False
1398.0,343.8272744068834,False
2406.0,104.39647869092576,False
1201.0,62.15758956326122,False
2478.0,7.597604360090202,False
417.0,208.62648488884756,True
340.0,380.81356917461017,True
1284.0,31.13917334057996,False
2051.0,29.81650939620338,False
568.0,266.1147489360353,True
1730.0,79.23445580697157,False
1131.0,455.38846101643253,False
1510.0,162.56331431700855,False
890.0,58.43618971242932,False
551.0,145.4247519771615,True
1354.0,243.03583538680613,False
133.0,14.663105662885838,False
1461.0,350.5257207722069,False
1171.0,503.6270639021437,False
123.0,5.4476911082373976,False
1406.0,415.3837569709441,False
2452.0,43.267877365415245,False
714.0,160.3758861146051,True
451.0,130.5262439017587,True
812.0,327.64024400298825,False
2070.0,17.102200111485708,False
333.0,104.44184354046946,True
2447.0,537.4814357597156,False
846.0,195.50420591818562,False
584.0,11.337972664334204,True
1838.0,129.26868503256244,False
2466.0,137.20051004021892,False
105.0,29.436407570049703,False
854.0,664.4224553410004,False
1798.0,74.09760935965521,False
1402.0,565.8689542216911,False
2182.0,544.4845643763964,False
1222.0,3.620284586091143,False
1676.0,2.3486262704693623,False
1177.0,24.24715137563501,False
601.0,46.937282939599655,True
973.0,2.1189034906075883,False
2143.0,310.20638001227763,False
1643.0,1.0120957263296002,False
1286.0,38.62483929422378,False
582.0,4.013808823753491,False
1745.0,88.03700746207109,False
227.0,83.66056273211566,False
2062.0,248.76419006944568,False
125.0,940.938323495101,True
1705.0,11.42433578874159,False
557.0,168.62802225653743,True
1612.0,488.0248843822981,False
2038.0,2.4246383547200243,False
407.0,734.1210370377577,True
1545.0,5.287002406938456,False
131.0,4.743054010729717,False
911.0,616.7943345541512,False
947.0,9.015721520411459,False
2044.0,1.8603484735780844,False
686.0,1.0557929917170508,False
1846.0,129.46416255890367,False
1641.0,6.595999938548499,False
423.0,79.57853361348296,True
1918.0,55.53663767973384,False
829.0,136.68270189101648,False
1427.0,5.475665358757276,False
1553.0,1.0911051628225168,False
2390.0,60.39137012450422,False
367.0,1.8299714628083017,False
2280.0,62.98072991883657,False
752.0,1.1945397863875573,False
1568.0,848.5709214912863,False
1463.0,49.71488421942666,False
674.0,14.454629922643397,True
743.0,1.0874376169364848,False
1932.0,10.35574755697553,False
131.0,553.0160062199183,True
663.0,1.250059620858155,False
2120.0,203.7683393507562,False
241.0,526.2615008039938,True
1953.0,58.60589183552247,False
925.0,188.60646555178195,False
2254.0,1.0683017375079789,False
1265.0,276.31188751534296,False
1133.0,18.556667573980338,False
90.0,6.496833996385131,False
1186.0,56.901286477719566,False
64.0,625.0476904197858,True
1845.0,15.700697472232024,False
931.0,411.57586395597974,False
1210.0,1.8669029498933045,False
1053.0,41.45476081364375,False
894.0,154.98497334189793,False
1771.0,8.876727120724365,False
1511.0,2.3761373911321675,False
1406.0,3.5104715422552912,False
1379.0,1.4688548683333835,False
208.0,10.220725603856737,False
2420.0,171.72562158540262,False
998.0,59.38925614181706,False
2252.0,267.5176097007486,False
607.0,143.44091581166526,True
2126.0,35.119236357201004,False
2291.0,12.142462676665978,False
540.0,39.38779702478529,True
885.0,2.09963202847091,False
291.0,1.9538451444319545,False
249.0,18.517429865625097,False
1780.0,30.98893439262957,False
512.0,20.983731016972694,True
95.0,3.431238399593521,False
2379.0,1.9312684266184028,False
2233.0,302.6933893413731,False
666.0,651.2696550900579,True
686.0,2.4487623615222813,False
345.0,363.08169420909206,True
2197.0,3.8701292759778334,False
1527.0,893.4525204326,False
454.0,569.7889191492893,True
2329.0,8.220991847539922,False
1208.0,1.4696202470528739,False
1020.0,189.4149260908992,False
982.0,6.482929865188238,False
927.0,488.871053459475,False
2148.0,291.14666771443706,False
63.0,1.9582235484862835,False
2075.0,18.576779249759916,False
1758.0,112.30889889621936,False
317.0,294.60235303368285,True
2278.0,40.804197294995696,False
531.0,7.679543593938355,True
209.0,4.345513942212397,False
1056.0,17.55792051013994,False
50.0,6.656274281931645,False
1920.0,575.59796082574,False
516.0,22.61704528327054,True
6.0,7.3003391489153815,False
1383.0,8.019255440094007,False
1105.0,61.43260899007179,False
80.0,10.170382677560015,False
1492.0,94.31997465395425,False
246.0,342.48555994028754,True
1552.0,40.652884628985156,False
1990.0,2.2182534075809457,False
595.0,74.05919838250203,True
1203.0,4.859263804370578,False
2178.0,40.83255435231008,False
962.0,121.36688334518635,False
1615.0,21.34792867597059,False
2312.0,30.50027406401759,False
356.0,360.06148935913103,True
100.0,426.17304766080315,False
887.0,456.4497055790116,False
524.0,172.7232625825535,True
1879.0,43.22963628339317,False
2367.0,16.181530021374435,False
1640.0,2.6488787345038434,False
615.0,191.7834790372939,True
2036.0,11.441698349879745,False
0.0,4.5753192338266855,False
172.0,15.356956911228638,False
2251.0,14.973186749445528,False
1664.0,567.8559093566478,False
1924.0,2.110844151158369,False
1115.0,15.553600143094213,False
676.0,7.8138890846879745,True
455.0,16.82547360030923,True
569.0,244.7041212029921,True
81.0,126.47998904785791,False
328.0,88.37352507603234,True
1139.0,288.3677635400337,False
310.0,2.9212866277377527,False
1571.0,31.32520752567965,False
2140.0,133.28589600921273,False
186.0,10.676572501187206,False
1983.0,2.036894907355074,False
1375.0,50.44350222757606,False
2317.0,493.3495872864878,False
1739.0,32.85651616322398,False
1097.0,1.9089315741499036,False
2366.0,1.4452921362850422,False
468.0,16.658876071826757,True
873.0,30.242777609516818,False
13.0,7.673833575024869,False
417.0,48.974873379992204,True
34.0,146.57555963781374,True
1731.0,231.36496471989184,False
2017.0,87.0916337267663,False
1440.0,82.63806999187152,False
888.0,6.5097460498934625,False
10.0,10.739711333043497,True
1387.0,44.762192754049714,False
678.0,8.122356298121865,True
115.0,8.694597667565612,False
1609.0,227.60012237006114,False
955.0,305.19206882405234,False
1484.0,1.1321298044426766,False
1651.0,588.6664915383053,False
485.0,10.957025758913275,True
1517.0,783.1607593351536,False
1081.0,20.872797207727565,False
408.0,1.9641372497368517,False
295.0,700.990713343421,True
1794.0,21.75998670322286,False
657.0,81.71751279080651,True
331.0,36.05561090225727,True
946.0,31.822322673354044,False
1696.0,1.8855012663761044,False
2287.0,23.282444685298554,False
881.0,1.428572108052694,False
378.0,2.648657342917851,False
289.0,4.912675152190417,False
698.0,576.0549764352451,True
1635.0,4.610510271354266,False
1942.0,177.47641833493356,False
2266.0,502.0401915377952,False
1350.0,374.23671162008526,False
168.0,862.248090323535,True
1614.0,40.54862129755065,False
723.0,43.096900945742796,True
126.0,2.869973301695365,False
2328.0,9.966803199475406,False
855.0,10.053540064746333,False
164.0,3.345918413673289,False
2351.0,2.097044096488076,False
1108.0,63.001180227054256,False
2330.0,134.13909476913605,False
8.0,91.90896620717639,True
1857.0,1.4616543164378997,False
1903.0,146.36914103714165,False
2121.0,307.7667309930308,False
1793.0,82.19759625883252,False
1936.0,50.80932127484675,False
1551.0,40.26875062112277,False
773.0,238.21651235038615,False
449.0,169.90189539556536,True
2048.0,478.5398509836995,False
1800.0,10.139004969524711,False
1991.0,1.5787676812061942,False
1983.0,1.1429680507746602,False
1213.0,6.660634698797955,False
1994.0,9.309592130731371,False
1153.0,1.1829287113201274,False
1221.0,79.15454143755265,False
259.0,38.470197325576265,False
2491.0,339.4370658775649,False
1983.0,261.0572437336289,False
1316.0,8.66301084215436,False
182.0,33.479760274495696,False
1573.0,2.1021122505656447,False
1777.0,5.971693387874165,False
1861.0,578.7147290278494,False
631.0,10.846789011468008,True
1938.0,33.07543834124469,False
1862.0,87.41314369144294,False
2143.0,7.747529253250805,False
2008.0,301.20613752448133,False
1587.0,12.99941477375306,False
2269.0,23.360432973027745,False
2049.0,1.995935008126009,False
1487.0,263.9413289078179,False
626.0,73.53266156920648,True
1649.0,128.11252983030857,False
512.0,82.17880215506425,True
2296.0,10.501293188325137,False
134.0,588.3643959698858,True
229.0,4.820934391289377,False
2115.0,100.63936685157479,False
436.0,3.312077860595972,False
1917.0,651.8511631984253,False
1460.0,207.28313995400515,False
2352.0,17.149887626753415,False
1094.0,285.48007660043675,False
2371.0,210.36289465502745,False
858.0,695.474595707549,False
956.0,43.31883089222391,False
794.0,159.9548917899356,False
244.0,949.4885929722029,True
2120.0,76.86530279628306,False
2247.0,65.47240014593345,False
2261.0,9.445042938749262,False
184.0,8.806535893812836,False
1334.0,20.076140790322093,False
580.0,103.423114256011,True
461.0,677.0600468308743,True
911.0,27.625239708583504,False
981.0,48.723585526090524,False
2061.0,3.001737691260374,False
1489.0,190.06199915892336,False
212.0,167.47981149544677,True
1343.0,56.7484148294357,False
85.0,258.4307286943546,False
2054.0,36.655418760789885,False
1174.0,1.093633642858984,False
1777.0,7.099225957827383,False
2461.0,5.2372984327781955,False
2422.0,37.04916084471606,False
888.0,26.310137399579222,False
1151.0,70.36628758781964,False
1642.0,4.538914070419448,False
17.0,2.5608427123914854,False
770.0,1.3174915885902643,False
684.0,77.84567531460048,True
288.0,271.34365728993623,True
233.0,3.328274925546204,False
1848.0,440.3351101170404,False
339.0,1.3235114688635259,False
2004.0,144.7702417976842,False
1162.0,247.45882399312143,False
186.0,2.2238095373030182,False
2474.0,158.49279982627283,False
263.0,2.5629113727351753,False
24.0,2.73057966802235,False
1357.0,33.82176962205089,False
1959.0,87.96299770350862,False
116.0,70.4173017361299,False
1321.0,8.492614695470207,False
287.0,16.79449823338278,False
72.0,4.131166388232485,False
41.0,349.82350476908863,True
547.0,70.55682135337345,True
1874.0,753.451731257997,False
1744.0,280.28740285201485,False
1552.0,16.21505642143923,False
519.0,1.5087117098543015,False
432.0,290.29677013872924,True
1093.0,714.8536358472267,False
1649.0,184.6482988269081,False
1652.0,1.7040993231989034,False
1300.0,4.520587902602325,False
1984.0,741.1734098702104,False
1091.0,34.41469066256342,False
828.0,293.91162872666473,False
833.0,30.576682378857395,False
1215.0,302.3736559947922,False
812.0,10.027155616858908,False
455.0,3.1906695553507802,False
2291.0,229.79850765529264,False
2079.0,26.873323072967796,False
773.0,594.5127159176488,False
29.0,1.1562159515928654,False
492.0,693.9443897710988,True
1448.0,11.880217480348522,False
2000.0,37.365252110405024,False
2122.0,207.51223200163435,False
2336.0,51.445479951501,False
1863.0,86.03253611905114,False
46.0,298.2220599856716,True
2217.0,24.66991613702608,False
1531.0,1.6304911653207157,False
1400.0,20.79192388364645,False
1318.0,714.7935474387475,False
2088.0,5.4849555371799275,False
1217.0,820.152222141084,False
1743.0,19.244317181928885,False
350.0,148.28963161178424,True
1975.0,1.2815014496068546,False
2351.0,145.65005779797937,False
797.0,8.839805385739796,False
774.0,1.1161940929083012,False
2214.0,182.79514120793985,False
1573.0,14.88902413759199,False
2001.0,107.29390973379407,False
843.0,1.4101879329634208,False
1318.0,957.4754680515606,False
239.0,36.057674154767426,False
1795.0,22.03443899001954,False
738.0,5.287550350036378,False
2097.0,94.70936154436485,False
1971.0,99.00658230097336,False
773.0,1.1145756139362197,False
1.0,135.96183765884876,True
35.0,9.54494330590742,True
2054.0,24.240467622974585,False
541.0,231.09867725031458,True
823.0,876.873040575813,False
592.0,500.0930424872005,True
457.0,41.26310446614811,True
950.0,1.581550995228229,False
552.0,4.911489492857272,False
157.0,10.510674807587929,False
92.0,1.3331801208981413,False
2046.0,1.1655472251344392,False
1040.0,1.400035642340771,False
735.0,248.3636415974445,True
472.0,247.64218662057067,True
37.0,380.3417010351369,True
202.0,263.3217902693681,True
316.0,108.61018399102488,True
2113.0,3.8431086082073906,False
666.0,31.672117374907675,True
1033.0,41.163008845338204,False
2290.0,92.60477360952363,False
1431.0,20.139661057428835,False
2083.0,57.319010786437055,False
2380.0,2.1412689142218895,False
1228.0,766.4449701365877,False
243.0,7.906122268118123,False
1027.0,6.663005720645368,False
1893.0,3.5771758853026654,False
467.0,13.61768649739098,True
349.0,58.102361261016114,True
1677.0,1.63616977936768,False
1640.0,310.6659580887439,False
257.0,411.67535645778605,True
1749.0,260.4545159267675,False
532.0,142.89755305246896,True
1470.0,1.2890170836949837,False
35.0,231.0150895147421,True
1378.0,7.6606291220818115,False
1425.0,100.48583931114435,False
557.0,5.89663919077184,False
669.0,463.5056584251554,True
2457.0,13.046220762886575,False
1683.0,1.1045504079082813,False
2436.0,85.7962296612622,False
2279.0,6.160388235852358,False
615.0,1.5113141567326618,False
2333.0,15.080358999795747,False
1188.0,281.06776321292074,False
1147.0,502.59056271163814,False
1148.0,477.62849968931516,False
601.0,8.264248979772507,True
2245.0,240.40432973119994,False
628.0,18.499337369330238,True
1997.0,3.034771657026643,False
1623.0,1.2252806915358463,False
2335.0,4.119910112247714,False
774.0,988.7049208318618,False
1318.0,51.55007689851888,False
2443.0,17.2273354896397,False
447.0,1.8258194843037248,False
729.0,14.22319393841041,True
246.0,161.33521501627558,True
791.0,7.319236148457353,False
2073.0,30.721816764731866,False
915.0,4.482804697047347,False
1933.0,228.9880889741001,False
1169.0,5.079431475556859,False
1078.0,2.322109997810455,False
676.0,732.8007811999122,True
1063.0,167.4657856003465,False
486.0,8.359188253837267,True
1847.0,344.5869411994048,False
839.0,6.538290823784021,False
2092.0,198.1076763933608,False
145.0,9.163618660434357,False
1250.0,21.83877055061999,False
799.0,1.5721794362033004,False
537.0,37.02661620124718,True
410.0,1.3524884273508584,False
1682.0,6.546315205431889,False
1882.0,150.4929366833194,False
728.0,197.83434328386005,True
1111.0,632.1502602504344,False
1542.0,4.308605853450681,False
1372.0,269.3864796958245,False
4.0,3.724881264037162,False
2112.0,127.0263637008731,False
433.0,8.536319040657972,False
1233.0,700.2727493256325,False
147.0,2.6182514303266955,False
2339.0,273.01661065403954,False
2290.0,623.5804739655752,False
1370.0,43.70179672576741,False
95.0,272.4546404073981,False
626.0,2.866370119759006,False
33.0,1.680201234869774,False
1228.0,39.35362188188598,False
2408.0,1.0915335787309004,False
2484.0,1.2426520816864373,False
505.0,8.010085016470754,True
813.0,587.2193386900677,False
1062.0,14.838989082580476,False
364.0,48.15115623403995,True
1726.0,16.334492534881065,False
1851.0,41.01071362763216,False
209.0,8.264163167444284,False
2100.0,252.76832808330767,False
2274.0,16.22681606733545,False
1582.0,2.5396898986514946,False
1570.0,13.942432662602831,False
892.0,994.1576663755355,False
1018.0,1.5456198606693115,False
261.0,19.96739430584671,False
1285.0,417.3594269269371,False
2071.0,512.277704341305,False
2455.0,1.891042884247288,False
1966.0,3.8204686406411352,False
1474.0,4.069921105593904,False
1795.0,5.4302169925118795,False
1589.0,15.289342935368737,False
1200.0,5.590085449747932,False
1721.0,5.618569048243569,False
1004.0,804.836701723186,False
1750.0,64.83115767385598,False
1367.0,16.23252863670384,False
2167.0,348.924302594228,False
659.0,389.87909654582955,True
1110.0,197.3655677663376,False
1354.0,3.1302799778157877,False
1625.0,13.746981109839046,False
1453.0,6.135726166120195,False
1553.0,3.337289581465472,False
1669.0,1.4788651479681223,False
700.0,16.704769228953623,True
305.0,1.8175233207065546,False
418.0,4.302694669021922,False
98.0,1.878852695639344,False
1176.0,14.33353287883722,False
1092.0,1.8502357910250178,False
1198.0,11.13653176772911,False
572.0,12.210006924047168,True
1385.0,24.53794791816068,False
2459.0,17.422138497868175,False
1149.0,71.5467807573644,False
1343.0,275.9177485598399,False
899.0,70.4571453433967,False
928.0,1.4372719699030994,False
405.0,145.33531206995897,True
2140.0,15.048528626279548,False
2086.0,415.70993397080684,False
1315.0,12.557406420398616,False
1548.0,41.648945062685335,False
1254.0,31.04935434137691,False
1723.0,10.041216483008014,False
2291.0,2.5633115598692,False
2084.0,37.10352489651431,False
1358.0,8.367246532085197,False
1807.0,350.92696005493616,False
168.0,470.2782315515045,True
299.0,51.95722359119244,True
216.0,47.073127909758206,False
139.0,470.1239248502244,True
2182.0,3.938925090749016,False
588.0,1.6447865257335657,False
367.0,388.90025228900504,True
1326.0,1.595505117085524,False
2221.0,143.23980124195558,False
2092.0,3.207394156017612,False
2458.0,48.591317101642794,False
1945.0,185.54856781042153,False
1378.0,173.32740871924977,False
1929.0,189.46955072759732,False
1392.0,19.236655880750263,False
1102.0,49.09714670563809,False
2110.0,26.72998986552891,False
1189.0,50.65021627137485,False
548.0,241.8794130448998,True
2380.0,31.101019787901983,False
1787.0,62.08458666600536,False
610.0,23.09379627008446,True
1096.0,410.04505181506715,False
2342.0,1.3533606938040932,False
2383.0,19.69871794731787,False
1428.0,36.01555859857499,False
1595.0,36.586818947247835,False
1097.0,65.74149454197276,False
2196.0,2.0989076371452575,False
99.0,790.2207205477157,True
1804.0,207.70147512561886,False
1646.0,107.08285901341627,False
705.0,408.0541170129131,True
2294.0,684.9053781649415,False
1616.0,311.81726216868714,False
594.0,1.522898577843269,False
276.0,51.20649879496788,False
732.0,1.430524722905549,False
104.0,125.89220234121571,False
1383.0,255.5752364409453,False
685.0,1.2825058081902272,False
5.0,16.872388836411282,True
722.0,21.085562788065875,True
2007.0,3.3824912834485725,False
515.0,46.392979691799404,True
1735.0,1.8875795221567004,False
818.0,406.55953529844834,False
313.0,107.5470290956668,True
752.0,17.47674303333184,True
395.0,43.88342464601551,True
847.0,4.074013246409686,False
1907.0,1.5385587887617789,False
2309.0,20.203470889480563,False
202.0,1.5027226290003932,False
1524.0,23.839817911212595,False
949.0,234.28851380342894,False
1038.0,23.33876483925988,False
360.0,188.06254741160126,True
1682.0,2.9879773691917957,False
921.0,25.36858484894619,False
891.0,484.44045331579207,False
1085.0,24.813170708218927,False
979.0,139.07352354011434,False
805.0,692.3894234025514,False
2197.0,62.116482927581615,False
1700.0,118.12485007364785,False
2019.0,375.19451171164377,False
730.0,906.152874313153,True
1520.0,3.8623912118733563,False
603.0,769.2416560012025,True
480.0,331.8648391874882,True
286.0,63.490230014733456,True
2422.0,8.922206722401672,False
984.0,1.0048918201919654,False
1342.0,3.33915877691489,False
21.0,3.9328073333906515,False
354.0,3.2558303386868914,False
976.0,145.51524691488984,False
1367.0,3.7883322204844796,False
1775.0,23.235840561992987,False
976.0,297.64846688083315,False
676.0,2.647831902686642,False
2229.0,3.7452575727105883,False
1527.0,26.43012577271805,False
2490.0,10.752951446813196,False
1927.0,3.8272710184380743,False
1649.0,5.216771883244925,False
1159.0,12.124145036014518,False
221.0,2.7330296851540745,False
1842.0,4.524820154052114,False
1876.0,1.923788894199545,False
84.0,46.356451212602664,False
2407.0,1.024372358696236,False
1911.0,9.25509439811104,False
1489.0,50.43794748561693,False
1213.0,759.0926115781053,False
324.0,56.73967649497582,True
2218.0,22.972930040556253,False
731.0,709.0200716615672,True
1525.0,23.40561378783041,False
1721.0,1.3438720380083418,False
1022.0,107.69333341808706,False
769.0,1.3536782061193817,False
355.0,54.05823868596161,True
1393.0,1.2826617073830784,False
2230.0,7.324551103381038,False
1125.0,443.9763108144199,False
1120.0,261.2064766766224,False
1097.0,2.5082834393048095,False
1735.0,7.447840222335922,False
2457.0,204.5096614023221,False
2140.0,670.2886598804272,False
826.0,14.882776478348593,False
402.0,48.851700170977125,True
309.0,911.2961508201039,True
1156.0,833.0674722357264,False
260.0,80.40005131066307,False
1362.0,1.317141530906079,False
298.0,2.5259326699221534,False
1009.0,1.128531235919512,False
323.0,918.604281930228,True
1054.0,1.6822528199674476,False
1484.0,339.61892790354256,False
1771.0,190.05272911635942,False
1288.0,3.2828026424677628,False
963.0,4.588443025208958,False
2143.0,17.027747748029338,False
1099.0,14.96530877421497,False
1508.0,1.1946266796728218,False
2445.0,38.64763545617609,False
1249.0,8.146808328402722,False
719.0,101.38668385747584,True
1560.0,128.0055921437825,False
1529.0,14.471593248032889,False
1519.0,422.2575191628652,False
1635.0,48.199849193232815,False
2368.0,8.374718758759798,False
781.0,2.0758412700810895,False
1500.0,5.812774830550006,False
1162.0,104.26219819770374,False
321.0,191.58357200541832,True
266.0,105.07406914144588,True
1498.0,9.961853292355203,False
315.0,59.09293093777432,True
654.0,1.0790875711407533,False
2285.0,256.4115647335526,False
2009.0,105.83789077266036,False
1404.0,426.28329014533807,False
2221.0,3.7923319307344676,False
186.0,9.703076315389179,False
289.0,2.6017427101059685,False
1518.0,10.082420990229501,False
667.0,310.28125904244234,True
1443.0,1.0583182388694625,False
2357.0,141.72982504792685,False
1749.0,893.4695682380532,False
295.0,838.5157562185179,True
2005.0,346.88403187658315,False
635.0,159.01715275277647,True
2346.0,332.5891864551386,False
518.0,5.801932283418455,False
1045.0,75.04641107771887,False
1288.0,166.9831630750323,False
1351.0,113.39863524723248,False
1154.0,61.38001342333797,False
2423.0,23.951813261761373,False
962.0,8.53477858226238,False
130.0,10.73241676373169,False
710.0,177.0812158415966,True
2215.0,32.434412187702975,False
1463.0,3.8846931308995165,False
114.0,104.80778856273248,False
1530.0,131.7180868802661,False
1094.0,313.6647411740847,False
1892.0,197.08518912617848,False
2399.0,22.103291603063532,False
448.0,2.2734163001367436,False
2363.0,1.4533830184349166,False
701.0,86.37486091738504,True
609.0,14.557896532491158,True
837.0,13.41610497435345,False
1217.0,5.751750760693222,False
828.0,5.21036306035758,False
2217.0,719.3167945372023,False
2248.0,147.17392487363568,False
650.0,9.386752549639699,True
1697.0,1.2980425317211157,False
1302.0,12.671441188159173,False
2476.0,107.2138865524884,False
550.0,23.29258053068488,True
1270.0,181.77608385489333,False
746.0,1.0880592322443985,False
1071.0,363.1740067082901,False
2046.0,5.398659132584289,False
1700.0,22.82407903823825,False
1451.0,123.42710592575199,False
657.0,252.7138186964769,True
466.0,12.186526891556063,True
2006.0,2.4027027561570207,False
1182.0,8.219866897233427,False
1319.0,859.6625854729311,False
879.0,33.78467648788159,False
220.0,1.358724269203121,False
1619.0,24.26099281661126,False
29.0,253.7208868183977,True
2018.0,6.202380864173757,False
2411.0,4.803142799650945,False
410.0,1.6436435339019468,False
584.0,2.2487219680076116,False
971.0,972.3927095340939,False
406.0,54.20218865940851,True
1523.0,754.4975529233212,False
185.0,171.56682803835741,False
785.0,178.44133854850492,False
1935.0,8.30131544436091,False
229.0,199.81709042522212,True
1280.0,10.932243669862594,False
598.0,4.47838928396499,False
1265.0,36.21804797042712,False
1454.0,12.659087707235333,False
1184.0,552.0070367359198,False
2124.0,119.67214872480119,False
1807.0,56.20059621631471,False
349.0,1.458981880783121,False
576.0,13.657550131513517,True
1244.0,495.17476740951673,False
176.0,9.509966205192654,False
84.0,9.117373996707327,False
1110.0,255.96787442451742,False
246.0,420.5637741485791,True
847.0,20.595139197504995,False
1849.0,4.965672992689461,False
1410.0,54.6172652896736,False
1538.0,30.30160810123224,False
221.0,6.076783461677546,False
1758.0,1.3810262298725307,False
1553.0,190.66474772108253,False
2375.0,8.951865307949486,False
2492.0,48.43824106505529,False
2266.0,2.5795532406702146,False
1296.0,17.187511105575577,False
1671.0,54.24325704847535,False
182.0,1.6634331189589444,False
867.0,2.0874434056938007,False
469.0,15.654929935878405,True
1191.0,202.4010591815664,False
728.0,81.69739653318327,True
1914.0,172.54880353207486,False
537.0,132.2350904835045,True
2241.0,1.417733158606663,False
1460.0,15.674457251585704,False
1711.0,37.4500657215654,False
2340.0,2.3461236250316304,False
897.0,71.4100929714242,False
1849.0,37.052340577849364,False
905.0,9.972104172640114,False
1236.0,49.044040112803124,False
2181.0,75.06081261259493,False
991.0,31.173107089815876,False
2310.0,54.74882547041888,False
696.0,51.25550288359568,True
415.0,399.61187575778376,True
1150.0,9.609583950484293,False
1145.0,7.046833908030506,False
999.0,168.95465435451504,False
1226.0,965.61199670883,False
816.0,719.5245587381218,False
998.0,5.611947497517157,False
1477.0,241.67312843581115,False
741.0,185.5145439319172,True
214.0,285.63451617885664,True
1512.0,3.9341787841508697,False
1371.0,2.2012434421035225,False
270.0,153.31000819198294,True
1376.0,29.472033043902165,False
1978.0,120.10398812194205,False
